Player,Nation,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Ahmed Abdullahi,NGA,FW,Gent,19,2004,0.3,6,4,2,0,0,0,1,0,0,0,0,0,4,0,0
Shuto Abe,JPN,MF,RWD Molenbeek,25,1997,16.4,697,681,10,5,1,2,9,1,0,0,0,0,525,6,19
Abner,BRA,"DF,MF",RWD Molenbeek,27,1996,20.6,873,705,165,12,0,3,56,153,0,0,0,0,651,3,19
Francis Abu,GHA,MF,Cercle Brugge,22,2001,4.5,231,206,23,18,0,0,9,1,4,1,3,0,163,2,3
Tayo Adaramola,IRL,DF,RWD Molenbeek,19,2003,6.4,245,202,43,3,0,1,20,40,0,0,0,0,182,0,9
Noah Adedeji,BEL,"MF,FW",Genk,18,2005,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1
Jonathan Afolabi,IRL,FW,Kortrijk,23,2000,4.4,86,84,2,0,1,0,3,0,0,0,0,0,58,0,0
Brian Agbor,CMR,DF,Gent,22,2001,2.3,143,135,8,4,0,4,0,4,0,0,0,0,123,0,2
Takahiro Akimoto,JPN,DF,OH Leuven,25,1998,2.9,129,101,28,2,0,0,2,26,0,0,0,0,99,0,2
Carlos Alberto,BRA,"FW,MF",RWD Molenbeek,21,2002,7.3,104,94,6,0,1,1,2,5,0,0,0,0,76,4,2
Josimar Alcocer,CRC,"FW,MF",Westerlo,19,2004,0.3,8,7,1,0,0,0,1,1,0,0,0,0,6,0,0
Toby Alderweireld,BEL,DF,Antwerp,34,1989,28.9,2335,2215,112,82,3,25,7,10,0,0,0,0,2010,8,9
Ryan Alebiosu,ENG,"DF,MF",Kortrijk,21,2001,3.9,160,120,40,1,0,0,23,39,0,0,0,0,107,0,7
Teddy Alloh,FRA,DF,Eupen,21,2002,2.2,93,69,24,1,0,0,5,23,0,0,0,0,78,0,4
Éder Álvarez Balanta,COL,MF,Club Brugge,30,1993,5.5,292,285,7,5,0,4,2,2,0,0,0,0,226,0,5
Steven Alzate,COL,MF,Standard Liège,24,1998,18.5,1024,966,55,42,7,6,19,6,6,3,3,0,864,3,15
Thierry Ambrose,GLP,FW,Kortrijk,26,1997,0.6,15,15,0,0,0,0,2,0,0,0,0,0,11,0,1
Mohamed Amoura,ALG,FW,Union SG,23,2000,15.9,367,352,12,1,1,2,31,7,1,0,0,0,220,3,27
Francis Amuzu,BEL,FW,Anderlecht,23,1999,6.3,181,169,12,4,0,0,22,5,3,1,0,0,141,0,8
Frederic Ananou,TOG,"DF,MF",Sint-Truiden,25,1997,6.0,290,254,36,3,1,1,11,33,0,0,0,0,250,0,5
Stelios Andreou,CYP,DF,Charleroi,21,2002,26.8,1064,1002,59,20,0,9,6,32,0,0,0,0,842,3,14
Nilson Angulo,ECU,"FW,MF",Anderlecht,20,2003,0.5,36,36,0,0,0,0,3,0,0,0,0,0,24,0,2
Bill Antonio,ZIM,"MF,FW",Mechelen,20,2002,6.4,185,161,24,0,1,0,27,24,0,0,0,0,120,0,13
Kristian Arnstad,NOR,"DF,MF",Anderlecht,19,2003,7.2,398,345,53,8,0,3,11,42,3,2,0,0,308,0,10
Tolu Arokodare,NGA,FW,Genk,22,2000,14.5,294,290,2,0,0,0,2,0,0,0,0,0,200,2,6
Gerardo Arteaga,MEX,DF,Genk,24,1998,13.4,733,616,116,17,0,2,33,99,0,0,0,0,588,1,16
Isaac Asante,GHA,"DF,MF",Mechelen,20,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Dirk Asare,BEL,MF,Mechelen,19,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Majeed Ashimeru,GHA,MF,Anderlecht,25,1997,1.3,60,59,1,0,0,0,0,0,0,0,0,0,48,0,0
Christalino Atemona,GER,DF,Kortrijk,21,2002,1.1,41,41,0,0,0,0,0,0,0,0,0,0,31,0,1
Lynnt Audoor,BEL,MF,Kortrijk,19,2003,4.5,190,182,8,5,0,1,2,1,2,1,1,0,155,0,5
Ludwig Augustinsson,SWE,DF,Anderlecht,29,1994,18.1,1089,911,176,28,0,5,76,137,11,6,1,0,851,2,22
Felipe Augusto,BRA,"FW,MF",Cercle Brugge,19,2004,4.9,95,94,1,0,0,0,8,0,0,0,0,0,50,0,4
Felipe Avenatti,URU,"FW,MF",Kortrijk,30,1993,17.4,607,583,21,2,6,6,3,2,1,0,0,0,382,3,13
Gastón Ávila,ARG,DF,Antwerp,21,2001,2.0,130,114,16,5,0,3,4,11,0,0,0,0,103,0,3
Youssouph Badji,SEN,"FW,MF",Charleroi,21,2001,10.4,285,275,9,0,0,1,4,2,0,0,0,0,194,1,8
Bilal Bafdili,BEL,"MF,FW",Mechelen,18,2004,1.9,51,45,6,1,0,0,6,0,4,2,1,0,38,0,0
Jonas Bager,DEN,DF,Charleroi,27,1996,16.7,609,582,26,18,0,3,6,7,0,0,0,0,466,1,5
Brandon Baiye,BEL,MF,Eupen,22,2000,23.0,890,863,22,22,0,7,5,0,0,0,0,0,735,5,18
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,19.8,851,734,113,17,2,3,127,17,78,24,22,0,627,4,34
William Balikwisha,COD,MF,Standard Liège,24,1999,12.1,555,543,10,1,3,4,49,0,1,1,0,0,424,2,24
Sacha Banse,BFA,MF,Standard Liège,22,2001,0.5,17,15,2,1,1,1,0,0,0,0,0,0,12,0,1
Ezechiel Banzuzi,NED,MF,OH Leuven,18,2005,19.4,686,673,12,11,2,4,10,1,0,0,0,0,496,1,14
Víctor Barberá,ESP,"FW,MF",Club Brugge,18,2004,0.4,9,9,0,0,0,0,1,0,0,0,0,0,4,0,0
Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,21,2001,4.8,104,97,7,0,0,0,4,3,0,0,0,0,74,0,3
Jacob Barrett Laursen,DEN,DF,Standard Liège,28,1994,1.7,67,51,16,2,0,1,1,14,0,0,0,0,55,0,1
Norman Bassette,BEL,"FW,MF",Mechelen,18,2004,6.4,103,95,8,0,0,0,9,0,0,0,0,0,57,0,8
Jelle Bataille,BEL,DF,Antwerp,24,1999,24.2,1920,1628,287,21,1,7,74,263,3,0,2,0,1568,5,44
David Bates,SCO,DF,Mechelen,26,1996,23.2,1356,1315,38,30,1,2,0,7,0,0,0,0,1205,3,5
Emin Bayram,TUR,DF,Westerlo,20,2003,21.9,1243,1180,59,44,2,13,6,3,0,0,0,0,1009,4,11
Rafik Belghali,ALG,DF,Mechelen,21,2002,2.9,168,143,23,1,0,0,7,22,0,0,0,0,140,2,4
Nadhir Benbouali,ALG,"FW,MF",Charleroi,23,2000,3.7,112,109,3,0,1,0,1,0,0,0,0,0,76,0,5
Ján Bernát,SVK,MF,Westerlo,22,2001,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Antoine Bernier,BEL,"FW,MF",Charleroi,25,1997,7.4,153,151,2,0,0,0,9,2,0,0,0,0,115,0,6
Adriano Bertaccini,BEL,"MF,FW",Sint-Truiden,22,2000,0.4,9,8,1,0,0,0,0,1,0,0,0,0,6,0,0
Mickaël Biron,MTQ,"FW,MF",RWD Molenbeek,25,1997,16.1,362,326,32,5,3,0,27,4,4,3,0,0,246,4,10
Nathan Bitumazala,FRA,"MF,FW",Eupen,20,2002,1.3,33,31,2,0,0,0,3,0,0,0,0,0,25,0,2
Eric Bocat,FRA,"DF,MF",Sint-Truiden,24,1999,27.2,1469,1240,226,13,1,3,80,212,1,0,0,0,1171,3,26
Arnaud Bodart,BEL,GK,Standard Liège,25,1998,29.0,952,664,285,61,0,0,0,0,0,0,0,0,639,3,1
Merveille Bokadi,COD,DF,Standard Liège,31,1992,14.5,790,746,42,31,2,1,1,2,0,0,0,0,686,2,2
Sinan Bolat,TUR,GK,Westerlo,34,1988,26.0,985,746,236,52,0,1,0,0,0,0,0,0,731,3,0
Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28,1995,0.9,52,42,10,0,0,0,1,10,0,0,0,0,44,0,0
Christopher Bonsu Baah,GHA,FW,Genk,18,2004,13.2,486,471,13,1,2,7,23,12,0,0,0,0,341,2,26
Jordan Bos,AUS,DF,Westerlo,20,2002,19.0,895,732,160,4,2,0,39,156,0,0,0,0,670,3,29
Mohamed Bouchouari,BEL,DF,Anderlecht,22,2000,0.0,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
Mehdi Boukamir,MAR,DF,Charleroi,19,2004,5.2,240,224,15,7,0,0,2,6,0,0,0,0,178,1,3
Dedryck Boyata,BEL,"DF,MF",Club Brugge,32,1990,2.0,101,94,7,2,0,0,0,0,0,0,0,0,82,0,0
Jonatan Braut Brunes,NOR,FW,OH Leuven,22,2000,11.8,217,184,30,0,1,1,0,1,0,0,0,0,139,3,9
Archie Brown,ENG,DF,Gent,21,2002,18.3,1035,810,224,12,0,10,86,209,3,0,0,0,726,1,37
Massimo Bruno,BEL,"MF,FW",Kortrijk,29,1993,12.6,550,498,48,14,2,4,33,11,16,8,4,0,406,4,12
Tajon Buchanan,CAN,DF,Club Brugge,24,1999,9.2,517,411,104,9,0,2,31,95,0,0,0,0,394,2,12
Christian Burgess,ENG,DF,Union SG,31,1991,27.5,1430,1351,77,67,0,5,4,7,0,0,0,0,1181,2,6
Jean Butez,FRA,GK,Antwerp,28,1995,30.0,1410,1214,193,62,2,5,0,0,0,0,0,0,1085,3,2
Etienne Camara,FRA,MF,Charleroi,20,2003,3.8,185,185,0,0,0,1,4,0,0,0,0,0,134,0,5
Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20,2003,17.8,701,539,162,13,4,2,49,133,16,3,7,0,506,0,25
Cihan Çanak,TUR,"DF,MF",Standard Liège,18,2005,6.9,298,225,68,19,1,0,56,36,11,9,2,0,201,5,6
Alessio Castro-Montes,BEL,DF,Gent,26,1997,0.7,70,62,8,1,0,1,1,7,0,0,0,0,49,0,2
Alessio Castro-Montes,BEL,DF,Union SG,26,1997,20.8,934,849,82,6,2,7,86,51,25,1,20,0,684,3,41
Nacer Chadli,BEL,"MF,FW",Westerlo,33,1989,7.9,345,332,11,2,2,2,15,9,0,0,0,0,270,2,10
Youssef Challouk,BEL,"MF,FW",Kortrijk,27,1995,0.5,25,25,0,0,1,0,3,0,0,0,0,0,19,0,0
Regan Charles-Cook,GRN,"FW,MF",Eupen,26,1997,14.9,351,317,34,0,1,1,18,10,2,0,0,0,268,0,16
Isaac Christie-Davies,WAL,MF,Eupen,25,1997,6.3,294,286,8,8,0,0,3,0,0,0,0,0,236,0,12
Elias Cobbaut,BEL,DF,Mechelen,25,1997,24.0,1441,1378,52,36,1,19,10,5,0,0,0,0,1218,11,9
Valentin Cojocaru,ROU,GK,OH Leuven,27,1995,3.0,100,73,26,6,0,0,0,1,0,0,0,0,92,1,0
Antoine Colassin,BEL,FW,Anderlecht,22,2001,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Jo Coppens,BEL,GK,Sint-Truiden,32,1990,4.0,199,176,23,9,0,0,0,0,0,0,0,0,162,0,0
Kobe Corbanie,BEL,"DF,MF",Antwerp,18,2005,1.6,97,81,16,0,0,0,3,16,0,0,0,0,71,0,4
Gaëtan Coucke,BEL,GK,Mechelen,24,1998,30.0,1094,780,313,61,0,3,0,0,0,0,0,0,801,1,0
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,15.1,1258,1209,48,17,0,7,1,6,0,0,0,0,1160,1,2
Carlos Cuesta,COL,DF,Genk,24,1999,22.8,1285,1214,68,47,1,5,1,11,0,0,0,0,1115,3,7
Hugo Cuypers,BEL,FW,Gent,26,1997,18.1,441,421,16,0,2,4,10,2,0,0,0,0,300,4,20
Oday Dabbagh,PLE,FW,Charleroi,24,1998,16.3,452,422,28,0,0,2,13,2,0,0,0,0,343,2,15
Erdon Daci,MKD,FW,Westerlo,25,1998,7.7,172,156,16,0,0,1,9,0,0,0,0,0,116,0,12
Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,24,1998,20.3,753,646,99,21,1,4,95,35,39,10,15,0,489,8,42
Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,21,2001,3.6,113,107,6,0,0,2,4,6,0,0,0,0,82,0,5
Jesper Daland,NOR,DF,Cercle Brugge,23,2000,28.1,1108,1081,23,21,0,1,4,2,0,0,0,0,709,4,15
Achraf Dari,MAR,DF,Charleroi,24,1999,3.5,147,140,6,6,0,1,0,0,0,0,0,0,97,1,1
Jason Davidson,AUS,DF,Eupen,32,1991,25.9,1588,1343,233,38,2,18,74,195,0,0,0,0,1120,12,38
Isaak Davies,WAL,FW,Kortrijk,21,2001,19.2,272,228,42,0,0,1,16,1,0,0,0,0,180,2,26
Maxim De Cuyper,BEL,DF,Club Brugge,22,2000,24.0,1790,1460,325,41,2,26,153,203,81,64,8,0,1423,5,22
Ritchie De Laet,BEL,DF,Antwerp,34,1988,10.9,758,654,100,15,1,1,13,83,0,0,0,0,632,4,6
Dion De Neve,BEL,"DF,MF",Kortrijk,21,2002,21.4,935,722,212,6,0,3,118,206,0,0,0,0,612,1,40
Alexis De Sart,BEL,MF,RWD Molenbeek,26,1996,5.4,213,204,6,4,4,0,3,2,0,0,0,0,144,3,5
Julien De Sart,BEL,MF,Gent,28,1994,28.3,1739,1661,67,58,4,68,20,4,4,1,2,0,1297,11,26
Tibe De Vlieger,BEL,"MF,FW",Gent,17,2005,0.4,30,29,1,0,0,0,1,1,0,0,0,0,22,0,0
Nils De Wilde,BEL,MF,Cercle Brugge,20,2003,8.0,295,266,27,24,1,1,7,1,2,0,2,0,188,2,5
Zeno Debast,BEL,DF,Anderlecht,19,2003,27.5,1996,1910,81,66,2,49,7,9,0,0,0,0,1687,5,11
Massimo Decoene,BEL,FW,Kortrijk,19,2004,0.1,13,11,2,0,0,0,1,2,0,0,0,0,9,0,0
Robbe Decostere,BEL,DF,Cercle Brugge,25,1998,0.0,7,5,2,0,0,0,0,2,0,0,0,0,4,0,0
Théo Defourny,BEL,GK,RWD Molenbeek,31,1992,29.8,894,564,324,95,0,3,0,0,0,0,0,0,581,6,0
Tristan Degreef,BEL,MF,Anderlecht,18,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Thomas Delaney,DEN,"MF,DF",Anderlecht,31,1991,10.1,507,489,17,8,0,2,11,3,0,0,0,0,353,1,14
Martin Delavallée,BEL,GK,Charleroi,19,2004,0.0,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0
Hannes Delcroix,BEL,DF,Anderlecht,24,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mathias Delorge,BEL,MF,Sint-Truiden,19,2004,29.5,1885,1792,88,76,3,35,11,11,1,0,0,0,1625,5,28
Olivier Deman,BEL,"DF,MF",Cercle Brugge,23,2000,4.2,214,158,56,0,0,0,19,56,0,0,0,0,154,0,5
Kévin Denkey,TOG,FW,Cercle Brugge,22,2000,27.7,668,637,27,1,6,1,2,3,0,0,0,0,444,4,32
Jerome Deom,BEL,"MF,FW",Eupen,24,1999,8.5,296,271,24,4,3,2,24,8,12,6,4,0,212,1,14
Laurent Depoitre,BEL,FW,Gent,34,1988,4.3,124,119,4,0,1,1,1,0,0,0,0,0,81,1,3
Gilles Dewaele,BEL,"DF,MF",Standard Liège,27,1996,7.5,464,373,91,9,0,0,24,77,5,1,4,0,329,0,17
Sada Diallo,BEL,"MF,DF",RWD Molenbeek,21,2002,1.0,45,42,3,1,0,0,0,2,0,0,0,0,36,0,2
Amadou Diawara,GUI,MF,Anderlecht,26,1997,6.6,278,275,3,3,1,1,0,0,0,0,0,0,235,0,2
Moussa Djenepo,MLI,"DF,FW",Standard Liège,25,1998,16.6,479,456,19,7,3,1,35,10,2,1,0,0,371,4,17
Noah Dodeigne,BEL,"DF,FW",Standard Liège,20,2003,0.4,19,14,5,4,0,0,1,1,0,0,0,0,15,0,0
Kasper Dolberg,DEN,FW,Anderlecht,25,1997,23.9,399,388,8,0,0,1,6,2,0,0,0,0,297,3,12
Joren Dom,BEL,"MF,DF",OH Leuven,33,1989,16.0,565,499,62,6,2,4,22,54,2,1,1,0,374,4,11
Djovkar Doudaev,BEL,DF,RWD Molenbeek,19,2003,2.3,113,108,5,0,0,1,1,5,0,0,0,0,95,0,3
Mahamadou Doumbia,MLI,MF,Antwerp,19,2004,4.1,151,149,2,1,0,0,3,1,0,0,0,0,127,0,4
Souleyman Doumbia,CIV,DF,Standard Liège,26,1996,6.2,441,371,70,13,1,3,8,52,5,3,0,0,368,0,8
Vetle Dragsnes,NOR,"DF,MF",Charleroi,29,1994,19.5,911,740,170,4,1,1,40,164,2,0,0,0,677,1,19
Denis Drăguș,ROU,FW,Standard Liège,24,1999,3.5,78,78,0,0,1,1,4,0,0,0,0,0,48,0,4
Anders Dreyer,DEN,"FW,MF",Anderlecht,25,1998,24.9,936,822,106,30,5,7,94,15,53,24,6,0,659,8,34
Olivier Dumont,BEL,MF,Sint-Truiden,21,2002,0.9,39,37,2,0,0,0,0,1,0,0,0,0,30,0,0
Maxime Dupé,FRA,GK,Anderlecht,30,1993,7.0,268,221,47,11,0,0,0,0,0,0,0,0,216,0,0
Pierre Dwomoh,BEL,MF,RWD Molenbeek,19,2004,25.3,986,963,19,16,6,2,13,3,0,0,0,0,774,4,18
Aron Dønnum,NOR,"DF,FW",Standard Liège,25,1998,4.8,197,150,47,4,1,8,23,31,12,5,6,1,133,0,2
Malcolm Ebiowei,ENG,"FW,MF",RWD Molenbeek,19,2003,1.6,46,39,7,3,1,0,7,1,3,1,0,0,31,0,2
Dennis Eckert,GER,FW,Union SG,26,1997,12.6,248,226,21,0,1,0,11,0,0,0,0,0,180,1,4
Malamine Efekele,FRA,"FW,MF",Cercle Brugge,19,2004,2.0,39,36,3,0,0,0,1,0,0,0,0,0,27,0,1
Chidera Ejuke,NGA,"FW,DF",Antwerp,25,1998,14.7,797,755,39,9,9,6,60,15,15,6,4,0,643,3,19
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,23.5,933,899,31,13,3,7,14,13,0,0,0,0,798,3,16
Renaud Emond,BEL,FW,Standard Liège,31,1991,1.1,23,23,0,0,0,0,0,0,0,0,0,0,12,0,1
Renaud Emond,BEL,FW,Eupen,31,1991,4.8,107,104,1,0,1,2,1,1,0,0,0,0,70,2,3
Romaric Etonde,FRA,MF,Cercle Brugge,18,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Alieu Fadera,GAM,"FW,DF",Genk,21,2001,10.7,388,371,15,4,2,2,29,11,0,0,0,0,284,2,13
Noah Fadiga,SEN,"DF,FW",Gent,23,1999,4.6,184,156,28,2,0,0,8,26,0,0,0,0,139,0,5
Matias Fernandez-Pardo,BEL,"FW,MF",Gent,18,2005,2.1,68,66,2,0,0,1,5,0,0,0,0,0,56,0,2
Fabio Ferraro,BEL,MF,RWD Molenbeek,20,2002,0.2,5,4,1,0,0,0,0,1,0,0,0,0,5,0,0
Oleksandr Filin,RUS,DF,Eupen,27,1996,9.7,491,469,21,15,0,2,4,0,0,0,0,0,378,1,5
Matteo Filorizzo,BEL,"FW,MF",Eupen,17,2006,0.4,7,7,0,0,0,0,2,0,0,0,0,0,3,0,1
Seydou Fini,ITA,"DF,FW",Standard Liège,17,2006,0.5,31,29,2,0,1,0,3,2,0,0,0,0,25,0,0
Alfreð Finnbogason,ISL,FW,Eupen,34,1989,12.5,320,296,18,1,0,2,4,3,1,0,0,0,201,6,11
Mathias Fixelles,BEL,MF,Westerlo,26,1996,6.4,307,293,14,7,1,7,12,5,1,0,1,0,232,0,10
Alexis Flips,FRA,"FW,MF",Anderlecht,23,2000,4.2,192,168,21,6,2,2,30,3,10,6,2,0,136,3,2
Malick Fofana,BEL,"DF,MF",Gent,18,2005,12.7,546,470,76,3,1,3,48,73,0,0,0,0,437,0,21
Núrio Fortuna,ANG,"DF,MF",Gent,28,1995,4.4,234,211,22,11,0,3,4,11,0,0,0,0,174,1,4
Marlon Fossey,USA,DF,Standard Liège,24,1998,18.0,965,756,208,10,0,2,49,197,1,0,0,0,726,1,31
Iver Fossum,NOR,"MF,FW",Kortrijk,27,1996,1.9,58,54,3,0,0,1,2,1,2,1,0,0,45,1,1
