Player,Nation,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Tammy Abraham,ENG,FW,Milan,27-037,1997,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Francesco Acerbi,ITA,DF,Inter,36-272,1988,1.3,0,1,0,0.0,0.77,0.00,0.00,,9.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Arijan Ademi,MKD,MF,Dinamo Zagreb,33-163,1991,1.8,0,4,0,0.0,2.25,0.00,0.00,,11.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Karim Adeyemi,GER,FW,Dortmund,22-295,2002,1.5,3,7,5,71.4,4.74,3.38,0.43,0.60,19.1,0,0,0,0.4,0.4,0.05,+2.6,+2.6
Amine Adli,MAR,MF,Leverkusen,24-182,2000,1.3,0,2,2,100.0,1.53,1.53,0.00,0.00,16.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Vasilije Adžić,MNE,FW,Juventus,18-180,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Michel Aebischer,SUI,MF,Bologna,27-307,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emanuel Aiwum,AUT,DF,Sturm Graz,23-319,2000,4.0,0,1,0,0.0,0.25,0.00,0.00,,15.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Ludovic Ajorque,FRA,FW,Brest,30-257,1994,3.7,0,8,3,37.5,2.14,0.80,0.00,0.00,15.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Manuel Akanji,SUI,DF,Manchester City,29-112,1995,3.7,0,2,0,0.0,0.55,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Nathan Aké,NED,DF,Manchester City,29-264,1995,0.8,0,1,1,100.0,1.23,1.23,0.00,0.00,4.6,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Maghnes Akliouche,FRA,"FW,MF",Monaco,22-257,2002,4.0,2,10,4,40.0,2.50,1.00,0.20,0.50,17.4,0,0,0,0.8,0.8,0.08,+1.2,+1.2
Kerem Aktürkoğlu,TUR,FW,Benfica,26-018,1998,3.4,3,8,5,62.5,2.36,1.48,0.38,0.60,15.0,0,0,0,2.6,2.6,0.32,+0.4,+0.4
Trent Alexander-Arnold,ENG,DF,Liverpool,26-032,1998,3.5,0,6,0,0.0,1.71,0.00,0.00,,26.5,2,0,0,0.3,0.3,0.05,-0.3,-0.3
Alisson,BRA,GK,Liverpool,32-037,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julián Álvarez,ARG,"FW,MF",Atlético Madrid,24-282,2000,3.1,1,4,2,50.0,1.30,0.65,0.25,0.50,10.1,0,0,0,0.6,0.6,0.15,+0.4,+0.4
Mohamed Aly Camara,GUI,DF,Young Boys,27-072,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jordan Amavi,FRA,DF,Brest,30-244,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Zeki Amdouni,SUI,FW,Benfica,23-340,2000,1.2,0,6,1,16.7,5.14,0.86,0.00,0.00,16.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Benjamin André,FRA,MF,Lille,34-097,1990,4.0,0,2,1,50.0,0.50,0.25,0.00,0.00,15.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Robert Andrich,GER,MF,Leverkusen,30-047,1994,1.4,0,1,1,100.0,0.73,0.73,0.00,0.00,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Waldemar Anton,GER,DF,Dortmund,28-111,1996,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Maximiliano Araújo,URU,"DF,MF",Sporting CP,24-267,2000,1.9,1,1,1,100.0,0.52,0.52,1.00,1.00,12.0,0,0,0,0.4,0.4,0.37,+0.6,+0.6
Tomás Araújo,POR,DF,Benfica,22-176,2002,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marko Arnautović,AUT,FW,Inter,35-203,1989,1.4,1,2,2,100.0,1.46,1.46,0.50,0.50,16.8,0,0,1,1.3,0.6,0.28,-0.3,+0.4
Marco Asensio,ESP,FW,Paris S-G,28-292,1996,1.4,0,4,0,0.0,2.83,0.00,0.00,,15.7,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Kristjan Asllani,ALB,MF,Inter,22-244,2002,0.5,0,1,0,0.0,2.20,0.00,0.00,,34.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Yaser Asprilla,COL,"FW,MF",Girona,20-355,2003,0.5,0,1,0,0.0,2.20,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.01,0.0,0.0
Zachary Athekame,SUI,DF,Young Boys,19-331,2004,2.4,0,2,0,0.0,0.83,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Carlos Augusto,BRA,DF,Inter,25-306,1999,2.6,0,2,2,100.0,0.77,0.77,0.00,0.00,9.0,0,0,0,0.5,0.5,0.24,-0.5,-0.5
Yann Aurel Bisseck,GER,DF,Inter,23-345,2000,3.0,0,2,1,50.0,0.66,0.33,0.00,0.00,11.5,0,0,0,0.6,0.6,0.28,-0.6,-0.6
Fredrik Aursnes,NOR,MF,Benfica,28-334,1995,3.4,0,2,1,50.0,0.59,0.30,0.00,0.00,28.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Ayman Azhil,MAR,MF,Dortmund,23-212,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Isaac Babadi,NED,"FW,MF",PSV Eindhoven,19-216,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexander Bah,DEN,DF,Benfica,26-335,1997,2.3,1,3,1,33.3,1.30,0.43,0.33,1.00,12.6,0,0,0,0.7,0.7,0.24,+0.3,+0.3
Samson Baidoo,AUT,DF,RB Salzburg,20-222,2004,2.8,0,1,0,0.0,0.35,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Leon Bailey,JAM,FW,Aston Villa,27-091,1997,2.1,0,1,0,0.0,0.48,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Stefan Bajcetic,ESP,MF,RB Salzburg,20-017,2004,1.4,0,1,0,0.0,0.70,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Kenan Bajrić,SVN,DF,Slovan Bratislava,29-324,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Johan Bakayoko,BEL,FW,PSV Eindhoven,21-202,2003,3.9,1,13,5,38.5,3.33,1.28,0.08,0.20,19.2,0,0,0,1.0,1.0,0.07,0.0,0.0
Mitchel Bakker,NED,"DF,FW",Lille,24-141,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alejandro Balde,ESP,DF,Barcelona,21-021,2003,3.0,0,2,0,0.0,0.67,0.00,0.00,,15.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
David von Ballmoos,SUI,GK,Young Boys,29-314,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Folarin Balogun,USA,FW,Monaco,23-128,2001,0.7,0,3,2,66.7,4.09,2.73,0.00,0.00,15.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Bradley Barcola,FRA,FW,Paris S-G,22-067,2002,3.6,0,6,4,66.7,1.68,1.12,0.00,0.00,14.1,0,0,0,0.6,0.6,0.10,-0.6,-0.6
Nicolò Barella,ITA,MF,Inter,27-275,1997,2.3,0,2,0,0.0,0.86,0.00,0.00,,21.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Ross Barkley,ENG,MF,Aston Villa,30-339,1993,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Leandro Barreiro Martins,LUX,MF,Benfica,24-310,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pablo Barrios,ESP,MF,Atlético Madrid,21-146,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tigran Barseghyan,ARM,"FW,MF",Slovan Bratislava,31-047,1993,3.7,0,6,1,16.7,1.61,0.27,0.00,0.00,28.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Alessandro Bastoni,ITA,DF,Inter,25-209,1999,2.0,0,1,0,0.0,0.51,0.00,0.00,,30.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Martin Baturina,CRO,"MF,FW",Dinamo Zagreb,21-266,2003,3.3,1,3,1,33.3,0.90,0.30,0.33,1.00,25.2,2,0,0,0.2,0.2,0.07,+0.8,+0.8
Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,25-099,1999,2.0,1,4,2,50.0,1.98,0.99,0.25,0.50,15.9,0,0,0,0.7,0.7,0.17,+0.3,+0.3
Donny van de Beek,NED,"MF,FW",Girona,27-204,1997,3.1,1,3,1,33.3,0.97,0.32,0.33,1.00,10.1,0,0,0,0.6,0.6,0.20,+0.4,+0.4
Thomas Beelen,NED,DF,Feyenoord,23-150,2001,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Maximilian Beier,GER,"FW,MF",Dortmund,22-022,2002,1.5,0,3,2,66.7,2.03,1.35,0.00,0.00,9.3,0,0,0,0.5,0.5,0.18,-0.5,-0.5
Raoul Bellanova,ITA,DF,Atalanta,24-175,2000,2.6,1,1,1,100.0,0.38,0.38,1.00,1.00,4.0,0,0,0,0.4,0.4,0.36,+0.6,+0.6
Jude Bellingham,ENG,MF,Real Madrid,21-132,2003,3.7,0,7,2,28.6,1.90,0.54,0.00,0.00,11.5,0,0,0,1.5,1.5,0.21,-1.5,-1.5
Jeanuël Belocian,FRA,DF,Leverkusen,19-265,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,19-266,2005,2.3,0,4,1,25.0,1.77,0.44,0.00,0.00,19.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Walter Benítez,ARG,GK,PSV Eindhoven,31-294,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Loris Benito,SUI,DF,Young Boys,32-306,1992,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ramy Bensebaini,ALG,DF,Dortmund,29-206,1995,3.0,0,2,0,0.0,0.67,0.00,0.00,,10.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Lucas Beraldo,BRA,DF,Paris S-G,20-350,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Paulo Bernardo,POR,MF,Celtic,22-289,2002,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Maxime Bernauer,FRA,DF,Dinamo Zagreb,26-130,1998,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jan-Niklas Beste,GER,"FW,DF",Benfica,25-309,1999,1.0,0,2,2,100.0,1.91,1.91,0.00,0.00,18.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Sam Beukema,NED,DF,Bologna,25-357,1998,3.7,0,2,1,50.0,0.54,0.27,0.00,0.00,6.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Mads Bidstrup,DEN,MF,RB Salzburg,23-257,2001,1.3,0,2,2,100.0,1.55,1.55,0.00,0.00,11.5,0,0,0,0.6,0.6,0.29,-0.6,-0.6
Mika Biereth,DEN,FW,Sturm Graz,21-274,2003,3.4,0,4,0,0.0,1.18,0.00,0.00,,10.2,0,0,0,0.6,0.6,0.16,-0.6,-0.6
El Bilal Touré,MLI,"FW,MF",Stuttgart,23-036,2001,1.5,1,4,1,25.0,2.59,0.65,0.25,1.00,16.0,0,0,0,0.8,0.8,0.20,+0.2,+0.2
Veljko Birmančević,SRB,FW,Sparta Prague,26-248,1998,2.8,0,8,3,37.5,2.85,1.07,0.00,0.00,12.3,0,0,0,1.0,1.0,0.12,-1.0,-1.0
Marco Bizot,NED,GK,Brest,33-243,1991,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
César Blackman,PAN,DF,Slovan Bratislava,26-220,1998,4.0,0,1,0,0.0,0.25,0.00,0.00,,11.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Hendry Blank,GER,DF,RB Salzburg,20-079,2004,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Janis Blaswich,GER,GK,RB Salzburg,33-190,1991,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daley Blind,NED,DF,Girona,34-244,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lewin Blum,SUI,DF,Young Boys,23-119,2001,2.6,0,1,0,0.0,0.39,0.00,0.00,,21.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Lamare Bogarde,NED,DF,Aston Villa,20-308,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Valerii Bondar,UKR,DF,Shakhtar,25-255,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Artem Bondarenko,UKR,MF,Shakhtar,24-079,2000,3.1,0,4,0,0.0,1.28,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Victor Boniface,NGA,FW,Leverkusen,23-321,2000,2.4,1,9,4,44.4,3.77,1.67,0.11,0.25,21.4,0,0,0,1.5,1.5,0.17,-0.5,-0.5
Olivier Boscagli,FRA,DF,PSV Eindhoven,26-356,1997,4.0,0,2,0,0.0,0.50,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ayyoub Bouaddi,FRA,MF,Lille,17-037,2007,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Conor Bradley,NIR,DF,Liverpool,21-122,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Bragança,POR,MF,Sporting CP,25-165,1999,1.9,1,5,2,40.0,2.66,1.07,0.20,0.50,12.4,0,0,0,1.1,1.1,0.22,-0.1,-0.1
Julian Brandt,GER,MF,Dortmund,28-190,1996,3.7,0,6,1,16.7,1.64,0.27,0.00,0.00,20.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Gleison Bremer,BRA,DF,Juventus,27-235,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marco Brescianini,ITA,MF,Atalanta,24-293,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emi Buendía,ARG,MF,Aston Villa,27-319,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hugo Bueno,ESP,"DF,MF",Feyenoord,22-051,2002,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rémy Cabella,FRA,MF,Lille,34-245,1990,1.2,0,3,1,33.3,2.55,0.85,0.00,0.00,18.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Arthur Cabral,BRA,"FW,MF",Benfica,26-197,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Davide Calabria,ITA,DF,Milan,27-338,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Riccardo Calafiori,ITA,DF,Arsenal,22-173,2002,2.0,0,2,1,50.0,1.01,0.50,0.00,0.00,16.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Hakan Çalhanoğlu,TUR,MF,Inter,30-274,1994,2.4,2,4,1,25.0,1.64,0.41,0.25,1.00,31.7,1,1,1,0.9,0.2,0.04,+1.1,+0.8
Amady Camara,MLI,FW,Sturm Graz,19-164,2005,0.8,0,2,1,50.0,2.57,1.29,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Lamine Camara,SEN,MF,Monaco,20-312,2004,3.0,0,4,0,0.0,1.34,0.00,0.00,,29.0,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Mahdi Camara,FRA,MF,Brest,26-131,1998,3.4,1,7,2,28.6,2.06,0.59,0.14,0.50,18.3,0,0,0,0.9,0.9,0.13,+0.1,+0.1
Francesco Camarda,ITA,FW,Milan,16-243,2008,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Eduardo Camavinga,FRA,MF,Real Madrid,21-364,2002,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Cambiaso,ITA,DF,Juventus,24-262,2000,3.4,0,1,0,0.0,0.29,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Cole Campbell,ISL,FW,Dortmund,18-262,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emre Can,GER,"MF,DF",Dortmund,30-301,1994,3.2,1,0,0,,0.00,0.00,,,,0,1,1,0.8,0.0,,+0.2,0.0
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,27-055,1997,2.7,0,2,0,0.0,0.74,0.00,0.00,,19.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Diego Carlos,BRA,DF,Aston Villa,31-238,1993,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marco Carnesecchi,ITA,GK,Atalanta,24-130,2000,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julián Carranza,ARG,FW,Feyenoord,24-170,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro Carreras,ESP,DF,Benfica,21-230,2003,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Cameron Carter-Vickers,USA,DF,Celtic,26-313,1997,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dani Carvajal,ESP,DF,Real Madrid,32-302,1992,2.0,0,1,0,0.0,0.50,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Marc Casado,ESP,MF,Barcelona,21-055,2003,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolò Casale,ITA,DF,Bologna,26-268,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Santiago Castro,ARG,FW,Bologna,20-040,2004,1.9,0,4,1,25.0,2.14,0.54,0.00,0.00,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Geny Catamo,MOZ,"DF,MF",Sporting CP,23-287,2001,2.7,0,2,0,0.0,0.73,0.00,0.00,,16.5,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Dani Ceballos,ESP,MF,Real Madrid,28-093,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julian Chabot,GER,DF,Stuttgart,26-270,1998,3.2,0,3,0,0.0,0.94,0.00,0.00,,16.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,19-176,2005,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Brendan Chardonnet,FRA,DF,Brest,29-322,1994,3.0,0,1,0,0.0,0.33,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Anrie Chase,JPN,DF,Stuttgart,20-229,2004,1.5,0,1,0,0.0,0.65,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Lucas Chevalier,FRA,GK,Lille,23-002,2001,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Federico Chiesa,ITA,FW,Liverpool,27-014,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tochi Chukwuani,DEN,MF,Sturm Graz,21-229,2003,2.9,0,1,0,0.0,0.34,0.00,0.00,,8.3,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Samuel Chukwueze,NGA,FW,Milan,25-170,1999,0.5,0,3,0,0.0,6.28,0.00,0.00,,24.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Bobby Clark,ENG,MF,RB Salzburg,19-275,2005,2.4,0,2,1,50.0,0.84,0.42,0.00,0.00,15.1,1,0,0,0.3,0.3,0.14,-0.3,-0.3
Silvi Clúa,ESP,MF,Girona,19-284,2005,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Elias Cobbaut,BEL,DF,Sparta Prague,26-350,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ebrima Colley,GAM,"MF,FW",Young Boys,24-281,2000,2.5,0,4,1,25.0,1.59,0.40,0.00,0.00,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Kingsley Coman,FRA,FW,Bayern Munich,28-148,1996,1.1,0,3,1,33.3,2.84,0.95,0.00,0.00,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Francisco Conceição,POR,FW,Juventus,21-330,2002,2.5,1,4,1,25.0,1.61,0.40,0.25,1.00,22.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Abdu Conté,POR,DF,Young Boys,26-229,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ángel Correa,ARG,"MF,FW",Atlético Madrid,29-244,1995,2.3,1,8,1,12.5,3.51,0.44,0.13,1.00,22.2,0,0,0,0.5,0.5,0.06,+0.5,+0.5
Soumaïla Coulibaly,FRA,DF,Brest,21-025,2003,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thibaut Courtois,BEL,GK,Real Madrid,32-181,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yan Couto,BRA,"DF,MF",Dortmund,22-158,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Juan Cuadrado,COL,"DF,MF",Atalanta,36-166,1988,0.8,0,2,0,0.0,2.61,0.00,0.00,,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Pau Cubarsí,ESP,DF,Barcelona,17-291,2007,3.3,0,1,0,0.0,0.30,0.00,0.00,,11.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Andres Cuenca,ESP,DF,Barcelona,17-150,2007,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Adam Daghim,DEN,FW,RB Salzburg,19-041,2005,2.0,0,1,0,0.0,0.49,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Dálcio,GNB,MF,Red Star,28-170,1996,1.9,0,3,0,0.0,1.60,0.00,0.00,,28.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Thijs Dallinga,NED,FW,Bologna,24-097,2000,2.1,0,3,2,66.7,1.41,0.94,0.00,0.00,15.3,0,0,0,0.5,0.5,0.16,-0.5,-0.5
Matteo Dams,BEL,DF,PSV Eindhoven,20-244,2004,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kryštof Daněk,CZE,FW,Sparta Prague,21-308,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Danilo,BRA,DF,Juventus,33-116,1991,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arnaut Danjuma,NED,FW,Girona,27-282,1997,2.1,0,5,1,20.0,2.43,0.49,0.00,0.00,21.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Matteo Darmian,ITA,DF,Inter,34-342,1989,1.8,0,1,0,0.0,0.55,0.00,0.00,,27.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Juan David Cabal,COL,DF,Juventus,23-305,2001,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonathan David,CAN,FW,Lille,24-299,2000,3.0,4,6,4,66.7,2.01,1.34,0.33,0.50,16.1,0,2,2,2.6,1.1,0.18,+1.4,+0.9
Alphonso Davies,CAN,DF,Bayern Munich,24-006,2000,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,17.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Kevin De Bruyne,BEL,MF,Manchester City,33-133,1991,0.6,0,3,0,0.0,5.19,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Maxim De Cuyper,BEL,DF,Club Brugge,23-322,2000,4.0,0,4,1,25.0,1.00,0.25,0.00,0.00,23.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
