Player,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Igor Lichnovsky,DF,Chile,29,1994,3.0,161,156,5,5,1,1,0,0,0,0,0,0,142,0,0
Giovani Lo Celso,MF,Argentina,27,1996,1.7,91,83,5,2,1,0,3,1,2,0,1,0,75,3,1
Marcos López,DF,Peru,24,1999,2.5,89,64,24,3,0,1,12,20,1,0,1,0,53,1,7
Damion Lowe,"MF,DF",Jamaica,30,1993,1.8,47,47,0,0,0,3,0,0,0,0,0,0,37,0,2
Jhon Lucumí,DF,Colombia,25,1998,0.3,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0
José Luis Rodríguez,MF,Panama,25,1998,0.9,21,21,0,0,0,0,1,0,0,0,0,0,14,0,2
Douglas Luiz,MF,Brazil,25,1998,0.4,35,35,0,0,0,0,0,0,0,0,0,0,32,0,1
Alexis Mac Allister,MF,Argentina,25,1998,4.9,210,207,3,2,1,1,0,0,0,0,0,0,191,0,2
Deiver Machado,DF,Colombia,30,1993,0.5,30,24,6,1,0,0,1,5,0,0,0,0,26,0,0
Darwin Machís,FW,Venezuela,30,1993,1.4,41,36,5,0,0,1,12,1,4,1,0,0,23,0,3
Warren Madrigal,"FW,MF",Costa Rica,19,2004,2.1,28,25,3,0,0,0,0,0,0,0,0,0,18,0,2
Gabriel Magalhães,DF,Brazil,26,1997,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Christian Makoun,DF,Venezuela,23,2000,0.1,9,7,2,0,0,0,1,2,0,0,0,0,6,0,0
Jesús Manuel Sagredo,DF,Bolivia,29,1994,1.0,25,24,1,1,0,0,0,0,0,0,0,0,18,0,0
José María Giménez,DF,Uruguay,29,1995,3.4,148,138,10,9,1,1,0,1,0,0,0,0,124,0,1
Guillermo Maripán,DF,Chile,29,1994,1.0,47,46,0,0,1,0,0,0,0,0,0,0,38,1,0
Marquinhos,DF,Brazil,29,1994,4.0,292,274,18,12,0,5,0,0,0,0,0,0,261,0,0
Alex Marshall,MF,Jamaica,25,1998,0.0,4,3,1,0,0,0,0,1,0,0,0,0,3,0,1
Gabriel Martinelli,FW,Brazil,22,2001,0.1,15,14,1,0,0,0,1,1,0,0,0,0,12,0,1
Guillermo Martínez Ayala,"FW,MF",Mexico,28,1995,0.9,15,15,0,0,0,1,0,0,0,0,0,0,10,0,0
Cristian Martínez,MF,Panama,26,1997,3.0,159,153,6,5,0,3,8,0,0,0,0,0,121,0,1
Emiliano Martínez,GK,Argentina,31,1992,6.3,221,172,49,14,0,0,0,0,0,0,0,0,183,0,0
Lautaro Martínez,FW,Argentina,26,1997,2.5,40,38,2,0,0,0,0,0,0,0,0,0,31,0,0
Lisandro Martínez,DF,Argentina,26,1998,5.2,320,306,12,8,1,0,0,0,0,0,0,0,293,2,1
Lucas Martínez Quarta,DF,Argentina,27,1996,0.1,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
Weston McKennie,MF,United States,25,1998,2.9,86,68,16,4,0,1,3,12,0,0,0,0,60,2,3
Diego Medina,"FW,MF",Bolivia,22,2002,0.7,16,11,5,0,0,0,0,5,0,0,0,0,12,0,0
Ángel Mena,"FW,MF",Ecuador,36,1988,0.3,13,12,1,1,0,0,0,0,0,0,0,0,12,0,1
Cesar Menacho,FW,Bolivia,24,1999,0.5,6,5,1,0,0,0,1,0,0,0,0,0,5,0,0
Lionel Messi,FW,Argentina,36,1987,4.7,178,147,31,13,7,3,17,0,15,8,4,0,149,0,2
Éder Militão,DF,Brazil,26,1998,4.0,211,206,5,2,1,4,1,2,0,0,0,0,184,0,3
Liam Millar,"FW,MF",Canada,24,1999,2.6,82,80,2,0,0,0,6,2,0,0,0,0,60,0,4
Kamal Miller,DF,Canada,26,1997,0.5,27,26,1,1,0,0,0,0,0,0,0,0,19,0,1
Roderick Miller,DF,Panama,31,1992,2.5,113,110,3,1,0,2,0,2,0,0,0,0,97,0,0
Yerry Mina,DF,Colombia,29,1994,0.9,48,45,3,3,0,1,0,0,0,0,0,0,40,0,1
Alan Minda,"FW,MF",Ecuador,20,2003,0.9,14,14,0,0,0,0,3,0,0,0,0,0,9,0,1
Bruno Miranda,"FW,DF",Bolivia,25,1998,1.0,27,23,4,0,0,0,1,0,0,0,0,0,21,0,0
Jeyland Mitchell,DF,Costa Rica,19,2004,3.0,93,67,26,12,0,1,0,14,0,0,0,0,66,0,1
Johan Mojica,DF,Colombia,31,1992,5.8,322,280,42,4,0,0,16,38,0,0,0,0,258,0,9
Nahuel Molina,DF,Argentina,25,1998,3.6,189,147,41,3,0,0,4,38,0,0,0,0,148,1,9
César Montes,DF,Mexico,26,1997,2.5,155,150,5,5,1,3,0,0,0,0,0,0,122,0,2
Gonzalo Montiel,DF,Argentina,27,1997,2.7,147,128,19,2,0,0,6,17,0,0,0,0,124,0,6
Joseph Mora,DF,Costa Rica,31,1993,1.5,39,33,6,0,0,0,3,6,0,0,0,0,31,0,1
Rodrigo Morínigo,GK,Paraguay,25,1998,3.0,72,55,17,4,0,0,0,0,0,0,0,0,55,0,0
Orlando Mosquera,GK,Panama,29,1994,4.0,117,97,19,11,0,0,0,0,0,0,0,0,79,1,0
Daniel Muñoz,DF,Colombia,27,1996,4.3,201,150,51,4,0,1,3,47,0,0,0,0,176,0,2
Yunus Musah,MF,United States,21,2002,1.3,41,41,0,0,0,0,1,0,0,0,0,0,35,0,2
Nahitan Nández,DF,Uruguay,28,1995,4.8,212,163,48,7,4,7,19,41,0,0,0,0,140,1,5
Miguel Navarro,DF,Venezuela,24,1999,3.0,145,111,32,4,0,0,3,28,0,0,0,0,110,2,2
Shamar Nicholson,"FW,MF",Jamaica,26,1997,2.2,26,25,1,0,0,0,0,0,0,0,0,0,21,0,0
Darwin Núñez,FW,Uruguay,24,1999,5.2,74,65,9,1,0,2,1,0,1,0,0,0,51,0,3
Marcelino Núñez,MF,Chile,23,2000,1.6,60,57,3,2,1,0,1,0,1,0,1,0,40,0,4
Lucas Olaza,DF,Uruguay,29,1994,0.4,22,17,5,0,0,0,3,5,0,0,0,0,18,0,0
Cristian Olivera,"FW,DF",Uruguay,21,2002,1.6,34,32,2,0,0,0,8,2,0,0,0,0,24,0,2
Mathías Olivera,DF,Uruguay,26,1997,4.2,229,215,13,5,0,3,0,8,0,0,0,0,203,1,1
Tani Oluwaseyi,FW,Canada,23,2000,1.5,27,25,2,0,1,0,0,0,0,0,0,0,20,0,3
Darío Osorio,FW,Chile,20,2004,1.8,36,35,1,0,0,0,1,1,0,0,0,0,23,0,1
Jonathan Osorio,MF,Canada,31,1992,3.5,150,144,4,3,1,0,2,0,1,0,1,0,122,2,5
Yordan Osorio,DF,Venezuela,29,1994,4.0,212,205,7,5,0,0,0,2,0,0,0,0,188,0,0
Nicolás Otamendi,DF,Argentina,35,1988,1.6,94,92,2,1,0,0,0,0,0,0,0,0,89,0,0
Juan Pablo Vargas,DF,Costa Rica,28,1995,3.0,90,83,6,6,0,2,0,0,0,0,0,0,74,1,0
Willian Pacho,DF,Ecuador,22,2001,4.0,168,163,4,4,0,1,2,0,0,0,0,0,126,1,2
Kendry Páez,"MF,FW",Ecuador,16,2007,3.4,97,83,14,7,0,3,8,0,5,3,0,0,70,0,1
Exequiel Palacios,MF,Argentina,25,1998,1.1,69,67,2,2,0,0,0,0,0,0,0,0,63,0,0
Kasey Palmer,MF,Jamaica,27,1996,3.0,106,91,15,7,0,0,7,2,4,2,2,0,75,0,0
Lucas Paquetá,MF,Brazil,26,1997,3.3,144,139,3,2,2,0,0,1,0,0,0,0,107,2,6
Leandro Paredes,MF,Argentina,29,1994,2.0,143,136,6,6,0,1,2,0,0,0,0,0,128,1,0
Facundo Pellistri,FW,Uruguay,22,2001,5.0,82,81,1,0,0,0,9,1,0,0,0,0,60,0,4
Sergio Peña,MF,Peru,28,1995,2.9,129,111,17,11,0,4,11,2,4,1,3,0,92,1,3
Ricardo Pepi,FW,United States,21,2003,1.1,28,26,2,0,1,0,0,0,0,0,0,0,26,0,0
Andreas Pereira,MF,Brazil,28,1996,0.7,22,17,5,1,1,0,6,0,4,3,1,0,10,0,2
César Pérez,MF,Chile,21,2002,0.1,4,3,1,0,0,0,1,0,1,0,1,0,3,0,0
Germán Pezzella,DF,Argentina,32,1991,0.9,63,63,0,0,0,0,0,0,0,0,0,0,59,0,0
Orbelín Pineda,MF,Mexico,27,1996,1.6,68,62,6,1,0,1,5,1,3,1,2,0,54,0,5
Ethan Pinnock,DF,Jamaica,30,1993,3.0,173,153,20,4,0,2,2,16,0,0,0,0,134,0,3
Andy Polo,DF,Peru,29,1994,1.9,73,56,17,0,1,0,4,17,0,0,0,0,55,0,4
Ángelo Preciado,DF,Ecuador,25,1998,4.0,139,88,50,4,0,1,8,46,0,0,0,0,88,1,7
Erick Pulgar,MF,Chile,30,1994,2.3,98,93,5,3,0,0,0,2,0,0,0,0,87,0,1
Christian Pulisic,"FW,MF",United States,25,1998,3.0,101,74,27,16,0,0,21,2,9,5,3,0,64,0,1
Julián Quiñones,"FW,MF",Mexico,26,1997,2.8,99,97,2,1,0,0,11,1,0,0,0,0,72,0,7
Juan Quintero,FW,Colombia,31,1993,0.5,47,43,3,0,0,0,3,0,3,1,1,0,41,1,0
Haxzel Quirós,DF,Costa Rica,25,1998,2.0,48,43,5,0,0,1,3,5,0,0,0,0,41,0,0
Piero Quispe,MF,Peru,22,2001,1.5,41,39,2,1,0,0,2,0,1,0,0,0,34,0,1
Rodrigo Ramallo,FW,Bolivia,33,1990,0.5,10,8,2,0,0,0,1,2,0,0,0,0,8,0,0
Eric Ramírez,FW,Venezuela,25,1998,0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Iván Ramírez,DF,Paraguay,29,1994,0.2,14,12,2,0,0,0,2,2,0,0,0,0,11,0,1
Raphinha,FW,Brazil,27,1996,2.9,108,89,19,5,1,2,17,3,11,8,2,0,71,0,4
Tim Ream,DF,United States,36,1987,2.9,126,120,6,3,0,2,0,0,0,0,0,0,104,0,2
Bobby Reid,"MF,FW",Jamaica,30,1993,1.9,85,72,13,6,0,0,8,3,4,3,1,0,60,0,4
Israel Reyes,DF,Mexico,23,2000,0.5,36,35,1,1,0,1,0,0,0,0,0,0,35,0,0
Bryan Reyna,"MF,FW",Peru,25,1998,1.0,13,12,1,1,0,1,2,0,0,0,0,0,10,0,1
Gio Reyna,"MF,FW",United States,21,2002,2.2,77,70,7,3,0,2,3,2,0,0,0,0,57,0,1
Chris Richards,DF,United States,23,2000,3.0,147,142,4,4,0,1,0,0,0,0,0,0,124,1,2
Tomás Rincón,MF,Venezuela,36,1988,0.4,29,27,2,2,0,0,1,0,0,0,0,0,23,0,0
Richard Ríos,MF,Colombia,23,2000,5.0,181,179,1,0,1,0,13,1,0,0,0,0,145,1,5
José Rivera,"FW,MF",Peru,26,1997,0.4,8,8,0,0,0,0,1,0,0,0,0,0,8,0,0
Antonee Robinson,DF,United States,26,1997,3.0,137,100,37,1,0,1,10,36,0,0,0,0,98,0,4
Yomar Rocha,"MF,DF",Bolivia,20,2003,1.5,43,27,16,0,0,0,1,16,0,0,0,0,33,0,1
Sergio Rochet,GK,Uruguay,30,1993,6.0,136,92,44,9,0,0,0,0,0,0,0,0,99,0,1
Brian Rodríguez,FW,Uruguay,23,2000,0.3,13,11,2,0,0,0,4,0,2,0,2,0,9,0,0
Charly Rodríguez,MF,Mexico,27,1997,0.9,32,31,0,0,1,0,1,0,0,0,0,0,22,1,1
Guido Rodríguez,MF,Argentina,29,1994,0.2,18,16,2,2,0,0,0,0,0,0,0,0,17,0,0
James Rodríguez,"FW,MF",Colombia,32,1991,5.1,308,249,56,29,2,3,47,6,21,13,7,1,241,3,5
Kevin Rodríguez,FW,Ecuador,23,2000,2.6,36,32,2,0,1,0,3,0,0,0,0,0,22,2,1
Rodrygo,FW,Brazil,23,2001,3.6,111,95,15,4,1,0,8,1,7,5,1,0,87,1,3
Andy Rojas,FW,Costa Rica,18,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Matías Rojas,FW,Paraguay,28,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ángel Romero,MF,Paraguay,31,1992,0.6,17,16,0,0,0,0,1,0,0,0,0,0,12,1,0
Cristian Romero,DF,Argentina,25,1998,5.3,347,338,9,9,1,1,0,0,0,0,0,0,320,0,1
Luis Romo,MF,Mexico,28,1995,2.6,195,190,4,3,4,4,1,1,0,0,0,0,154,1,5
Rafael Romo,GK,Venezuela,33,1990,4.0,127,74,52,12,0,0,0,0,0,0,0,0,96,1,0
Salomón Rondón,FW,Venezuela,34,1989,3.7,80,75,5,0,2,0,2,1,0,0,0,0,47,0,2
Jacen Russell-Rowe,FW,Canada,21,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
José Sagredo,DF,Bolivia,29,1994,3.0,121,112,9,1,0,1,2,8,0,0,0,0,103,0,2
Alexis Sánchez,MF,Chile,35,1988,2.7,96,87,7,2,2,2,9,0,4,3,1,0,58,2,4
Davinson Sánchez,DF,Colombia,27,1996,6.3,341,333,6,5,3,9,0,0,0,0,0,0,271,2,4
Erick Sánchez,MF,Mexico,24,1999,0.2,14,12,2,2,0,0,0,0,0,0,0,0,12,0,0
Anderson Santamaría,"DF,FW",Peru,32,1992,0.3,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1
Josh Sargent,"FW,MF",United States,23,2000,0.3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1
Jeremy Sarmiento,"FW,MF",Ecuador,21,2002,3.3,50,50,0,0,0,0,0,0,0,0,0,0,38,0,1
Fernando Saucedo,MF,Bolivia,33,1990,1.1,43,40,3,2,0,1,3,0,1,0,1,0,32,0,1
Jefferson Savarino,MF,Venezuela,27,1996,0.7,17,17,0,0,1,1,0,0,0,0,0,0,14,0,0
Sávio,FW,Brazil,19,2004,1.3,49,48,1,0,0,0,3,1,0,0,0,0,42,0,1
Joe Scally,DF,United States,21,2002,2.9,108,77,30,5,0,1,1,25,0,0,0,0,79,1,6
Telasco Segovia,MF,Venezuela,20,2003,0.8,40,39,1,0,1,0,0,0,1,0,0,0,36,0,0
Patrick Sequeira,GK,Costa Rica,24,1999,3.0,76,32,44,10,0,0,0,0,0,0,0,0,37,0,0
Jacob Shaffelburg,"FW,MF",Canada,24,1999,3.8,95,88,7,1,0,0,25,0,6,5,0,0,38,0,9
Luis Sinisterra,FW,Colombia,24,1999,0.4,22,22,0,0,0,0,0,0,0,0,0,0,18,0,1
Oliver Sonne,DF,Peru,23,2000,1.1,31,22,9,0,0,0,1,9,0,0,0,0,23,0,2
Ramón Sosa,FW,Paraguay,24,1999,1.5,56,54,2,0,0,1,5,1,1,1,0,0,45,0,3
Yeferson Soteldo,"FW,MF",Venezuela,26,1997,3.1,107,93,12,3,0,0,19,3,6,4,0,1,78,2,4
Dayne St. Clair,GK,Canada,26,1997,1.0,26,20,6,4,0,0,0,0,0,0,0,0,16,0,0
Luis Suárez,FW,Uruguay,37,1987,0.9,28,27,1,0,1,0,1,0,0,0,0,0,19,0,2
Marcelo Suarez,"DF,MF",Bolivia,22,2001,1.5,65,60,5,3,0,4,1,2,0,0,0,0,50,0,0
Gabriel Suazo,DF,Chile,26,1997,2.3,139,115,24,2,0,0,1,22,0,0,0,0,112,0,8
Nicolás Tagliafico,DF,Argentina,31,1992,5.0,264,223,40,7,0,0,2,33,0,0,0,0,232,1,7
Gerald Taylor,DF,Costa Rica,22,2001,1.0,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1
Miguel Terceros,"MF,FW",Bolivia,19,2004,2.1,58,55,3,0,0,1,3,2,1,1,0,0,53,0,1
Adalid Terrazas,"MF,FW",Bolivia,23,2000,0.4,37,37,0,0,0,1,0,0,0,0,0,0,35,0,0
Malik Tillman,MF,United States,21,2002,0.0,4,3,1,0,0,0,0,1,0,0,0,0,3,0,1
Félix Torres Caicedo,DF,Ecuador,27,1997,4.0,141,132,9,9,1,0,1,0,0,0,0,0,114,0,2
Matt Turner,GK,United States,29,1994,2.5,88,59,28,7,0,0,0,0,0,0,0,0,50,1,0
Manfred Ugalde,FW,Costa Rica,21,2002,1.2,6,5,1,0,0,0,0,0,0,0,0,0,3,0,0
Manuel Ugarte Ribeiro,MF,Uruguay,22,2001,5.5,235,222,12,8,1,3,2,4,0,0,0,0,207,1,1
Mateus Uribe,MF,Colombia,32,1991,2.4,104,102,2,2,0,0,0,0,0,0,0,0,91,0,0
Ramiro Vaca,"FW,MF",Bolivia,24,1999,1.9,79,69,7,3,1,1,6,0,4,3,1,0,60,3,1
Diego Valdés,FW,Chile,30,1994,0.5,18,17,1,1,1,0,1,0,0,0,0,0,16,0,1
Enner Valencia,FW,Ecuador,34,1989,2.1,22,20,2,0,0,0,5,0,0,0,0,0,16,0,2
Omar Valencia,DF,Panama,19,2004,0.1,7,5,2,0,0,0,1,2,0,0,0,0,6,0,1
Federico Valverde,MF,Uruguay,25,1998,5.9,316,298,14,7,7,11,9,3,4,2,2,0,262,4,4
Guillermo Varela,DF,Uruguay,30,1993,0.5,18,15,3,0,0,0,0,3,0,0,0,0,15,0,0
Camilo Vargas,GK,Colombia,34,1989,6.3,216,136,79,19,0,0,0,0,0,0,0,0,147,1,0
Eduardo Vargas,FW,Chile,34,1989,2.2,38,35,3,0,0,1,0,1,0,0,0,0,30,0,1
Johan Vásquez,DF,Mexico,25,1998,3.0,203,192,11,9,0,3,0,1,0,0,0,0,181,0,1
Alexis Vega,"MF,DF",Mexico,26,1997,0.3,24,19,5,0,0,0,4,2,3,3,0,0,16,0,1
Gustavo Velásquez,DF,Paraguay,32,1991,2.8,115,88,27,0,1,1,2,27,0,0,0,0,71,0,4
Gabriel Villamíl,MF,Bolivia,22,2001,2.7,113,108,5,2,0,1,1,3,0,0,0,0,99,0,0
Mathías Villasanti,"MF,FW",Paraguay,27,1997,2.7,100,93,7,5,1,0,1,2,0,0,0,0,88,0,4
Matías Viña,DF,Uruguay,26,1997,3.9,195,146,47,4,1,1,5,43,0,0,0,0,137,2,6
Guillermo Vizcarra,GK,Bolivia,30,1993,3.0,76,42,32,5,0,0,0,0,0,0,0,0,43,2,0
Jahmali Waite,GK,Jamaica,25,1998,3.0,111,74,35,4,0,0,0,0,0,0,0,0,82,2,0
Timothy Weah,FW,United States,23,2000,1.1,40,38,2,0,1,0,2,2,0,0,0,0,30,0,1
Jovani Welch,MF,Panama,24,1999,2.3,80,79,1,1,0,1,0,0,0,0,0,0,71,0,1
Wendell,DF,Brazil,30,1993,1.9,92,79,13,3,0,0,2,10,0,0,0,0,75,0,2
Haji Wright,MF,United States,25,1998,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
César Yanis,MF,Panama,28,1996,0.0,7,6,1,1,0,0,0,0,0,0,0,0,5,0,0
John Yeboah,FW,Ecuador,23,2000,1.2,20,20,0,0,0,0,1,0,0,0,0,0,16,0,0
Édgar Yoel Bárcenas,MF,Panama,30,1993,4.0,149,135,14,5,3,3,12,5,4,2,1,0,117,0,4
Carlos Zambrano,DF,Peru,34,1989,2.9,71,66,5,5,0,1,0,0,0,0,0,0,55,0,1
Álvaro Zamora,"FW,MF",Costa Rica,21,2002,1.7,39,38,1,0,0,0,1,0,0,0,0,0,29,0,3
Franco Zanelatto,MF,Peru,23,2000,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1
