Player,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Tani Oluwaseyi,FW,Canada,23,2000,5,136,27,25.2,1.5,1,66,0,4,18,1,1.20,1,1,0,0.00,+0.67,3.5,0.8,+2.7,+1.82,+2.51
Joel Ordóñez,DF,Ecuador,19,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Jesús Orozco,DF,Mexico,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Darío Osorio,FW,Chile,20,2004,3,164,55,60.7,1.8,2,60,1,1,45,0,0.67,0,1,-1,-0.55,-0.55,0.4,3.5,-3.1,-1.69,-1.85
Jonathan Osorio,MF,Canada,31,1992,6,317,53,58.7,3.5,3,82,1,3,24,0,1.00,3,3,0,0.00,+1.21,6.3,3.3,+3.0,+0.84,+2.19
Yordan Osorio,DF,Venezuela,29,1994,4,359,90,99.7,4.0,4,90,3,0,,0,2.50,7,2,+5,+1.25,+1.25,5.6,5.8,-0.2,-0.05,-0.05
David Ospina,GK,Colombia,35,1988,0,,,,,0,,0,0,,6,,,,,,,,,,,
Nicolás Otamendi,DF,Argentina,35,1988,5,148,30,26.0,1.6,1,90,1,4,15,1,2.60,3,1,+2,+1.22,-0.06,4.0,1.0,+3.0,+1.90,+1.08
Juan Pablo Vargas,DF,Costa Rica,28,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,2,4,-2,-0.67,,0.6,5.7,-5.1,-1.72,
Willian Pacho,DF,Ecuador,22,2001,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,4,+1,+0.25,,5.4,4.2,+1.2,+0.29,
Kendry Páez,"MF,FW",Ecuador,16,2007,4,306,77,85.0,3.4,4,77,0,0,,0,1.25,3,4,-1,-0.29,-3.63,4.2,4.0,+0.2,+0.05,-1.60
Exequiel Palacios,MF,Argentina,25,1998,2,103,52,18.1,1.1,1,90,1,1,13,4,3.00,2,0,+2,+1.75,+0.59,2.3,0.4,+1.9,+1.63,+0.66
Kasey Palmer,MF,Jamaica,27,1996,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,1,7,-6,-2.00,,1.8,5.3,-3.5,-1.18,
Lucas Paquetá,MF,Brazil,26,1997,4,293,73,81.4,3.3,4,73,1,0,,0,1.50,5,2,+3,+0.92,+0.92,6.1,2.3,+3.8,+1.17,+2.05
Leandro Paredes,MF,Argentina,29,1994,3,176,59,30.9,2.0,2,76,0,1,24,3,3.00,3,0,+3,+1.53,+0.39,3.3,1.4,+1.9,+1.12,+0.04
Esteban Pavez,MF,Chile,33,1990,0,,,,,0,,0,0,,3,,,,,,,,,,,
Facundo Pellistri,FW,Uruguay,22,2001,6,447,75,82.8,5.0,6,75,2,0,,0,1.83,9,3,+6,+1.21,+0.24,7.0,3.8,+3.2,+0.65,-0.47
Sergio Peña,MF,Peru,28,1995,3,258,86,95.6,2.9,3,86,2,0,,0,0.33,0,3,-3,-1.05,-1.05,1.4,4.3,-2.9,-1.00,+2.96
Pepê,"DF,FW",Brazil,26,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ricardo Pepi,FW,United States,21,2003,3,95,32,35.2,1.1,0,,0,3,32,0,1.00,0,2,-2,-1.89,-2.92,3.1,1.5,+1.6,+1.55,+1.56
Fabrizio Peralta,MF,Paraguay,21,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Andreas Pereira,MF,Brazil,28,1996,3,67,22,18.6,0.7,0,,0,3,22,1,1.67,0,0,0,0.00,-0.92,0.2,0.9,-0.7,-0.89,-2.06
Daniel Pereira,MF,Venezuela,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
César Pérez,MF,Chile,21,2002,1,9,9,3.3,0.1,0,,0,1,9,2,1.00,0,0,0,0.00,+0.34,0.0,0.3,-0.3,-3.12,-2.23
Germán Pezzella,DF,Argentina,32,1991,1,82,82,14.4,0.9,1,82,0,0,,5,3.00,1,0,+1,+1.10,-0.19,1.8,0.0,+1.7,+1.91,+0.95
Samuel Piette,MF,Canada,29,1994,0,,,,,0,,0,0,,6,,,,,,,,,,,
Orbelín Pineda,MF,Mexico,27,1996,3,146,49,54.1,1.6,2,67,0,1,13,0,1.33,0,0,0,0.00,0.00,3.1,0.7,+2.4,+1.48,+1.31
Ethan Pinnock,DF,Jamaica,30,1993,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,1,7,-6,-2.00,,1.8,5.3,-3.5,-1.18,
Rafael Pires,GK,Brazil,34,1989,0,,,,,0,,0,0,,4,,,,,,,,,,,
Andy Polo,DF,Peru,29,1994,2,173,87,64.1,1.9,2,87,1,0,,0,0.50,0,1,-1,-0.52,+1.34,1.6,2.7,-1.1,-0.60,+1.49
Jackson Porozo,DF,Ecuador,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ángelo Preciado,DF,Ecuador,25,1998,4,359,90,99.7,4.0,4,90,3,0,,0,1.25,5,4,+1,+0.25,+0.25,5.4,4.1,+1.3,+0.32,+9.85
Erick Pulgar,MF,Chile,30,1994,3,210,70,77.8,2.3,2,83,1,1,45,0,0.67,0,0,0,0.00,+1.50,1.5,2.7,-1.2,-0.53,+1.96
Christian Pulisic,"FW,MF",United States,25,1998,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,3,0,0.00,,4.1,2.5,+1.6,+0.54,
Julián Quiñones,"FW,MF",Mexico,26,1997,3,252,84,93.3,2.8,3,84,1,0,,0,1.33,1,1,0,0.00,0.00,3.2,2.0,+1.2,+0.41,-7.05
Juan Quintero,FW,Colombia,31,1993,3,49,16,8.6,0.5,0,,0,3,16,3,2.00,1,1,0,0.00,-1.55,1.1,0.7,+0.4,+2.05,+1.16
Haxzel Quirós,DF,Costa Rica,25,1998,2,180,90,66.7,2.0,2,90,2,0,,1,0.50,0,3,-3,-1.50,-2.50,0.2,4.6,-4.4,-2.20,-1.45
Piero Quispe,MF,Peru,22,2001,2,131,66,48.5,1.5,2,66,0,0,,1,0.50,0,0,0,0.00,+1.94,0.8,1.1,-0.3,-0.23,+1.75
Rodrigo Ramallo,FW,Bolivia,33,1990,1,44,44,16.3,0.5,0,,0,1,44,2,0.00,0,0,0,0.00,+3.58,0.1,2.0,-1.9,-3.78,-2.26
Eric Ramírez,FW,Venezuela,25,1998,2,17,9,4.7,0.2,0,,0,2,9,2,3.00,1,0,+1,+5.29,+4.24,0.6,0.0,+0.6,+3.27,+3.49
Iván Ramírez,DF,Paraguay,29,1994,1,17,17,6.3,0.2,0,,0,1,17,2,0.00,0,0,0,0.00,+1.78,0.6,0.0,+0.6,+3.06,+4.01
Moisés Ramírez,GK,Ecuador,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
José Rangel Aguilar,GK,Mexico,23,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Raphinha,FW,Brazil,27,1996,4,259,65,71.9,2.9,3,80,1,1,19,0,1.50,1,1,0,0.00,-2.67,2.2,2.3,-0.1,-0.05,-2.99
Tim Ream,DF,United States,36,1987,3,263,88,97.4,2.9,3,88,1,0,,0,1.00,3,3,0,0.00,0.00,3.7,2.3,+1.4,+0.47,-2.53
Bobby Reid,"MF,FW",Jamaica,30,1993,2,169,85,62.6,1.9,2,85,1,0,,1,0.00,1,4,-3,-1.60,+1.08,1.2,3.4,-2.2,-1.15,+0.08
Israel Reyes,DF,Mexico,23,2000,1,45,45,16.7,0.5,0,,0,1,45,2,0.00,0,1,-1,-2.00,-2.40,1.5,1.0,+0.5,+0.90,+0.02
Bryan Reyna,"MF,FW",Peru,25,1998,2,91,46,33.7,1.0,1,62,0,1,29,1,0.00,0,2,-2,-1.98,-1.48,0.3,2.5,-2.2,-2.15,-1.53
Gio Reyna,"MF,FW",United States,21,2002,3,200,67,74.1,2.2,3,67,1,0,,0,1.00,3,2,+1,+0.45,+1.74,1.4,2.0,-0.7,-0.31,-3.28
Chris Richards,DF,United States,23,2000,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,3,0,0.00,,4.1,2.5,+1.6,+0.54,
Tomás Rincón,MF,Venezuela,36,1988,3,33,11,9.2,0.4,0,,0,3,11,1,2.33,1,0,+1,+2.73,+1.63,0.7,0.1,+0.7,+1.80,+2.03
Richard Ríos,MF,Colombia,23,2000,6,448,75,78.6,5.0,6,75,2,0,,0,2.17,10,2,+8,+1.61,+0.87,7.4,2.3,+5.1,+1.02,+0.44
José Rivera,"FW,MF",Peru,26,1997,1,35,35,13.0,0.4,0,,0,1,35,2,0.00,0,1,-1,-2.57,-1.81,0.1,1.4,-1.3,-3.23,-2.42
Antonee Robinson,DF,United States,26,1997,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,3,0,0.00,,4.1,2.5,+1.6,+0.54,
Miles Robinson,DF,United States,26,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,
Yomar Rocha,"MF,DF",Bolivia,20,2003,2,135,68,50.0,1.5,2,68,0,0,,1,0.00,0,3,-3,-2.00,+2.00,0.2,2.7,-2.5,-1.64,+0.51
Sergio Rochet,GK,Uruguay,30,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.83,11,4,+7,+1.17,,9.2,4.7,+4.4,+0.73,
Brian Rodríguez,FW,Uruguay,23,2000,1,30,30,5.6,0.3,0,,0,1,30,5,1.00,1,1,0,0.00,-1.24,1.2,0.3,+0.9,+2.75,+2.13
Charly Rodríguez,MF,Mexico,27,1997,2,83,42,30.7,0.9,1,60,0,1,23,1,1.50,1,1,0,0.00,0.00,1.4,1.2,+0.2,+0.24,-0.93
Guido Rodríguez,MF,Argentina,29,1994,1,14,14,2.5,0.2,0,,0,1,14,5,3.00,1,0,+1,+6.43,+5.30,0.5,0.1,+0.4,+2.68,+1.63
James Rodríguez,"FW,MF",Colombia,32,1991,6,463,77,81.2,5.1,6,77,0,0,,0,2.17,11,2,+9,+1.75,+1.75,7.0,2.2,+4.7,+0.92,-0.07
Kevin Rodríguez,FW,Ecuador,23,2000,4,233,58,64.7,2.6,2,81,0,2,36,0,1.25,4,3,+1,+0.39,+0.39,3.0,2.4,+0.6,+0.23,-0.19
Rodrygo,FW,Brazil,23,2001,4,326,82,90.6,3.6,4,82,1,0,,0,1.50,5,2,+3,+0.83,+0.83,6.3,2.6,+3.7,+1.01,+2.32
Andy Rojas,FW,Costa Rica,18,2005,1,8,8,3.0,0.1,0,,0,1,8,2,0.00,0,0,0,0.00,+0.69,0.0,0.0,0.0,+0.37,+2.15
Matías Rojas,FW,Paraguay,28,1995,1,1,1,0.4,0.0,0,,0,1,1,1,0.00,0,0,0,0.00,+1.67,0.0,0.1,-0.1,-5.38,-4.70
Ángel Romero,MF,Paraguay,31,1992,2,56,28,20.7,0.6,0,,0,2,28,1,0.00,1,0,+1,+1.61,+4.13,1.1,0.1,+1.0,+1.59,+2.88
Cristian Romero,DF,Argentina,25,1998,5,480,96,84.2,5.3,5,96,5,0,,1,2.60,7,1,+6,+1.13,-0.87,9.6,4.8,+4.8,+0.95,-0.66
Diego Romero,GK,Peru,22,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Luis Romo,MF,Mexico,28,1995,3,235,78,87.0,2.6,2,87,1,1,61,0,1.33,1,1,0,0.00,0.00,4.3,1.9,+2.5,+0.95,+0.53
Rafael Romo,GK,Venezuela,33,1990,4,360,90,100.0,4.0,4,90,4,0,,0,2.50,7,2,+5,+1.25,,5.6,5.8,-0.2,-0.05,
Salomón Rondón,FW,Venezuela,34,1989,4,334,84,92.8,3.7,4,84,1,0,,0,2.50,6,2,+4,+1.08,-2.38,5.0,4.3,+0.6,+0.17,+3.00
Gerónimo Rulli,GK,Argentina,31,1992,0,,,,,0,,0,0,,6,,,,,,,,,,,
Jacen Russell-Rowe,FW,Canada,21,2002,1,6,6,1.1,0.1,0,,0,1,6,5,0.00,0,1,-1,-15.00,-14.66,0.0,1.0,-1.0,-14.82,-14.92
José Sagredo,DF,Bolivia,29,1994,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,1,10,-9,-3.00,,1.0,6.6,-5.7,-1.90,
César Samudio,GK,Panama,29,1994,0,,,,,0,,0,0,,4,,,,,,,,,,,
Alexis Sánchez,MF,Chile,35,1988,3,245,82,90.7,2.7,3,82,2,0,,0,0.67,0,0,0,0.00,+3.60,1.5,3.4,-1.9,-0.70,+2.91
Davinson Sánchez,DF,Colombia,27,1996,6,570,95,100.0,6.3,6,95,6,0,,0,2.17,12,3,+9,+1.42,,9.5,3.6,+5.9,+0.98,+0.98
Erick Sánchez,MF,Mexico,24,1999,2,19,10,7.0,0.2,0,,0,2,10,1,2.00,0,0,0,0.00,0.00,0.1,0.1,+0.1,+0.31,-0.61
Richard Sánchez,MF,Paraguay,27,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,
Anderson Santamaría,"DF,FW",Peru,32,1992,1,29,29,10.7,0.3,0,,0,1,29,2,0.00,0,1,-1,-3.10,-2.36,0.3,1.6,-1.3,-3.95,-3.16
Josh Sargent,"FW,MF",United States,23,2000,2,24,12,8.9,0.3,0,,0,2,12,1,0.00,0,0,0,0.00,0.00,0.6,0.2,+0.5,+1.75,+1.33
Jeremy Sarmiento,"FW,MF",Ecuador,21,2002,4,301,75,83.6,3.3,4,75,0,0,,0,1.25,4,2,+2,+0.60,+2.12,4.7,3.5,+1.2,+0.37,+0.43
Fernando Saucedo,MF,Bolivia,33,1990,2,100,50,37.0,1.1,1,90,1,1,10,1,0.00,0,3,-3,-2.70,+0.48,0.2,2.6,-2.5,-2.21,-0.50
Jefferson Savarino,MF,Venezuela,27,1996,3,59,20,16.4,0.7,1,45,0,2,7,1,2.33,0,0,0,0.00,-1.50,0.2,1.4,-1.2,-1.90,-2.21
Sávio,FW,Brazil,19,2004,4,119,30,33.1,1.3,1,71,0,3,16,0,1.50,4,1,+3,+2.27,+2.27,4.2,1.3,+2.9,+2.17,+2.06
Joe Scally,DF,United States,21,2002,3,258,86,95.6,2.9,3,86,2,0,,0,1.00,3,3,0,0.00,0.00,3.8,2.3,+1.5,+0.52,-0.43
Telasco Segovia,MF,Venezuela,20,2003,1,73,73,20.3,0.8,1,73,0,0,,3,3.00,2,0,+2,+2.47,+1.52,1.4,0.4,+0.9,+1.14,+1.49
Douglas Sequeira,MF,Costa Rica,20,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Patrick Sequeira,GK,Costa Rica,24,1999,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,2,4,-2,-0.67,,0.6,5.7,-5.1,-1.72,
Jacob Shaffelburg,"FW,MF",Canada,24,1999,6,346,58,64.1,3.8,4,67,1,2,39,0,1.00,4,5,-1,-0.26,+0.67,6.0,6.7,-0.6,-0.16,-0.28
Luis Sinisterra,FW,Colombia,24,1999,3,33,11,5.8,0.4,0,,0,3,11,3,2.33,2,0,+2,+5.45,+4.28,1.4,0.5,+0.9,+2.58,+1.75
Oliver Sonne,DF,Peru,23,2000,2,97,49,35.9,1.1,1,90,1,1,7,1,0.50,0,2,-2,-1.86,-1.34,0.1,2.4,-2.2,-2.09,-1.49
Ramón Sosa,FW,Paraguay,24,1999,3,135,45,50.0,1.5,1,90,1,2,23,0,0.00,2,2,0,0.00,+3.33,1.6,0.8,+0.8,+0.52,+2.42
Yeferson Soteldo,"FW,MF",Venezuela,26,1997,4,278,70,77.2,3.1,3,82,0,1,31,0,2.50,5,2,+3,+0.97,-1.22,4.3,3.8,+0.5,+0.17,+0.97
Dayne St. Clair,GK,Canada,26,1997,1,90,90,16.7,1.0,1,90,1,0,,5,1.00,2,2,0,0.00,+0.60,1.9,1.6,+0.3,+0.33,+0.47
Luis Suárez,FW,Uruguay,37,1987,4,79,20,14.6,0.9,0,,0,4,20,2,1.75,2,1,+1,+1.14,-0.03,2.2,1.4,+0.8,+0.94,+0.25
Marcelo Suarez,"DF,MF",Bolivia,22,2001,2,135,68,50.0,1.5,1,90,1,1,45,1,0.00,1,6,-5,-3.33,-0.67,0.7,2.2,-1.5,-0.98,+1.83
Gabriel Suazo,DF,Chile,26,1997,3,206,69,76.3,2.3,3,69,2,0,,0,0.67,0,1,-1,-0.44,-0.44,1.2,3.6,-2.4,-1.04,-0.30
Nicolás Tagliafico,DF,Argentina,31,1992,6,447,75,78.4,5.0,5,89,3,1,2,0,2.67,6,1,+5,+1.01,-1.19,8.1,3.5,+4.6,+0.99,-0.36
Gerald Taylor,DF,Costa Rica,22,2001,2,91,46,33.7,1.0,1,90,1,1,1,1,2.00,2,1,+1,+0.99,+2.50,0.4,1.1,-0.8,-0.74,+1.47
Miguel Terceros,"MF,FW",Bolivia,19,2004,3,192,64,71.1,2.1,2,74,0,1,45,0,0.00,1,4,-3,-1.41,+5.52,0.9,5.1,-4.2,-1.95,-0.18
Adalid Terrazas,"MF,FW",Bolivia,23,2000,2,37,19,13.7,0.4,0,,0,2,19,1,0.00,1,3,-2,-4.86,-2.16,0.5,1.0,-0.5,-1.23,+0.77
Malik Tillman,MF,United States,21,2002,1,2,2,0.7,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,0.00,0.2,0.2,0.0,-0.01,-0.56
Robson Tomé,MF,Bolivia,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Félix Torres Caicedo,DF,Ecuador,27,1997,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,4,+1,+0.25,,5.4,4.2,+1.2,+0.29,
Matt Turner,GK,United States,29,1994,3,225,75,83.3,2.5,3,75,2,0,,0,1.00,3,2,+1,+0.40,+2.40,3.1,2.1,+1.0,+0.41,-0.75
Manfred Ugalde,FW,Costa Rica,21,2002,2,108,54,40.0,1.2,2,54,0,0,,0,0.50,0,1,-1,-0.83,-0.28,0.1,3.5,-3.4,-2.82,-1.84
Manuel Ugarte Ribeiro,MF,Uruguay,22,2001,6,493,82,91.3,5.5,6,82,4,0,,0,1.83,10,3,+7,+1.28,+1.28,7.8,4.0,+3.9,+0.71,-0.34
Mateus Uribe,MF,Colombia,32,1991,6,219,37,38.4,2.4,1,90,1,5,26,0,2.17,7,2,+5,+2.05,+1.03,4.6,1.9,+2.7,+1.21,+0.44
Ramiro Vaca,"FW,MF",Bolivia,24,1999,3,169,56,62.6,1.9,2,77,0,1,16,0,0.00,1,4,-3,-1.60,+3.75,0.8,4.4,-3.6,-1.91,-0.03
Diego Valdés,FW,Chile,30,1994,1,45,45,16.7,0.5,1,45,0,0,,0,1.00,0,0,0,0.00,+0.40,0.8,0.1,+0.7,+1.34,+2.76
Enner Valencia,FW,Ecuador,34,1989,3,190,63,52.8,2.1,3,63,1,0,,0,0.67,0,1,-1,-0.47,-1.53,2.2,1.9,+0.3,+0.13,-0.35
Omar Valencia,DF,Panama,19,2004,1,8,8,2.2,0.1,0,,0,1,8,3,0.00,0,1,-1,-11.25,-10.48,0.1,0.8,-0.7,-7.96,-7.50
Federico Valverde,MF,Uruguay,25,1998,6,529,88,98.0,5.9,6,88,4,0,,0,1.83,8,3,+5,+0.85,-15.51,8.5,4.7,+3.8,+0.65,-4.01
Guillermo Varela,DF,Uruguay,30,1993,2,46,23,8.5,0.5,0,,0,2,23,3,0.50,0,1,-1,-1.96,-3.41,0.0,0.4,-0.3,-0.44,-1.35
Camilo Vargas,GK,Colombia,34,1989,6,570,95,100.0,6.3,6,95,6,0,,0,2.17,12,3,+9,+1.42,,9.5,3.6,+5.9,+0.98,+0.98
Eduardo Vargas,FW,Chile,34,1989,3,195,65,72.2,2.2,3,65,0,0,,0,0.67,0,0,0,0.00,+1.20,1.1,2.8,-1.6,-0.76,+0.73
Kenneth Vargas,FW,Costa Rica,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Johan Vásquez,DF,Mexico,25,1998,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,1,0,0.00,,4.7,2.1,+2.6,+0.88,
Alexis Vega,"MF,DF",Mexico,26,1997,2,31,16,11.5,0.3,0,,0,2,16,1,0.50,0,0,0,0.00,0.00,1.6,0.1,+1.5,+4.44,+4.02
Gustavo Velásquez,DF,Paraguay,32,1991,3,253,84,93.7,2.8,3,84,2,0,,0,0.00,3,8,-5,-1.78,-1.78,2.2,4.9,-2.7,-0.94,-4.01
Gabriel Villamíl,MF,Bolivia,22,2001,3,242,81,89.6,2.7,3,81,2,0,,0,0.00,0,8,-8,-2.98,+0.24,0.4,6.0,-5.6,-2.07,-1.63
Mathías Villasanti,"MF,FW",Paraguay,27,1997,3,242,81,89.6,2.7,3,81,1,0,,0,0.00,3,8,-5,-1.86,-1.86,2.2,4.8,-2.6,-0.96,-2.63
Matías Viña,DF,Uruguay,26,1997,5,353,71,65.4,3.9,5,71,1,0,,1,2.20,9,2,+7,+1.78,+1.78,6.5,2.8,+3.6,+0.92,+0.53
Guillermo Vizcarra,GK,Bolivia,30,1993,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,1,10,-9,-3.00,,1.0,6.6,-5.7,-1.90,
Jahmali Waite,GK,Jamaica,25,1998,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,1,7,-6,-2.00,,1.8,5.3,-3.5,-1.18,
Joel Waterman,DF,Canada,28,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,
Timothy Weah,FW,United States,23,2000,2,102,51,37.8,1.1,2,51,0,0,,0,1.50,2,0,+2,+1.76,+2.84,1.6,0.3,+1.3,+1.19,+1.05
Jovani Welch,MF,Panama,24,1999,3,205,68,56.9,2.3,2,90,1,1,26,1,1.00,3,8,-5,-2.20,-2.78,1.8,3.3,-1.5,-0.67,-0.10
Wendell,DF,Brazil,30,1993,2,175,88,48.6,1.9,2,88,1,0,,2,2.00,5,2,+3,+1.54,+1.54,4.0,2.3,+1.7,+0.90,+0.21
Haji Wright,MF,United States,25,1998,1,12,12,4.4,0.1,0,,0,1,12,2,0.00,0,0,0,0.00,0.00,0.3,0.2,+0.1,+0.95,+0.43
César Yanis,MF,Panama,28,1996,1,1,1,0.3,0.0,0,,0,1,1,3,3.00,1,0,+1,+90.00,+91.25,0.1,0.0,+0.1,+8.99,+9.65
John Yeboah,FW,Ecuador,23,2000,3,109,36,30.3,1.2,2,49,0,1,12,1,1.33,3,1,+2,+1.65,+2.01,2.6,1.3,+1.3,+1.07,+1.11
Édgar Yoel Bárcenas,MF,Panama,30,1993,4,358,90,99.4,4.0,4,90,3,0,,0,1.50,5,9,-4,-1.01,-1.01,3.0,5.5,-2.5,-0.64,-1.92
Carlos Zambrano,DF,Peru,34,1989,3,258,86,95.6,2.9,3,86,2,0,,0,0.33,0,3,-3,-1.05,-1.05,1.4,4.3,-2.9,-1.00,+2.96
Álvaro Zamora,"FW,MF",Costa Rica,21,2002,3,157,52,58.1,1.7,2,67,0,1,23,0,1.33,0,3,-3,-1.72,-2.52,0.1,4.5,-4.3,-2.47,-1.81
Franco Zanelatto,MF,Peru,23,2000,1,28,28,10.4,0.3,0,,0,1,28,2,0.00,0,1,-1,-3.21,-2.47,0.1,1.4,-1.3,-4.04,-3.25
Cristián Zavala,"FW,MF",Chile,24,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
