Player,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Jesús Navas,DF,Spain,38,1985,3,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,6,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
Dan Ndoye,"MF,DF",Switzerland,23,2000,5,5,407,4.5,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,20,9,31,0.22,0.00,0.22,0.22,0.22,0.34,0.03,0.37,0.34,0.37
Pedro Neto,"DF,FW",Portugal,23,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,16,5,19,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Manuel Neuer,GK,Germany,37,1986,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Neves,MF,Portugal,19,2004,2,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Rúben Neves,MF,Portugal,26,1997,4,0,125,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,3,12,6,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
Florin Niță,GK,Romania,36,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matheus Nunes,MF,Portugal,25,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,1,0.00,0.00,0.00,0.00,0.00,1.41,0.12,1.54,1.41,1.54
Christian Nørgaard,MF,Denmark,29,1994,3,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Adam Obert,DF,Slovakia,21,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jan Oblak,GK,Slovenia,31,1993,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Darius Olaru,MF,Romania,25,1998,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dani Olmo,"MF,FW",Spain,25,1998,6,3,432,4.8,3,2,5,3,0,0,1,0,1.7,1.7,1.3,3.0,21,21,32,0.62,0.42,1.04,0.62,1.04,0.38,0.30,0.68,0.38,0.68
Amadou Onana,MF,Belgium,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,17,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Loïs Openda,FW,Belgium,23,2000,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Willi Orban,DF,Hungary,31,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,0,7,2,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.24,0.20,0.24
Mikel Oyarzabal,FW,Spain,26,1997,7,1,201,2.2,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,4,9,22,0.45,0.45,0.90,0.45,0.90,0.52,0.33,0.85,0.52,0.85
Salih Özcan,MF,Türkiye,26,1998,4,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
João Palhinha,MF,Portugal,28,1995,4,4,299,3.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,0,23,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Cole Palmer,"MF,FW",England,21,2002,5,0,149,1.7,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,6,16,17,0.60,0.60,1.21,0.60,1.21,0.17,0.14,0.31,0.17,0.31
Mario Pašalić,"FW,MF",Croatia,28,1995,3,1,116,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,5,7,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
Strahinja Pavlović,DF,Serbia,22,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,8,13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Pedri,MF,Spain,21,2002,4,4,186,2.1,0,1,1,0,0,0,0,0,1.1,1.1,0.8,1.9,6,10,16,0.00,0.48,0.48,0.00,0.48,0.53,0.38,0.92,0.53,0.92
Peter Pekarík,DF,Slovakia,37,1986,4,4,377,4.2,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,7,10,9,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.16,0.22
Lorenzo Pellegrini,"FW,MF",Italy,27,1996,4,3,218,2.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,10,8,14,0.00,0.41,0.41,0.00,0.41,0.22,0.19,0.41,0.22,0.41
Patrick Pentz,GK,Austria,27,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pepe,DF,Portugal,40,1983,4,4,408,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,17,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Danilo Pereira,DF,Portugal,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Ayoze Pérez,FW,Spain,30,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,3,0.00,0.00,0.00,0.00,0.00,2.01,0.00,2.01,2.01,2.01
Ivan Perišić,"DF,FW",Croatia,34,1989,3,1,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,4,17,0.00,0.00,0.00,0.00,0.00,0.07,0.24,0.31,0.07,0.31
Bruno Petković,FW,Croatia,29,1994,2,1,87,1.0,0,0,0,0,0,1,0,0,1.1,0.3,0.1,0.4,2,4,2,0.00,0.00,0.00,0.00,0.00,1.11,0.08,1.20,0.30,0.38
Krzysztof Piątek,FW,Poland,28,1995,1,1,59,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,0,2,1.53,0.00,1.53,1.53,1.53,0.82,0.00,0.82,0.82,0.82
Jordan Pickford,GK,England,29,1994,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jakub Piotrowski,MF,Poland,26,1997,2,1,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,1,2,0.00,0.00,0.00,0.00,0.00,0.25,0.35,0.60,0.25,0.60
Marin Pongračić,DF,Croatia,26,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ryan Porteous,DF,Scotland,24,1999,1,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Stefan Posch,DF,Austria,26,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.3,0.3,1.8,2.1,6,18,28,0.00,0.25,0.25,0.00,0.25,0.07,0.45,0.53,0.07,0.53
Yussuf Poulsen,"FW,MF",Denmark,29,1994,4,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Alexander Prass,DF,Austria,22,2001,4,1,166,1.8,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,6,7,6,0.00,0.54,0.54,0.00,0.54,0.00,0.20,0.20,0.00,0.20
Lukáš Provod,MF,Czechia,27,1996,3,3,232,2.6,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,5,3,4,0.39,0.00,0.39,0.39,0.39,0.04,0.12,0.17,0.04,0.17
George Pușcaș,FW,Romania,27,1996,2,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leopold Querfeld,DF,Austria,20,2003,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adrien Rabiot,MF,France,28,1995,5,5,371,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,10,28,19,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17
Bogdan Racovitan,DF,Romania,23,2000,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Predrag Rajković,GK,Serbia,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anthony Ralston,DF,Scotland,25,1998,3,3,262,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Ylber Ramadani,MF,Albania,27,1996,3,3,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Gonçalo Ramos,FW,Portugal,22,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
Giacomo Raspadori,FW,Italy,23,2000,2,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,1,9,5,0.00,0.00,0.00,0.00,0.00,0.09,0.40,0.49,0.09,0.49
Andrei Ratiu,DF,Romania,25,1998,4,4,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,8,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
David Raum,DF,Germany,25,1998,3,2,166,1.8,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,8,8,8,0.00,0.54,0.54,0.00,0.54,0.01,0.60,0.62,0.01,0.62
David Raya,GK,Spain,28,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tijjani Reijnders,MF,Netherlands,25,1998,6,6,496,5.5,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.2,19,32,13,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23
Mateo Retegui,FW,Italy,24,1999,4,1,152,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,6,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Declan Rice,MF,England,25,1999,7,7,690,7.7,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,5,39,14,0.00,0.13,0.13,0.00,0.13,0.05,0.02,0.07,0.05,0.07
Fabian Rieder,MF,Switzerland,21,2002,5,3,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,22,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.14,0.01,0.14
Andrew Robertson,DF,Scotland,29,1994,3,3,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Rodri,MF,Spain,27,1996,6,6,520,5.8,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,16,40,10,0.17,0.00,0.17,0.17,0.17,0.06,0.06,0.12,0.06,0.12
Ricardo Rodríguez,DF,Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,13,17,13,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Taras Romanchuk,MF,Poland,32,1991,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cristiano Ronaldo,FW,Portugal,38,1985,5,5,485,5.4,0,1,1,0,0,1,1,0,3.6,2.8,1.2,4.1,3,5,33,0.00,0.19,0.19,0.00,0.19,0.76,0.26,1.03,0.60,0.86
Antonio Rüdiger,DF,Germany,30,1993,5,5,480,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,3,35,0,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15
Fabián Ruiz Peña,MF,Spain,27,1996,6,6,540,6.0,2,2,4,2,0,0,1,0,1.7,1.7,1.0,2.6,18,47,16,0.33,0.33,0.67,0.33,0.67,0.28,0.16,0.44,0.28,0.44
Adrian Rus,MF,Romania,27,1996,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcel Sabitzer,"FW,MF",Austria,29,1994,4,4,360,4.0,1,0,1,1,0,0,0,0,0.9,0.9,0.8,1.6,8,12,37,0.25,0.00,0.25,0.25,0.25,0.22,0.19,0.41,0.22,0.41
Bukayo Saka,"FW,DF",England,22,2001,7,7,632,7.0,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.7,31,25,85,0.14,0.00,0.14,0.14,0.14,0.06,0.06,0.12,0.06,0.12
Bartosz Salamon,DF,Poland,32,1991,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
William Saliba,DF,France,22,2001,6,6,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,15,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Roland Sallai,MF,Hungary,26,1997,3,3,266,3.0,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,12,5,23,0.00,0.34,0.34,0.00,0.34,0.21,0.34,0.55,0.21,0.55
Lazar Samardzic,MF,Serbia,21,2002,2,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
Leroy Sané,FW,Germany,28,1996,5,2,208,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,7,23,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.23,0.18,0.23
Leo Sauer,FW,Slovakia,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gianluca Scamacca,FW,Italy,25,1999,4,3,251,2.8,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,1,3,11,0.00,0.00,0.00,0.00,0.00,0.22,0.08,0.30,0.22,0.30
András Schäfer,MF,Hungary,24,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,14,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Fabian Schär,DF,Switzerland,32,1991,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,12,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Patrik Schick,FW,Czechia,28,1996,2,2,127,1.4,1,0,1,1,0,0,2,0,1.5,1.5,0.1,1.6,2,1,6,0.71,0.00,0.71,0.71,0.71,1.03,0.08,1.11,1.03,1.11
Nico Schlotterbeck,DF,Germany,24,1999,2,1,120,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,1,1,1,0.00,0.75,0.75,0.00,0.75,0.05,0.28,0.33,0.05,0.33
Kasper Schmeichel,GK,Denmark,37,1986,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romano Schmid,"FW,MF",Austria,24,2000,4,2,145,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.8,3,5,11,0.62,0.00,0.62,0.62,0.62,0.08,0.42,0.50,0.08,0.50
Jerdy Schouten,MF,Netherlands,27,1997,6,6,500,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,39,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Ivan Schranz,FW,Slovakia,30,1993,4,4,331,3.7,3,0,3,3,0,0,1,0,1.0,1.0,0.3,1.3,5,6,16,0.82,0.00,0.82,0.82,0.82,0.28,0.07,0.35,0.28,0.35
Taulant Seferi,FW,Albania,27,1996,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,3,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.12,0.02,0.12
Nicolas Seiwald,MF,Austria,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.7,3,23,5,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17
Nélson Semedo,DF,Portugal,30,1993,5,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,4,17,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27
Benjamin Šeško,FW,Slovenia,20,2003,4,4,358,4.0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,3,7,21,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.28,0.25,0.28
Petr Ševčík,MF,Czechia,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50
Stephan El Shaarawy,FW,Italy,31,1992,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lawrence Shankland,FW,Scotland,28,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
Mykola Shaparenko,MF,Ukraine,25,1998,3,3,220,2.4,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,8,18,5,0.41,0.41,0.82,0.41,0.82,0.09,0.10,0.19,0.09,0.19
Xherdan Shaqiri,"MF,FW",Switzerland,32,1991,2,1,71,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,3,4,1.27,0.00,1.27,1.27,1.27,0.11,0.05,0.16,0.11,0.16
Luke Shaw,DF,England,28,1995,3,1,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,10,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Vincent Sierro,MF,Switzerland,28,1995,4,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
António Silva,DF,Portugal,20,2003,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,1,0.00,0.00,0.00,0.00,0.00,0.14,0.11,0.25,0.14,0.25
Bernardo Silva,"FW,MF",Portugal,29,1994,4,4,420,4.7,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.3,15,28,47,0.21,0.00,0.21,0.21,0.21,0.18,0.16,0.33,0.18,0.33
Unai Simón,GK,Spain,26,1997,6,6,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xavi Simons,"MF,FW",Netherlands,20,2003,6,5,454,5.0,1,3,4,1,0,0,2,0,0.6,0.6,1.0,1.5,20,28,33,0.20,0.59,0.79,0.20,0.79,0.11,0.20,0.31,0.11,0.31
Michał Skóraś,DF,Poland,23,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Łukasz Skorupski,GK,Poland,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andreas Skov Olsen,"MF,FW",Denmark,24,1999,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,11,0.00,0.00,0.00,0.00,0.00,0.02,0.31,0.33,0.02,0.33
