Player,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Timi Elšnik,MF,Slovenia,25,1998,4.0,87,117,74.4,1603,527,36,43,83.7,41,54,75.9,10,17,58.8,1,0.5,0.4,+0.5,3,17,2,1,11
Breel Embolo,FW,Switzerland,26,1997,3.3,39,46,84.8,539,121,24,28,85.7,11,13,84.6,2,2,100.0,0,0.2,0.3,-0.2,2,2,2,0,6
Christian Eriksen,"MF,FW",Denmark,31,1992,3.9,159,215,74.0,2480,763,90,103,87.4,43,59,72.9,16,33,48.5,0,0.8,1.1,-0.8,16,10,2,0,17
Eberechi Eze,"DF,MF",England,25,1998,1.1,30,40,75.0,518,84,13,18,72.2,13,15,86.7,3,5,60.0,0,0.0,0.0,0.0,0,1,0,0,1
Wout Faes,DF,Belgium,25,1998,4.0,255,290,87.9,4410,1350,108,116,93.1,129,137,94.2,15,29,51.7,0,0.0,0.1,0.0,0,14,2,0,9
Nicolò Fagioli,MF,Italy,22,2001,1.1,87,104,83.7,1406,244,36,40,90.0,42,49,85.7,6,11,54.5,0,0.0,0.1,0.0,1,8,1,0,6
João Félix,"MF,FW",Portugal,24,1999,1.2,67,77,87.0,1020,232,42,45,93.3,20,22,90.9,4,8,50.0,0,0.4,0.3,-0.4,4,3,3,1,6
Bruno Fernandes,MF,Portugal,29,1994,4.2,221,297,74.4,4021,1096,94,111,84.7,102,123,82.9,24,53,45.3,0,0.8,1.1,-0.8,8,27,9,3,39
Attila Fiola,DF,Hungary,33,1990,2.0,57,73,78.1,1074,521,22,28,78.6,28,33,84.8,7,12,58.3,0,0.0,0.0,0.0,1,4,0,0,3
Phil Foden,"FW,MF",England,23,2000,6.9,310,368,84.2,4338,539,196,209,93.8,82,98,83.7,17,37,45.9,0,0.5,0.4,-0.5,6,21,5,1,22
Youssouf Fofana,MF,France,25,1999,0.5,25,29,86.2,448,111,11,13,84.6,12,13,92.3,2,2,100.0,0,0.0,0.1,0.0,0,0,1,0,2
Michael Folorunsho,FW,Italy,25,1998,0.0,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Przemysław Frankowski,DF,Poland,28,1995,3.0,92,125,73.6,1415,695,60,65,92.3,25,34,73.5,7,17,41.2,0,0.4,0.3,-0.4,4,6,2,2,11
Davide Frattesi,MF,Italy,24,1999,2.1,44,60,73.3,519,107,29,34,85.3,9,11,81.8,1,2,50.0,0,0.0,0.0,0.0,0,2,1,1,4
Remo Freuler,MF,Switzerland,31,1992,5.1,204,233,87.6,2692,691,135,147,91.8,63,73,86.3,2,2,100.0,2,0.6,0.8,+1.4,3,23,2,0,22
Jeremie Frimpong,FW,Netherlands,23,2000,1.0,21,25,84.0,307,29,12,13,92.3,9,10,90.0,0,1,0.0,0,0.1,0.0,-0.1,1,0,2,0,2
Chris Führich,FW,Germany,26,1998,0.2,13,14,92.9,200,48,7,8,87.5,6,6,100.0,0,0,,0,0.0,0.1,0.0,0,1,1,0,2
Niclas Füllkrug,FW,Germany,30,1993,1.8,25,37,67.6,266,70,20,26,76.9,4,8,50.0,0,0,,0,0.6,0.6,-0.6,7,2,1,0,4
Mijat Gaćinović,DF,Serbia,28,1995,0.5,16,24,66.7,346,41,5,6,83.3,6,10,60.0,5,8,62.5,0,0.0,0.0,0.0,0,1,0,0,0
Cody Gakpo,FW,Netherlands,24,1999,5.8,93,133,69.9,1379,418,46,61,75.4,36,45,80.0,5,14,35.7,1,2.0,1.9,-1.0,12,3,9,4,11
Conor Gallagher,MF,England,23,2000,1.3,45,51,88.2,559,85,34,38,89.5,10,11,90.9,0,0,,0,0.0,0.0,0.0,0,3,0,0,1
Dániel Gazdag,MF,Hungary,27,1996,0.0,3,3,100.0,31,8,3,3,100.0,0,0,,0,0,,0,0.0,0.2,0.0,0,0,0,0,0
Lutsharel Geertruida,DF,Netherlands,23,2000,1.2,74,81,91.4,1229,354,36,38,94.7,34,37,91.9,2,3,66.7,0,0.1,0.1,-0.1,1,3,1,1,5
Billy Gilmour,MF,Scotland,22,2001,2.0,95,113,84.1,1403,288,51,57,89.5,35,40,87.5,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,7
Olivier Giroud,FW,France,37,1986,0.7,8,13,61.5,69,8,7,10,70.0,0,1,0.0,0,0,,0,0.0,0.1,0.0,2,0,0,0,0
Klaus Gjasula,MF,Albania,34,1989,0.2,7,11,63.6,98,53,4,6,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,3
Adam Gnezda Čerin,MF,Slovenia,24,1999,4.3,127,164,77.4,2135,610,57,63,90.5,59,73,80.8,10,24,41.7,0,0.0,0.1,0.0,2,6,0,0,11
Anthony Gordon,FW,England,22,2001,0.0,3,3,100.0,47,19,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,1,0,0,1
Jon Gorenc Stanković,MF,Slovenia,28,1996,1.0,16,23,69.6,259,106,6,6,100.0,8,11,72.7,1,3,33.3,0,0.0,0.0,0.0,0,5,1,0,5
Michael Gregoritsch,FW,Austria,29,1994,1.4,23,32,71.9,303,73,16,23,69.6,5,6,83.3,2,2,100.0,0,0.0,0.1,0.0,0,3,1,1,3
Antoine Griezmann,"MF,FW",France,32,1991,4.4,151,194,77.8,2490,638,76,84,90.5,52,70,74.3,16,27,59.3,0,0.3,0.6,-0.3,9,18,9,2,24
Florian Grillitsch,MF,Austria,28,1995,2.2,135,162,83.3,2457,519,60,68,88.2,61,67,91.0,13,19,68.4,1,0.1,0.2,+0.9,1,22,2,0,22
Álex Grimaldo,DF,Spain,28,1995,1.3,88,102,86.3,1205,312,57,59,96.6,23,29,79.3,5,11,45.5,0,0.6,0.5,-0.6,7,3,7,5,6
Pascal Groß,MF,Germany,32,1991,0.5,65,69,94.2,1012,231,35,35,100.0,27,28,96.4,2,4,50.0,0,0.0,0.1,0.0,0,8,1,0,5
Kamil Grosicki,MF,Poland,35,1988,0.2,1,5,20.0,24,0,0,2,0.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Nemanja Gudelj,MF,Serbia,32,1991,1.0,61,64,95.3,990,275,28,30,93.3,25,25,100.0,6,7,85.7,0,0.0,0.0,0.0,0,2,0,0,7
Marc Guéhi,DF,England,23,2000,6.3,419,448,93.5,7252,2148,165,173,95.4,232,241,96.3,17,27,63.0,1,0.1,0.4,+0.9,1,18,0,0,18
Péter Gulácsi,GK,Hungary,33,1990,3.0,74,97,76.3,1948,1186,14,14,100.0,40,42,95.2,20,41,48.8,0,0.0,0.0,0.0,0,1,0,0,0
Arda Güler,"FW,MF",Türkiye,18,2005,3.8,162,197,82.2,2656,563,84,88,95.5,59,70,84.3,14,31,45.2,2,1.4,1.2,+0.6,8,12,4,2,20
İlkay Gündoğan,MF,Germany,33,1990,4.3,142,167,85.0,2113,493,78,87,89.7,48,57,84.2,10,12,83.3,1,0.2,0.9,+0.8,2,9,2,0,21
Angus Gunn,GK,Scotland,28,1996,3.0,72,117,61.5,2396,2074,20,20,100.0,21,21,100.0,31,76,40.8,0,0.0,0.0,0.0,0,3,0,0,0
Mert Günok,GK,Türkiye,34,1989,4.0,83,129,64.3,2579,1794,7,7,100.0,47,47,100.0,29,74,39.2,0,0.0,0.0,0.0,0,2,0,0,0
Joško Gvardiol,DF,Croatia,22,2002,3.0,144,158,91.1,2267,468,78,82,95.1,53,57,93.0,11,15,73.3,0,0.0,0.2,0.0,0,17,3,0,15
Giorgi Gwelesiani,DF,Georgia,32,1991,1.8,26,36,72.2,387,147,16,17,94.1,6,10,60.0,3,8,37.5,0,0.0,0.0,0.0,0,1,0,0,1
Norbert Gyömbér,DF,Slovakia,31,1992,0.4,35,36,97.2,639,273,13,13,100.0,20,20,100.0,1,2,50.0,0,0.1,0.2,-0.1,1,7,1,1,4
Ianis Hagi,MF,Romania,25,1998,2.1,41,67,61.2,522,89,33,38,86.8,7,14,50.0,1,11,9.1,0,0.1,0.1,-0.1,2,4,1,0,3
Dávid Hancko,DF,Slovakia,26,1997,4.1,134,188,71.3,1982,891,67,78,85.9,54,75,72.0,5,17,29.4,0,0.0,0.1,0.0,1,11,3,1,20
Grant Hanley,DF,Scotland,32,1991,2.5,112,136,82.4,1785,659,52,57,91.2,52,63,82.5,5,12,41.7,0,0.1,0.1,-0.1,1,2,0,0,4
Lukáš Haraslín,FW,Slovakia,27,1996,2.9,50,71,70.4,654,226,31,33,93.9,13,21,61.9,3,9,33.3,1,0.6,0.7,+0.4,7,0,2,1,2
Kai Havertz,"FW,MF",Germany,24,1999,4.3,95,116,81.9,1150,213,59,67,88.1,26,31,83.9,1,1,100.0,1,0.3,0.5,+0.7,2,1,4,0,11
Jack Hendry,DF,Scotland,28,1995,2.9,105,131,80.2,1968,738,39,45,86.7,55,66,83.3,10,16,62.5,0,0.0,0.0,0.0,0,9,0,0,6
Benjamin Henrichs,DF,Germany,26,1997,0.1,4,5,80.0,93,83,1,2,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
Theo Hernández,DF,France,26,1997,6.3,354,394,89.8,4830,1490,227,236,96.2,115,125,92.0,6,17,35.3,0,1.0,0.9,-1.0,6,29,3,1,38
Morten Hjulmand,MF,Denmark,24,1999,2.7,192,217,88.5,2595,552,125,137,91.2,51,55,92.7,6,9,66.7,0,0.1,0.2,-0.1,4,11,0,0,18
Adam Hložek,MF,Czechia,21,2002,1.2,15,16,93.8,205,56,10,11,90.9,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,1,0,0,1
Tomáš Holeš,DF,Czechia,30,1993,3.0,92,121,76.0,1900,750,28,30,93.3,53,61,86.9,10,26,38.5,0,0.0,0.1,0.0,1,12,2,2,8
Arbër Hoxha,"FW,MF",Albania,25,1998,0.6,15,21,71.4,182,46,13,16,81.3,1,1,100.0,1,1,100.0,0,0.0,0.1,0.0,1,0,1,0,1
Robin Hranáč,DF,Czechia,24,2000,3.0,74,86,86.0,1491,625,20,21,95.2,46,52,88.5,8,13,61.5,1,0.5,0.0,+0.5,2,13,0,0,8
Elseid Hysaj,DF,Albania,29,1994,2.0,48,59,81.4,846,315,23,25,92.0,17,21,81.0,8,12,66.7,0,0.1,0.2,-0.1,2,3,0,0,5
Pierre Højbjerg,MF,Denmark,28,1995,3.9,268,302,88.7,4206,1212,145,157,92.4,93,101,92.1,21,31,67.7,0,0.3,0.4,-0.3,4,27,6,1,33
Rasmus Højlund,FW,Denmark,20,2003,3.2,43,55,78.2,452,47,26,30,86.7,8,10,80.0,0,1,0.0,0,0.1,0.1,-0.1,4,0,2,0,3
Ivan Ilić,MF,Serbia,22,2001,2.2,139,149,93.3,2344,577,63,70,90.0,61,63,96.8,11,12,91.7,1,0.3,0.3,+0.7,3,13,1,1,13
Josip Iličić,"FW,MF",Slovenia,36,1988,0.3,7,11,63.6,109,29,4,6,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Gonçalo Inácio,DF,Portugal,22,2001,1.3,134,150,89.3,2012,716,74,80,92.5,58,63,92.1,2,5,40.0,0,0.0,0.1,0.0,0,35,0,0,25
Luka Ivanušec,MF,Croatia,25,1998,0.2,7,11,63.6,81,29,4,5,80.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Erik Janža,DF,Slovenia,30,1993,3.0,77,114,67.5,1537,607,25,32,78.1,41,50,82.0,10,27,37.0,0,0.6,0.9,-0.6,3,6,1,0,11
Jorginho,MF,Italy,32,1991,2.4,217,238,91.2,3165,754,121,131,92.4,72,77,93.5,15,21,71.4,0,0.0,0.2,0.0,1,12,7,0,18
Joselu,FW,Spain,33,1990,1.0,15,18,83.3,208,3,7,9,77.8,4,5,80.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Diogo Jota,"FW,MF",Portugal,27,1996,1.1,24,35,68.6,350,78,15,20,75.0,8,11,72.7,1,3,33.3,0,0.3,0.2,-0.3,3,1,2,0,2
Luka Jović,"MF,FW",Serbia,26,1997,1.1,14,19,73.7,233,10,5,7,71.4,8,8,100.0,0,2,0.0,0,0.0,0.0,0.0,1,1,0,0,1
Josip Juranović,DF,Croatia,28,1995,1.0,53,65,81.5,860,247,32,37,86.5,16,20,80.0,5,6,83.3,0,0.2,0.4,-0.2,2,3,4,3,3
David Jurásek,DF,Czechia,23,2000,1.8,45,75,60.0,813,269,25,29,86.2,14,23,60.9,6,19,31.6,0,0.4,0.2,-0.4,3,3,4,3,2
Matěj Jurásek,"DF,MF",Czechia,20,2003,0.5,13,26,50.0,201,89,7,8,87.5,4,10,40.0,1,6,16.7,0,0.0,0.1,0.0,1,0,2,0,2
Ferdi Kadioglu,"DF,MF",Türkiye,24,1999,5.0,239,277,86.3,3681,989,126,137,92.0,93,109,85.3,15,20,75.0,0,0.9,0.4,-0.9,12,17,6,2,24
İrfan Kahveci,FW,Türkiye,28,1995,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Otar Kakabadze,"DF,MF",Georgia,28,1995,4.0,124,171,72.5,2058,903,65,81,80.2,37,50,74.0,13,22,59.1,0,0.6,0.3,-0.6,2,4,4,1,12
Harry Kane,FW,England,30,1993,6.7,71,104,68.3,1483,418,27,37,73.0,28,36,77.8,12,17,70.6,0,0.3,0.2,-0.3,5,6,7,1,18
N'Golo Kanté,MF,France,32,1991,5.7,289,325,88.9,4395,1268,154,167,92.2,116,123,94.3,12,16,75.0,0,1.4,1.2,-1.4,10,41,8,1,44
Žan Karničnik,DF,Slovenia,29,1994,4.3,143,190,75.3,2416,974,65,77,84.4,60,68,88.2,14,31,45.2,0,0.0,0.0,0.0,0,9,1,0,7
Guram Kashia,DF,Georgia,36,1987,4.0,93,114,81.6,1862,792,23,27,85.2,64,72,88.9,5,14,35.7,0,0.0,0.0,0.0,0,2,1,0,2
Milos Kerkez,DF,Hungary,20,2003,2.6,47,77,61.0,715,166,26,37,70.3,18,26,69.2,3,9,33.3,0,0.1,0.0,-0.1,1,2,1,1,5
Semih Kılıçsoy,FW,Türkiye,18,2005,0.0,1,1,100.0,22,16,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Joshua Kimmich,DF,Germany,28,1995,5.3,363,409,88.8,5675,1565,202,212,95.3,141,160,88.1,15,26,57.7,2,1.4,1.5,+0.6,15,28,16,6,39
Otar Kiteishvili,MF,Georgia,27,1996,1.4,45,53,84.9,632,245,22,26,84.6,18,21,85.7,2,3,66.7,0,0.0,0.0,0.0,1,2,1,0,2
Jakub Kiwior,DF,Poland,23,2000,3.0,127,153,83.0,1993,970,67,74,90.5,51,59,86.4,5,11,45.5,0,0.2,0.2,-0.2,3,7,0,0,4
László Kleinheisler,MF,Hungary,29,1994,0.6,16,17,94.1,258,18,7,8,87.5,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
Giorgi Kochorashvili,MF,Georgia,24,1999,4.0,159,176,90.3,2711,997,73,79,92.4,59,65,90.8,18,20,90.0,1,0.4,0.3,+0.6,2,11,2,0,18
Orkun Kökçü,MF,Türkiye,23,2000,2.5,94,123,76.4,1316,371,56,65,86.2,31,42,73.8,3,9,33.3,2,1.1,0.1,+0.9,4,11,2,1,11
Randal Kolo Muani,FW,France,25,1998,2.2,27,38,71.1,393,89,19,26,73.1,4,5,80.0,2,2,100.0,0,0.0,0.1,0.0,1,2,0,0,2
Yukhym Konoplia,DF,Ukraine,24,1999,0.8,32,42,76.2,544,137,14,17,82.4,17,21,81.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,3
Ezri Konsa,DF,England,26,1997,1.0,48,50,96.0,769,131,21,21,100.0,24,25,96.0,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,2
Filip Kostić,DF,Serbia,31,1992,0.5,8,15,53.3,129,13,2,3,66.7,4,7,57.1,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,0
Jules Koundé,DF,France,25,1998,6.3,332,392,84.7,5255,1737,187,207,90.3,128,147,87.1,14,25,56.0,0,0.9,0.9,-0.9,11,25,9,3,36
Mateo Kovačić,MF,Croatia,29,1994,2.5,156,168,92.9,2341,505,88,91,96.7,60,63,95.2,5,9,55.6,0,0.1,0.7,-0.1,4,19,2,0,11
Matej Kovar,GK,Czechia,23,2000,0.4,9,18,50.0,405,342,0,0,,2,2,100.0,7,16,43.8,0,0.0,0.0,0.0,0,2,0,0,0
Andrej Kramarić,FW,Croatia,32,1991,2.7,71,89,79.8,998,114,50,55,90.9,17,24,70.8,3,7,42.9,0,0.2,0.2,-0.2,6,1,3,1,7
Ladislav Krejčí,DF,Czechia,24,1999,3.0,122,143,85.3,2356,698,40,45,88.9,71,79,89.9,11,19,57.9,0,0.0,0.1,0.0,2,14,2,0,19
Toni Kroos,MF,Germany,34,1990,5.2,498,551,90.4,8494,3543,243,249,97.6,189,202,93.6,52,82,63.4,0,0.8,1.2,-0.8,15,74,6,1,67
Jan Kuchta,FW,Czechia,27,1997,1.1,11,15,73.3,172,53,5,8,62.5,6,7,85.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,3
Juraj Kucka,MF,Slovakia,36,1987,3.9,93,123,75.6,1168,262,63,70,90.0,21,28,75.0,3,12,25.0,1,0.5,0.3,+0.5,4,6,4,2,6
Jasmin Kurtić,FW,Slovenia,35,1989,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Khvicha Kvaratskhelia,FW,Georgia,22,2001,3.8,68,86,79.1,903,221,44,47,93.6,19,20,95.0,2,14,14.3,0,0.6,0.5,-0.6,8,3,5,1,10
Nika Kvekveskiri,MF,Georgia,31,1992,0.1,13,15,86.7,165,52,9,10,90.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Giorgi Kvilitaia,FW,Georgia,30,1993,0.0,2,3,66.7,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Saba Kvirkvelia,DF,Georgia,31,1992,2.0,52,61,85.2,962,375,21,23,91.3,27,29,93.1,4,8,50.0,0,0.0,0.0,0.0,0,3,0,0,5
Qazim Laçi,"MF,FW",Albania,28,1996,1.8,36,52,69.2,557,93,20,26,76.9,8,10,80.0,6,11,54.5,0,0.1,0.0,-0.1,3,2,2,1,4
Konrad Laimer,"MF,FW",Austria,26,1997,3.0,107,126,84.9,1690,502,52,57,91.2,48,53,90.6,3,3,100.0,0,0.0,0.1,0.0,1,14,1,0,17
Ádám Lang,DF,Hungary,31,1993,0.5,13,19,68.4,208,121,7,9,77.8,5,8,62.5,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,2
Aymeric Laporte,DF,Spain,29,1994,5.8,446,483,92.3,7994,2382,182,188,96.8,230,243,94.7,32,45,71.1,0,0.1,0.2,-0.1,2,56,3,1,46
Robin Le Normand,DF,Spain,27,1996,4.9,320,344,93.0,5848,1705,102,107,95.3,203,210,96.7,14,25,56.0,0,0.0,0.1,0.0,1,31,0,0,19
Rafael Leão,FW,Portugal,24,1999,3.2,85,112,75.9,1257,312,52,63,82.5,31,40,77.5,2,4,50.0,0,0.5,0.4,-0.5,5,9,6,3,13
Robert Lewandowski,FW,Poland,35,1988,1.3,19,23,82.6,276,46,12,12,100.0,4,6,66.7,2,4,50.0,0,0.1,0.1,-0.1,1,0,1,0,2
Philipp Lienhart,DF,Austria,27,1996,2.4,113,125,90.4,2347,693,28,32,87.5,59,62,95.2,20,23,87.0,0,0.0,0.0,0.0,0,14,0,0,8
Ondřej Lingr,"MF,FW",Czechia,25,1998,0.9,21,27,77.8,265,62,13,13,100.0,6,8,75.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,2
Dominik Livaković,GK,Croatia,29,1995,3.0,69,93,74.2,1660,1191,24,24,100.0,30,30,100.0,15,39,38.5,0,0.0,0.0,0.0,0,0,0,0,0
Stanislav Lobotka,MF,Slovakia,29,1994,4.3,228,243,93.8,3561,1007,132,140,94.3,77,82,93.9,15,16,93.8,0,0.1,0.1,-0.1,4,22,1,0,17
Saba Lobzhanidze,FW,Georgia,29,1994,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Luka Lochoshvili,"DF,MF",Georgia,25,1998,1.9,41,57,71.9,604,203,23,26,88.5,15,20,75.0,1,6,16.7,0,0.0,0.0,0.0,0,2,0,0,1
Fermin López,MF,Spain,20,2003,0.3,8,10,80.0,148,61,5,6,83.3,1,1,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1
Romelu Lukaku,FW,Belgium,30,1993,4.0,38,57,66.7,425,88,27,36,75.0,4,8,50.0,3,5,60.0,1,0.2,0.3,+0.8,5,0,2,0,3
Dodi Lukebakio,"FW,DF",Belgium,26,1997,0.7,24,30,80.0,329,48,15,18,83.3,8,9,88.9,0,1,0.0,0,0.1,0.1,-0.1,2,0,0,0,1
Saša Lukić,MF,Serbia,27,1996,2.3,142,150,94.7,2326,438,63,65,96.9,70,73,95.9,6,9,66.7,0,0.0,0.1,0.0,0,7,1,0,5
Andriy Lunin,GK,Ukraine,24,1999,1.0,23,24,95.8,402,311,8,8,100.0,14,15,93.3,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Mike Maignan,GK,France,28,1995,6.3,136,167,81.4,3153,1905,22,22,100.0,87,87,100.0,27,56,48.2,0,0.0,0.0,0.0,0,1,0,0,0
