Player,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Patrik Schick,FW,Czechia,28,1996,1.4,21,33,63.6,262,61,14,19,73.7,4,6,66.7,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,1
Nico Schlotterbeck,DF,Germany,24,1999,1.3,79,87,90.8,1286,649,37,40,92.5,35,36,97.2,5,8,62.5,1,0.4,0.0,+0.6,2,8,0,0,1
Kasper Schmeichel,GK,Denmark,37,1986,4.0,90,112,80.4,2476,1765,18,18,100.0,45,45,100.0,26,48,54.2,0,0.0,0.0,0.0,0,2,0,0,0
Romano Schmid,"FW,MF",Austria,24,2000,1.6,56,73,76.7,825,169,34,35,97.1,15,23,65.2,4,8,50.0,0,0.7,0.8,-0.7,3,1,3,0,5
Jerdy Schouten,MF,Netherlands,27,1997,5.6,302,328,92.1,4830,1359,144,156,92.3,137,145,94.5,14,16,87.5,0,0.1,0.6,-0.1,3,33,2,1,39
Ivan Schranz,FW,Slovakia,30,1993,3.7,62,86,72.1,809,275,43,49,87.8,12,20,60.0,3,7,42.9,0,0.3,0.3,-0.3,3,6,2,0,6
Taulant Seferi,FW,Albania,27,1996,1.0,17,26,65.4,227,68,8,14,57.1,8,10,80.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,0,3
Nicolas Seiwald,MF,Austria,22,2001,4.0,205,235,87.2,3411,1082,95,103,92.2,94,103,91.3,13,20,65.0,0,0.6,0.6,-0.6,7,27,3,0,23
Nélson Semedo,DF,Portugal,30,1993,1.1,50,56,89.3,698,120,32,33,97.0,17,20,85.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,4
Benjamin Šeško,FW,Slovenia,20,2003,4.0,43,71,60.6,566,116,25,39,64.1,16,20,80.0,0,1,0.0,0,0.1,0.0,-0.1,2,9,0,0,7
Petr Ševčík,MF,Czechia,29,1994,0.2,20,26,76.9,281,47,12,14,85.7,7,9,77.8,0,1,0.0,0,0.0,0.1,0.0,0,5,0,0,3
Stephan El Shaarawy,FW,Italy,31,1992,0.5,8,10,80.0,86,0,5,6,83.3,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Lawrence Shankland,FW,Scotland,28,1995,0.3,5,11,45.5,110,45,2,6,33.3,2,2,100.0,1,1,100.0,0,0.0,0.1,0.0,1,0,2,1,2
Mykola Shaparenko,MF,Ukraine,25,1998,2.4,111,129,86.0,1991,496,44,48,91.7,58,63,92.1,8,13,61.5,1,0.2,0.4,+0.8,2,15,2,0,18
Xherdan Shaqiri,"MF,FW",Switzerland,32,1991,0.8,26,38,68.4,401,111,15,18,83.3,10,11,90.9,1,8,12.5,0,0.0,0.0,0.0,1,0,0,0,3
Luke Shaw,DF,England,28,1995,2.0,76,87,87.4,1283,299,39,41,95.1,30,33,90.9,6,10,60.0,0,0.1,0.2,-0.1,1,6,1,1,7
Vincent Sierro,MF,Switzerland,28,1995,0.4,15,25,60.0,182,39,9,12,75.0,4,9,44.4,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,2
António Silva,DF,Portugal,20,2003,0.8,59,66,89.4,970,318,26,28,92.9,33,38,86.8,0,0,,0,0.1,0.1,-0.1,1,14,0,0,10
Bernardo Silva,"FW,MF",Portugal,29,1994,4.7,239,267,89.5,3439,695,160,170,94.1,67,73,91.8,10,17,58.8,0,0.6,0.7,-0.6,10,9,7,1,28
Unai Simón,GK,Spain,26,1997,6.3,191,245,78.0,4925,3640,34,34,100.0,102,104,98.1,54,104,51.9,0,0.0,0.0,0.0,0,1,0,0,0
Xavi Simons,"MF,FW",Netherlands,20,2003,5.0,152,184,82.6,2248,510,84,97,86.6,52,59,88.1,7,12,58.3,3,1.0,0.4,+2.0,12,18,7,0,28
Michał Skóraś,DF,Poland,23,2000,0.3,6,9,66.7,98,45,2,4,50.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Łukasz Skorupski,GK,Poland,32,1991,1.0,24,29,82.8,578,463,9,9,100.0,9,9,100.0,6,11,54.5,0,0.0,0.0,0.0,0,0,0,0,0
Andreas Skov Olsen,"MF,FW",Denmark,24,1999,1.4,30,38,78.9,444,80,16,19,84.2,11,12,91.7,2,4,50.0,0,0.4,0.2,-0.4,1,1,0,0,3
Milan Škriniar,DF,Slovakia,28,1995,4.3,257,282,91.1,4543,1583,111,113,98.2,123,130,94.6,16,30,53.3,0,0.1,0.1,-0.1,2,13,0,0,21
Bartosz Slisz,MF,Poland,24,1999,1.2,35,43,81.4,490,113,19,24,79.2,16,18,88.9,0,1,0.0,0,0.1,0.0,-0.1,2,6,0,0,5
Yann Sommer,GK,Switzerland,35,1988,5.3,138,167,82.6,2997,1816,35,35,100.0,76,76,100.0,27,55,49.1,0,0.0,0.0,0.0,0,0,0,0,0
Deian Sorescu,"MF,DF",Romania,26,1997,0.4,12,16,75.0,162,74,8,8,100.0,4,8,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Borna Sosa,DF,Croatia,26,1998,0.1,1,2,50.0,8,6,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Tomáš Souček,MF,Czechia,28,1995,3.0,74,94,78.7,1257,299,41,50,82.0,25,33,75.8,8,11,72.7,0,1.0,0.4,-1.0,6,12,1,0,11
Andraž Šporar,FW,Slovenia,29,1994,3.8,46,69,66.7,650,97,27,36,75.0,16,23,69.6,2,3,66.7,0,0.8,0.2,-0.8,8,5,1,1,3
Nicolae Stanciu,"MF,FW",Romania,30,1993,3.9,83,113,73.5,1416,405,46,54,85.2,26,32,81.3,9,19,47.4,0,0.3,0.4,-0.3,5,9,4,3,10
Jindřich Staněk,GK,Czechia,27,1996,2.6,48,75,64.0,1547,1240,13,13,100.0,14,14,100.0,21,48,43.8,0,0.0,0.0,0.0,0,0,0,0,0
Josip Stanišić,DF,Croatia,23,2000,2.0,109,133,82.0,1621,334,61,66,92.4,39,45,86.7,6,14,42.9,0,0.0,0.1,0.0,1,4,2,1,8
Renato Steffen,DF,Switzerland,32,1991,0.0,2,2,100.0,31,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Taras Stepanenko,MF,Ukraine,34,1989,0.9,63,74,85.1,991,189,31,35,88.6,29,35,82.9,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,5
Leonidas Stergiou,DF,Switzerland,21,2002,0.5,6,11,54.5,99,62,2,3,66.7,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Petar Stojanović,MF,Slovenia,28,1995,3.5,78,107,72.9,1318,341,41,50,82.0,28,35,80.0,8,15,53.3,0,0.2,0.2,-0.2,3,7,2,1,11
John Stones,DF,England,29,1994,7.7,525,559,93.9,9796,2812,200,210,95.2,261,266,98.1,57,73,78.1,0,0.0,0.1,0.0,1,30,0,0,21
Thomas Strakosha,GK,Albania,28,1995,3.0,65,93,69.9,2217,1760,11,11,100.0,25,26,96.2,29,55,52.7,0,0.0,0.0,0.0,0,0,0,0,0
Dávid Strelec,FW,Slovakia,22,2001,2.0,27,42,64.3,302,61,16,25,64.0,7,11,63.6,0,0,,1,0.8,0.7,+0.2,3,2,1,0,2
Callum Styles,MF,Hungary,23,2000,0.7,21,27,77.8,379,193,9,9,100.0,9,11,81.8,2,5,40.0,0,0.0,0.0,0.0,1,1,0,0,2
Luka Sučić,"FW,MF",Croatia,21,2002,1.6,77,84,91.7,1257,238,39,41,95.1,32,35,91.4,5,5,100.0,0,0.4,0.2,-0.4,3,7,3,1,7
Heorhiy Sudakov,MF,Ukraine,21,2002,2.9,100,120,83.3,1833,549,45,50,90.0,43,51,84.3,11,15,73.3,0,0.2,0.2,-0.2,4,12,3,0,15
Pavel Šulc,MF,Czechia,23,2000,0.9,12,16,75.0,136,30,6,6,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Tomáš Suslov,"FW,MF",Slovakia,21,2002,1.4,38,54,70.4,621,153,21,26,80.8,11,11,100.0,4,9,44.4,0,0.1,0.3,-0.1,3,3,4,3,6
Josip Šutalo,DF,Croatia,23,2000,3.0,191,199,96.0,3221,938,82,85,96.5,97,101,96.0,11,12,91.7,0,0.0,0.0,0.0,0,7,0,0,10
Oleksandr Svatok,DF,Ukraine,29,1994,0.9,24,25,96.0,356,116,15,16,93.8,9,9,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3
Karol Świderski,FW,Poland,27,1997,1.0,11,16,68.8,172,49,4,6,66.7,6,9,66.7,1,1,100.0,0,0.6,0.3,-0.6,2,0,1,1,0
Serhiy Sydorchuk,MF,Ukraine,32,1991,0.1,1,2,50.0,18,19,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Attila Szalai,DF,Hungary,26,1998,1.1,48,59,81.4,883,371,23,24,95.8,14,18,77.8,9,14,64.3,0,0.0,0.0,0.0,0,3,0,0,8
Wojciech Szczęsny,GK,Poland,33,1990,2.0,42,66,63.6,1064,724,7,7,100.0,24,25,96.0,11,34,32.4,0,0.0,0.0,0.0,0,1,0,0,0
Dominik Szoboszlai,MF,Hungary,23,2000,3.0,110,149,73.8,2076,574,60,66,90.9,32,40,80.0,16,33,48.5,1,1.2,0.8,-0.2,7,6,3,1,8
Sebastian Szymański,MF,Poland,24,1999,1.2,30,37,81.1,414,136,16,18,88.9,10,13,76.9,2,3,66.7,0,0.0,0.0,0.0,1,4,0,0,8
Dušan Tadić,MF,Serbia,35,1988,1.7,65,87,74.7,943,269,43,48,89.6,11,13,84.6,6,16,37.5,0,0.6,0.7,-0.6,4,4,4,2,4
Jonathan Tah,DF,Germany,27,1996,3.5,266,282,94.3,4312,1437,121,124,97.6,138,146,94.5,5,9,55.6,0,0.1,0.1,-0.1,2,23,0,0,15
Maksym Talovierov,MF,Ukraine,23,2000,0.0,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Aurélien Tchouaméni,MF,France,24,2000,5.2,355,381,93.2,6679,2154,159,166,95.8,150,157,95.5,44,51,86.3,0,0.2,0.3,-0.2,6,70,3,3,56
Arthur Theate,DF,Belgium,23,2000,2.8,169,197,85.8,2910,925,71,76,93.4,85,94,90.4,11,23,47.8,0,0.0,0.1,0.0,2,17,0,0,9
Marcus Thuram,FW,France,26,1997,2.9,45,53,84.9,514,97,33,39,84.6,10,10,100.0,0,0,,0,0.1,0.4,-0.1,1,3,3,0,6
Youri Tielemans,MF,Belgium,26,1997,1.6,96,112,85.7,1829,540,43,43,100.0,41,50,82.0,11,14,78.6,0,0.0,0.1,0.0,1,10,1,0,15
Kieran Tierney,DF,Scotland,26,1997,1.5,69,92,75.0,1267,500,28,29,96.6,31,36,86.1,8,18,44.4,0,0.0,0.0,0.0,0,3,0,0,3
Ivan Toney,FW,England,27,1996,0.5,8,15,53.3,105,21,5,10,50.0,3,4,75.0,0,0,,1,0.2,0.1,+0.8,1,0,0,0,0
Ferrán Torres,"FW,MF",Spain,23,2000,1.7,34,46,73.9,559,86,22,23,95.7,6,10,60.0,5,9,55.6,0,0.1,0.8,-0.1,1,0,3,1,2
Cenk Tosun,FW,Türkiye,32,1991,0.3,2,4,50.0,17,0,1,2,50.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Gernot Trauner,DF,Austria,31,1992,1.0,74,78,94.9,1281,451,33,34,97.1,34,34,100.0,5,6,83.3,0,0.0,0.0,0.0,0,10,0,0,8
Kieran Trippier,DF,England,33,1990,5.0,313,357,87.7,4856,1439,156,166,94.0,124,136,91.2,20,34,58.8,0,0.8,0.5,-0.8,9,22,8,3,29
Leandro Trossard,FW,Belgium,29,1994,1.9,55,70,78.6,926,181,29,34,85.3,19,22,86.4,5,6,83.3,0,0.1,0.5,-0.1,3,6,2,1,5
Anatolii Trubin,GK,Ukraine,22,2001,2.0,55,70,78.6,1334,986,6,6,100.0,38,38,100.0,11,25,44.0,0,0.0,0.0,0.0,0,0,0,0,0
Heorhii Tsitaishvili,"DF,MF",Georgia,23,2000,2.1,47,68,69.1,693,117,22,28,78.6,18,24,75.0,2,10,20.0,0,0.1,0.1,-0.1,1,0,1,0,3
Viktor Tsyhankov,FW,Ukraine,26,1997,0.7,25,32,78.1,341,43,15,16,93.8,9,12,75.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1
Ľubomír Tupta,MF,Slovakia,25,1998,0.1,4,4,100.0,38,0,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Oleksandr Tymchyk,DF,Ukraine,27,1997,2.2,66,83,79.5,1179,302,30,33,90.9,30,37,81.1,5,9,55.6,0,0.0,0.1,0.0,1,4,1,1,7
Deniz Undav,MF,Germany,27,1996,0.1,1,2,50.0,16,0,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Dayot Upamecano,DF,France,25,1998,6.3,339,371,91.4,6523,2010,113,119,95.0,188,196,95.9,34,48,70.8,0,0.1,0.1,-0.1,3,28,0,0,28
Kacper Urbanski,"FW,MF",Poland,19,2004,1.6,41,49,83.7,528,114,28,30,93.3,8,12,66.7,2,2,100.0,0,0.1,0.2,-0.1,2,6,1,0,3
Virgil van Dijk,DF,Netherlands,32,1991,6.0,356,394,90.4,6467,2661,154,162,95.1,162,175,92.6,37,52,71.2,0,0.1,0.1,-0.1,3,19,2,0,20
Vladyslav Vanat,FW,Ukraine,22,2002,0.2,1,2,50.0,11,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Barnabás Varga,FW,Hungary,30,1994,2.8,27,54,50.0,371,119,19,36,52.8,5,10,50.0,2,3,66.7,0,0.1,0.0,-0.1,1,4,1,0,7
Ruben Vargas,"MF,FW",Switzerland,25,1998,3.4,88,118,74.6,1309,309,51,57,89.5,30,39,76.9,4,12,33.3,1,1.1,0.6,-0.1,7,5,4,0,12
Denis Vavro,DF,Slovakia,27,1996,4.3,213,264,80.7,4366,1412,70,78,89.7,116,128,90.6,26,53,49.1,0,0.0,0.1,0.0,0,11,1,0,15
Joey Veerman,MF,Netherlands,25,1998,2.3,131,167,78.4,2327,676,53,63,84.1,62,67,92.5,14,30,46.7,0,0.3,0.4,-0.3,6,17,3,1,17
Miloš Veljković,DF,Serbia,28,1995,3.0,206,226,91.2,3799,1169,83,85,97.6,103,113,91.2,18,26,69.2,0,0.0,0.1,0.0,0,23,2,0,27
Micky van de Ven,DF,Netherlands,22,2001,0.8,33,43,76.7,541,158,17,19,89.5,14,20,70.0,1,1,100.0,0,0.0,0.0,0.0,0,5,0,0,2
Benjamin Verbič,MF,Slovenia,30,1993,0.8,6,14,42.9,96,28,3,8,37.5,3,4,75.0,0,1,0.0,0,0.1,0.1,-0.1,1,1,1,0,1
Bart Verbruggen,GK,Netherlands,21,2002,6.0,177,209,84.7,4194,2949,51,51,100.0,85,85,100.0,41,73,56.2,0,0.0,0.0,0.0,0,4,0,0,0
Jan Vertonghen,DF,Belgium,36,1987,3.0,196,209,93.8,3823,1341,64,66,97.0,112,116,96.6,19,25,76.0,0,0.0,0.0,0.0,0,4,0,0,3
Jannik Vestergaard,DF,Denmark,31,1992,4.0,250,268,93.3,3838,1512,136,137,99.3,102,109,93.6,9,17,52.9,0,0.0,0.0,0.0,0,14,0,0,15
Žan Vipotnik,FW,Slovenia,21,2002,0.2,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Vitinha,MF,Portugal,23,2000,4.0,294,323,91.0,4987,1098,142,147,96.6,133,139,95.7,17,29,58.6,0,0.1,0.3,-0.1,3,32,3,1,28
Daniel Vivian,DF,Spain,24,1999,1.4,101,109,92.7,1955,728,32,32,100.0,60,63,95.2,9,13,69.2,0,0.0,0.0,0.0,0,11,0,0,10
Dušan Vlahović,"MF,FW",Serbia,24,2000,2.0,15,27,55.6,257,37,8,14,57.1,4,6,66.7,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,2
Stefan de Vrij,DF,Netherlands,31,1992,6.0,381,416,91.6,6948,2287,129,138,93.5,224,239,93.7,24,33,72.7,0,0.0,0.2,0.0,0,35,2,0,26
Kyle Walker,DF,England,33,1990,7.7,490,554,88.4,8466,2435,221,234,94.4,214,239,89.5,47,60,78.3,0,0.1,0.2,-0.1,1,50,0,0,50
Ollie Watkins,FW,England,28,1995,0.7,4,5,80.0,51,1,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Wout Weghorst,FW,Netherlands,31,1992,1.5,22,31,71.0,226,52,17,18,94.4,2,7,28.6,1,1,100.0,1,0.3,0.2,+0.7,2,0,0,0,0
Andreas Weimann,FW,Austria,32,1991,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,30,1993,3.3,96,127,75.6,1441,345,54,61,88.5,37,48,77.1,3,12,25.0,0,0.0,0.1,0.0,1,2,0,0,3
Georginio Wijnaldum,MF,Netherlands,33,1990,0.8,10,16,62.5,148,32,5,6,83.3,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
Nico Williams,FW,Spain,21,2002,5.5,179,220,81.4,2610,665,119,126,94.4,37,51,72.5,17,32,53.1,1,1.6,2.1,-0.6,13,4,15,4,21
Patrick Wimmer,"FW,MF",Austria,22,2001,1.5,32,48,66.7,512,180,16,20,80.0,9,12,75.0,4,9,44.4,0,0.1,0.1,-0.1,1,6,1,0,4
Jonas Wind,FW,Denmark,24,1999,2.1,62,77,80.5,706,91,46,56,82.1,11,12,91.7,1,3,33.3,1,0.8,0.3,+0.2,5,2,1,1,2
Florian Wirtz,"FW,MF",Germany,20,2003,3.1,168,190,88.4,2156,466,111,120,92.5,46,54,85.2,3,5,60.0,0,0.8,0.8,-0.8,7,8,3,0,20
Maximilian Wöber,DF,Austria,25,1998,1.9,101,118,85.6,1797,582,38,41,92.7,60,67,89.6,3,6,50.0,0,0.1,0.2,-0.1,2,8,2,2,7
Granit Xhaka,MF,Switzerland,31,1992,5.3,369,407,90.7,6085,1674,181,194,93.3,165,172,95.9,19,31,61.3,0,0.4,0.5,-0.4,8,56,4,0,36
Lamine Yamal,FW,Spain,16,2007,5.6,158,205,77.1,2252,625,100,112,89.3,45,59,76.3,7,16,43.8,4,2.8,2.0,+1.2,19,5,12,3,23
Roman Yaremchuk,FW,Ukraine,28,1995,1.3,23,30,76.7,272,44,16,18,88.9,5,5,100.0,0,2,0.0,0,0.1,0.1,-0.1,2,0,2,0,3
Andriy Yarmolenko,"FW,MF",Ukraine,34,1989,1.2,34,49,69.4,505,131,22,27,81.5,10,16,62.5,1,5,20.0,0,0.0,0.3,0.0,0,1,2,0,6
Yusuf Yazıcı,"MF,FW",Türkiye,27,1997,0.6,16,20,80.0,213,66,9,12,75.0,6,7,85.7,0,0,,0,0.0,0.0,0.0,0,3,0,0,3
Kenan Yıldız,"FW,MF",Türkiye,18,2005,3.8,92,110,83.6,1272,234,52,62,83.9,36,39,92.3,1,3,33.3,0,0.1,0.4,-0.1,1,3,2,0,6
Okay Yokuşlu,"MF,DF",Türkiye,29,1994,0.6,26,28,92.9,487,119,10,11,90.9,12,13,92.3,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,2
İsmail Yüksek,MF,Türkiye,25,1999,1.7,91,99,91.9,1562,458,47,48,97.9,32,37,86.5,9,10,90.0,1,0.1,0.1,+0.9,3,9,1,0,4
Illia Zabarnyi,DF,Ukraine,21,2002,3.0,172,200,86.0,3633,1194,48,50,96.0,108,115,93.9,16,33,48.5,0,0.1,0.0,-0.1,2,14,1,0,14
Mattia Zaccagni,"MF,FW",Italy,28,1995,0.9,30,38,78.9,434,72,17,19,89.5,10,14,71.4,2,4,50.0,0,0.4,0.1,-0.4,2,0,1,1,3
Denis Zakaria,MF,Switzerland,27,1996,0.3,7,7,100.0,91,2,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Nicola Zalewski,DF,Poland,22,2002,2.7,73,100,73.0,1017,359,45,51,88.2,23,27,85.2,3,11,27.3,0,0.1,0.1,-0.1,1,4,3,1,14
Piotr Zieliński,MF,Poland,29,1994,2.8,123,150,82.0,1715,680,70,77,90.9,36,41,87.8,10,18,55.6,1,0.4,0.4,+0.6,6,7,2,1,10
Oleksandr Zinchenko,DF,Ukraine,27,1996,2.4,137,161,85.1,2350,737,69,75,92.0,58,70,82.9,9,13,69.2,1,0.2,0.2,+0.8,2,10,2,0,11
Joshua Zirkzee,"FW,DF",Netherlands,22,2001,0.1,2,2,100.0,24,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Andrija Živković,DF,Serbia,27,1996,2.7,115,142,81.0,1892,612,59,62,95.2,43,52,82.7,10,15,66.7,0,0.7,0.6,-0.7,5,7,9,6,12
Budu Zivzivadze,"FW,MF",Georgia,29,1994,0.2,3,3,100.0,47,16,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Steven Zuber,MF,Switzerland,32,1991,0.9,32,35,91.4,512,202,22,23,95.7,7,7,100.0,3,3,100.0,0,0.0,0.0,0.0,1,3,2,1,2
Martín Zubimendi,MF,Spain,24,1999,1.6,108,117,92.3,1833,437,45,46,97.8,51,55,92.7,9,11,81.8,0,0.0,0.1,0.0,1,9,1,0,17
Oleksandr Zubkov,FW,Ukraine,27,1996,0.3,6,10,60.0,99,37,3,4,75.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,2
