Player,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Angus Gunn,GK,Scotland,28,1996,3.0,128,100,127,1,0,0,128,0,0,,0,,74,350,140,0,0,0,0,0,52,0
Mert Günok,GK,Türkiye,34,1989,4.0,142,121,140,2,0,0,142,0,0,,0,,69,387,250,0,0,0,0,0,54,0
Joško Gvardiol,DF,Croatia,22,2002,3.0,187,7,42,111,36,2,187,6,4,66.7,0,0.0,111,661,343,3,5,0,5,7,132,8
Giorgi Gwelesiani,DF,Georgia,32,1991,1.8,59,24,54,5,0,0,59,0,0,,0,,22,93,59,1,0,0,1,0,32,0
Norbert Gyömbér,DF,Slovakia,31,1992,0.4,39,2,8,29,2,0,39,0,0,,0,,31,282,205,4,1,0,0,0,32,0
Ianis Hagi,MF,Romania,25,1998,2.1,85,3,16,34,36,3,85,3,1,33.3,1,33.3,49,305,126,4,2,2,1,3,60,5
Dávid Hancko,DF,Slovakia,26,1997,4.1,231,16,73,94,64,8,231,4,1,25.0,2,50.0,113,435,267,6,5,0,3,4,126,14
Grant Hanley,DF,Scotland,32,1991,2.5,156,14,66,85,7,5,156,1,0,0.0,1,100.0,95,365,125,0,0,0,0,0,102,0
Lukáš Haraslín,FW,Slovakia,27,1996,2.9,101,1,12,32,59,12,101,9,5,55.6,2,22.2,61,396,266,13,5,7,4,3,64,20
Kai Havertz,"FW,MF",Germany,24,1999,4.3,174,7,19,45,112,38,172,10,4,40.0,6,60.0,92,530,286,12,6,7,9,6,130,38
Jack Hendry,DF,Scotland,28,1995,2.9,146,21,72,69,7,1,146,0,0,,0,,91,409,166,1,2,0,0,0,92,2
Benjamin Henrichs,DF,Germany,26,1997,0.1,6,0,1,3,2,0,6,0,0,,0,,4,31,26,1,0,0,0,0,4,1
Theo Hernández,DF,France,26,1997,6.3,455,16,95,201,165,13,455,14,5,35.7,7,50.0,324,1472,803,22,18,4,10,1,337,63
Morten Hjulmand,MF,Denmark,24,1999,2.7,238,5,29,145,64,3,238,3,1,33.3,2,66.7,159,529,226,1,3,0,2,3,199,7
Adam Hložek,MF,Czechia,21,2002,1.2,32,2,5,9,18,3,32,4,0,0.0,4,100.0,22,93,34,1,1,0,2,2,23,3
Tomáš Holeš,DF,Czechia,30,1993,3.0,154,20,65,73,16,0,154,1,0,0.0,0,0.0,81,372,200,1,3,0,0,0,83,0
Arbër Hoxha,"FW,MF",Albania,25,1998,0.6,29,0,4,8,18,4,29,4,0,0.0,1,25.0,24,267,177,7,4,2,2,3,21,3
Robin Hranáč,DF,Czechia,24,2000,3.0,110,15,53,48,9,4,110,0,0,,0,,61,362,189,1,1,0,1,1,58,1
Elseid Hysaj,DF,Albania,29,1994,2.0,70,6,30,31,9,2,70,0,0,,0,,30,97,43,0,0,0,2,0,35,2
Pierre Højbjerg,MF,Denmark,28,1995,3.9,339,7,48,219,74,4,339,5,1,20.0,2,40.0,250,1084,492,7,7,2,4,4,262,13
Rasmus Højlund,FW,Denmark,20,2003,3.2,86,0,3,33,51,16,86,6,1,16.7,5,83.3,53,307,87,6,4,5,8,6,64,28
Ivan Ilić,MF,Serbia,22,2001,2.2,175,6,39,112,25,0,175,2,0,0.0,1,50.0,121,661,288,3,3,0,2,1,123,6
Josip Iličić,"FW,MF",Slovenia,36,1988,0.3,15,1,7,3,5,0,15,0,0,,0,,7,46,17,0,0,0,1,1,9,0
Gonçalo Inácio,DF,Portugal,22,2001,1.3,163,0,26,103,35,1,163,4,4,100.0,0,0.0,103,531,391,9,8,0,0,0,130,2
Luka Ivanušec,MF,Croatia,25,1998,0.2,13,1,1,5,7,0,13,0,0,,0,,3,9,0,0,0,0,0,1,7,0
Erik Janža,DF,Slovenia,30,1993,3.0,136,9,49,56,31,1,136,0,0,,0,,64,353,206,3,3,0,1,0,74,5
Jorginho,MF,Italy,32,1991,2.4,256,5,41,167,48,0,256,1,0,0.0,1,100.0,214,746,379,1,3,0,1,2,216,4
Joselu,FW,Spain,33,1990,1.0,26,1,6,11,10,3,26,1,1,100.0,0,0.0,10,51,31,1,0,1,2,0,17,1
Diogo Jota,"FW,MF",Portugal,27,1996,1.1,49,1,4,19,28,6,49,5,1,20.0,3,60.0,35,239,134,6,4,2,3,2,39,13
Luka Jović,"MF,FW",Serbia,26,1997,1.1,24,0,3,9,12,2,24,1,1,100.0,0,0.0,20,111,41,1,1,0,2,0,23,3
Josip Juranović,DF,Croatia,28,1995,1.0,73,2,16,24,33,1,73,1,0,0.0,1,100.0,23,132,96,1,2,1,1,0,47,10
David Jurásek,DF,Czechia,23,2000,1.8,95,2,13,36,47,1,95,5,0,0.0,5,100.0,53,183,46,0,1,0,3,0,54,16
Matěj Jurásek,"DF,MF",Czechia,20,2003,0.5,39,1,2,9,28,3,39,7,4,57.1,2,28.6,28,210,106,6,1,2,2,0,29,13
Ferdi Kadioglu,"DF,MF",Türkiye,24,1999,5.0,331,11,92,157,86,4,331,12,6,50.0,3,25.0,177,1333,836,22,13,2,4,5,216,21
İrfan Kahveci,FW,Türkiye,28,1995,0.1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Otar Kakabadze,"DF,MF",Georgia,28,1995,4.0,211,12,83,91,40,1,211,6,3,50.0,3,50.0,106,445,167,3,5,0,6,5,119,9
Harry Kane,FW,England,30,1993,6.7,152,3,10,67,76,25,151,4,1,25.0,3,75.0,97,501,190,3,8,2,11,9,121,18
N'Golo Kanté,MF,France,32,1991,5.7,373,9,69,197,115,9,373,7,4,57.1,3,42.9,278,1329,634,16,12,2,5,6,290,19
Žan Karničnik,DF,Slovenia,29,1994,4.3,228,14,98,98,35,3,228,4,3,75.0,0,0.0,113,746,455,8,1,1,5,3,128,10
Guram Kashia,DF,Georgia,36,1987,4.0,171,54,123,47,2,0,171,0,0,,0,,69,286,115,0,0,0,2,0,82,0
Milos Kerkez,DF,Hungary,20,2003,2.6,95,7,31,34,30,1,95,0,0,,0,,66,411,192,9,3,1,2,1,58,9
Semih Kılıçsoy,FW,Türkiye,18,2005,0.0,2,0,0,1,1,1,2,0,0,,0,,2,13,1,0,0,0,0,0,2,1
Joshua Kimmich,DF,Germany,28,1995,5.3,447,15,89,183,177,9,447,2,0,0.0,2,100.0,264,1543,859,14,15,1,1,1,337,52
Otar Kiteishvili,MF,Georgia,27,1996,1.4,69,8,40,29,1,0,69,0,0,,0,,23,72,17,1,0,0,2,0,33,0
Jakub Kiwior,DF,Poland,23,2000,3.0,183,12,87,74,22,4,183,2,2,100.0,0,0.0,69,353,156,2,1,0,0,5,104,5
László Kleinheisler,MF,Hungary,29,1994,0.6,21,0,3,15,3,1,21,1,0,0.0,1,100.0,16,86,25,0,0,0,1,0,13,1
Giorgi Kochorashvili,MF,Georgia,24,1999,4.0,214,14,74,123,20,4,214,9,6,66.7,2,22.2,132,713,347,4,6,2,2,7,155,4
Orkun Kökçü,MF,Türkiye,23,2000,2.5,145,3,24,82,41,5,145,3,1,33.3,2,66.7,62,414,214,7,3,1,2,4,106,10
Randal Kolo Muani,FW,France,25,1998,2.2,59,5,14,17,28,10,59,4,1,25.0,3,75.0,40,209,106,4,2,2,3,6,45,13
Yukhym Konoplia,DF,Ukraine,24,1999,0.8,48,0,11,22,15,0,48,0,0,,0,,30,102,53,3,4,0,1,1,34,10
Ezri Konsa,DF,England,26,1997,1.0,62,12,31,29,2,0,62,0,0,,0,,38,148,47,0,0,0,0,0,48,0
Filip Kostić,DF,Serbia,31,1992,0.5,19,1,6,8,5,0,19,0,0,,0,,8,20,10,0,0,0,1,0,10,3
Jules Koundé,DF,France,25,1998,6.3,457,22,111,191,160,12,457,6,4,66.7,1,16.7,251,1037,612,14,12,2,4,6,271,41
Mateo Kovačić,MF,Croatia,29,1994,2.5,192,1,21,112,61,4,192,10,6,60.0,1,10.0,133,984,533,12,13,2,3,5,160,4
Matej Kovar,GK,Czechia,23,2000,0.4,18,9,16,2,0,0,18,0,0,,0,,14,97,43,0,0,0,0,0,10,0
Andrej Kramarić,FW,Croatia,32,1991,2.7,111,3,6,36,69,13,111,9,5,55.6,2,22.2,67,477,222,5,7,2,4,2,89,32
Ladislav Krejčí,DF,Czechia,24,1999,3.0,169,22,65,82,23,8,169,2,1,50.0,0,0.0,101,590,412,6,2,0,1,0,105,0
Toni Kroos,MF,Germany,34,1990,5.2,577,13,110,358,112,2,577,1,0,0.0,1,100.0,354,1567,814,2,9,0,3,1,454,7
Jan Kuchta,FW,Czechia,27,1997,1.1,22,2,7,6,10,1,22,0,0,,0,,11,47,30,0,1,0,3,0,13,2
Juraj Kucka,MF,Slovakia,36,1987,3.9,158,7,33,69,57,7,158,4,0,0.0,3,75.0,89,356,140,3,4,1,4,4,111,10
Jasmin Kurtić,FW,Slovenia,35,1989,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Khvicha Kvaratskhelia,FW,Georgia,22,2001,3.8,130,2,19,50,68,11,130,30,11,36.7,15,50.0,78,743,400,16,17,5,5,6,89,19
Nika Kvekveskiri,MF,Georgia,31,1992,0.1,16,0,9,7,0,0,16,0,0,,0,,10,54,12,0,0,0,0,1,16,1
Giorgi Kvilitaia,FW,Georgia,30,1993,0.0,4,0,2,2,0,0,4,1,0,0.0,1,100.0,3,9,1,0,0,0,0,0,3,0
Saba Kvirkvelia,DF,Georgia,31,1992,2.0,86,19,43,41,2,0,86,0,0,,0,,36,109,46,0,0,0,0,0,44,1
Qazim Laçi,"MF,FW",Albania,28,1996,1.8,72,6,25,27,20,5,72,1,1,100.0,0,0.0,39,146,59,2,2,0,2,3,45,9
Konrad Laimer,"MF,FW",Austria,26,1997,3.0,152,3,21,72,59,8,152,4,2,50.0,2,50.0,109,555,305,7,9,2,4,1,108,10
Ádám Lang,DF,Hungary,31,1993,0.5,25,3,14,9,2,0,25,0,0,,0,,10,32,8,0,0,0,1,0,9,0
Aymeric Laporte,DF,Spain,29,1994,5.8,534,50,172,305,58,6,534,1,1,100.0,0,0.0,387,2228,1535,13,13,0,3,0,415,1
Robin Le Normand,DF,Spain,27,1996,4.9,378,28,153,206,19,5,378,0,0,,0,,277,1294,690,3,5,0,2,0,300,1
Rafael Leão,FW,Portugal,24,1999,3.2,141,0,6,55,82,17,141,26,7,26.9,13,50.0,109,1098,588,28,11,11,4,2,122,32
Robert Lewandowski,FW,Poland,35,1988,1.3,44,4,9,22,13,3,43,6,3,50.0,2,33.3,26,109,39,0,0,0,3,0,30,5
Philipp Lienhart,DF,Austria,27,1996,2.4,146,14,54,87,8,3,146,1,1,100.0,0,0.0,104,649,294,2,1,0,3,1,102,0
Ondřej Lingr,"MF,FW",Czechia,25,1998,0.9,40,1,2,9,29,5,40,1,1,100.0,0,0.0,22,93,34,1,1,1,3,1,25,6
Dominik Livaković,GK,Croatia,29,1995,3.0,101,88,101,0,0,0,101,0,0,,0,,52,234,156,0,0,0,1,0,49,0
Stanislav Lobotka,MF,Slovakia,29,1994,4.3,272,10,60,182,31,0,272,5,2,40.0,1,20.0,184,971,438,8,10,0,1,3,206,1
Saba Lobzhanidze,FW,Georgia,29,1994,0.1,5,3,3,0,2,2,5,0,0,,0,,2,14,10,1,0,1,0,0,2,2
Luka Lochoshvili,"DF,MF",Georgia,25,1998,1.9,78,8,41,27,12,2,78,2,0,0.0,0,0.0,33,154,82,1,2,0,1,1,33,2
Fermin López,MF,Spain,20,2003,0.3,19,0,3,6,10,3,19,2,0,0.0,2,100.0,9,39,7,0,0,0,1,1,11,1
Romelu Lukaku,FW,Belgium,30,1993,4.0,84,3,6,23,57,23,84,5,1,20.0,3,60.0,51,257,150,6,3,4,3,4,64,19
Dodi Lukebakio,"FW,DF",Belgium,26,1997,0.7,48,0,3,11,34,8,48,7,2,28.6,5,71.4,29,131,48,3,1,3,4,2,34,13
Saša Lukić,MF,Serbia,27,1996,2.3,178,10,29,122,28,2,178,2,0,0.0,2,100.0,128,857,443,5,4,0,0,2,128,7
Andriy Lunin,GK,Ukraine,24,1999,1.0,25,21,25,0,0,0,25,0,0,,0,,19,83,56,0,0,0,0,0,14,0
Mike Maignan,GK,France,28,1995,6.3,184,151,180,4,0,0,184,0,0,,0,,128,644,380,0,0,0,1,0,101,0
Kobbie Mainoo,MF,England,18,2005,4.1,239,4,32,124,86,9,239,5,2,40.0,3,60.0,154,848,315,6,6,1,5,2,190,13
Lovro Majer,"FW,MF",Croatia,26,1998,1.6,119,1,14,53,53,8,119,1,1,100.0,0,0.0,81,491,196,4,6,0,5,1,95,10
Donyell Malen,FW,Netherlands,25,1999,2.1,78,1,7,30,43,14,78,13,9,69.2,3,23.1,59,476,293,12,5,6,5,2,65,24
Ruslan Malinovskyi,MF,Ukraine,30,1993,0.4,38,3,7,21,11,0,38,0,0,,0,,20,143,108,1,2,0,1,0,19,0
Giorgi Mamardashvili,GK,Georgia,23,2000,4.0,143,131,143,0,0,0,143,0,0,,0,,53,318,211,0,0,0,0,0,25,0
Dennis Man,MF,Romania,25,1998,3.0,107,0,7,31,71,11,107,9,4,44.4,5,55.6,68,591,225,5,3,2,6,3,73,19
Rey Manaj,FW,Albania,26,1997,1.7,48,1,7,25,16,4,48,0,0,,0,,27,69,13,0,1,0,7,4,37,4
Gianluca Mancini,DF,Italy,27,1996,1.0,73,11,24,45,4,0,73,0,0,,0,,60,361,239,2,3,0,1,0,57,0
Orel Mangala,MF,Belgium,25,1998,1.5,80,1,20,48,14,0,80,0,0,,0,,55,207,94,0,2,0,0,0,63,2
Marius Marin,MF,Romania,25,1998,3.4,132,10,54,65,13,0,132,2,0,0.0,1,50.0,55,344,184,0,2,0,2,1,71,2
Răzvan Marin,MF,Romania,27,1996,3.9,144,8,40,69,36,4,143,6,2,33.3,4,66.7,73,336,147,3,2,1,3,3,96,5
Ádám Martin,"FW,DF",Hungary,29,1994,0.5,21,2,3,10,8,1,21,0,0,,0,,13,46,19,0,0,0,0,1,15,2
Mykola Matviyenko,DF,Ukraine,27,1996,3.0,254,28,140,107,9,1,254,0,0,,0,,191,1047,774,7,1,0,1,1,201,1
Kylian Mbappé,FW,France,25,1998,5.2,238,1,11,59,169,39,237,34,17,50.0,15,44.1,194,1272,640,28,14,20,6,6,208,55
John McGinn,"MF,FW",Scotland,29,1994,2.6,57,0,5,32,22,1,57,7,4,57.1,1,14.3,41,233,99,2,3,1,5,5,49,9
Callum McGregor,MF,Scotland,30,1993,2.7,139,3,22,100,19,2,139,0,0,,0,,93,339,95,0,0,0,3,3,98,3
Scott McKenna,DF,Scotland,27,1996,1.5,108,13,46,52,11,4,108,0,0,,0,,66,291,106,0,3,0,2,1,63,3
Kenny McLean,MF,Scotland,32,1992,0.5,32,1,4,18,10,0,32,0,0,,0,,18,84,35,0,0,0,1,1,19,1
Scott McTominay,MF,Scotland,27,1996,3.0,101,9,22,44,36,7,101,7,2,28.6,2,28.6,55,299,105,2,5,0,7,4,62,4
Anzor Mekvabishvili,MF,Georgia,22,2001,2.1,115,6,31,68,17,3,115,0,0,,0,,66,309,97,2,1,1,3,0,81,4
Memphis,"FW,MF",Netherlands,29,1994,5.1,218,0,6,86,128,29,218,17,6,35.3,9,52.9,126,498,198,6,3,5,11,8,153,30
Nuno Mendes,DF,Portugal,21,2002,4.7,429,12,89,253,90,9,429,21,7,33.3,14,66.7,277,1332,803,11,8,3,5,8,316,25
Mikel Merino,"MF,FW",Spain,27,1996,2.0,156,5,29,84,44,5,156,2,1,50.0,1,50.0,82,326,112,2,3,1,4,3,117,13
Valentin Mihaila,MF,Romania,23,2000,1.3,53,6,18,23,13,2,53,5,1,20.0,4,80.0,24,152,54,0,1,0,5,2,31,5
Srđan Mijailović,DF,Serbia,30,1993,0.8,34,3,13,13,8,0,34,0,0,,0,,16,62,27,1,1,0,0,1,17,2
Georges Mikautadze,FW,Georgia,23,2000,3.8,111,0,11,64,41,9,109,19,7,36.8,11,57.9,76,551,180,4,10,2,13,3,81,16
Nikola Milenković,DF,Serbia,26,1997,3.0,250,29,137,108,6,1,250,0,0,,0,,186,839,378,2,3,0,0,0,183,0
Sergej Milinković-Savić,MF,Serbia,28,1995,1.3,94,3,10,56,28,6,94,2,1,50.0,1,50.0,68,378,189,3,2,0,3,2,73,7
Mario Mitaj,DF,Albania,20,2003,3.0,173,20,79,73,22,0,173,3,3,100.0,0,0.0,85,306,87,0,1,1,0,3,99,4
Aleksandar Mitrović,FW,Serbia,29,1994,2.7,89,2,8,45,36,14,89,4,2,50.0,2,50.0,53,194,42,0,2,0,8,5,63,10
Maximilian Mittelstädt,DF,Germany,26,1997,3.4,251,8,44,111,96,10,251,3,0,0.0,2,66.7,150,648,337,8,7,0,3,0,177,39
Filip Mladenović,DF,Serbia,32,1991,1.2,68,0,8,27,33,1,68,2,1,50.0,0,0.0,46,218,91,2,2,0,0,1,42,9
Jan Mlakar,MF,Slovenia,25,1998,3.3,90,12,28,35,27,3,90,4,1,25.0,3,75.0,43,254,129,4,3,2,4,2,51,5
Jakub Moder,MF,Poland,24,1999,2.0,140,9,38,83,23,3,140,3,2,66.7,0,0.0,74,433,227,2,4,0,1,1,97,4
Luka Modrić,MF,Croatia,38,1985,2.6,241,0,22,134,86,5,240,4,3,75.0,0,0.0,155,883,494,11,7,1,4,4,182,8
Vasile Mogos,DF,Romania,31,1992,0.4,8,0,1,4,3,0,8,0,0,,0,,2,6,5,0,0,0,1,0,3,1
Álvaro Morata,FW,Spain,31,1992,5.0,154,3,12,69,73,15,154,4,1,25.0,3,75.0,81,347,123,4,2,1,6,9,123,27
Lewis Morgan,DF,Scotland,27,1996,0.0,4,0,1,2,1,1,4,0,0,,0,,2,11,5,1,0,1,0,0,2,1
Ernest Muçi,FW,Albania,22,2001,0.2,9,0,2,4,3,0,9,0,0,,0,,5,37,7,0,0,0,0,0,6,1
Mykhailo Mudryk,"FW,MF",Ukraine,23,2001,1.9,66,2,11,13,44,10,66,8,5,62.5,3,37.5,39,425,289,11,7,2,1,0,42,16
Mert Müldür,"DF,MF",Türkiye,24,1999,3.8,216,13,55,103,60,2,216,5,2,40.0,2,40.0,96,619,435,11,6,0,6,1,127,13
Thomas Müller,"MF,FW",Germany,34,1989,0.6,36,0,5,10,21,6,36,1,0,0.0,1,100.0,16,62,39,2,1,0,0,0,25,8
Jamal Musiala,FW,Germany,20,2003,4.7,246,2,18,103,128,26,246,35,13,37.1,16,45.7,173,1253,677,28,16,13,10,10,193,34
Phillipp Mwene,DF,Austria,30,1994,2.2,138,5,32,53,55,0,138,2,1,50.0,1,50.0,83,309,146,6,6,0,4,0,79,18
Vitaliy Mykolenko,DF,Ukraine,24,1999,0.6,23,1,4,6,13,0,23,0,0,,0,,16,50,21,1,1,0,1,0,16,6
Joakim Mæhle,"DF,MF",Denmark,26,1997,3.1,184,3,44,83,63,4,184,9,4,44.4,4,44.4,117,641,350,12,6,2,2,2,127,21
Nacho,DF,Spain,34,1990,2.9,160,26,67,89,5,0,160,2,1,50.0,0,0.0,84,487,337,1,2,0,1,0,108,1
Ádám Nagy,MF,Hungary,28,1995,1.8,91,8,31,51,9,0,91,0,0,,0,,62,250,114,0,4,0,1,1,55,0
Zsolt Nagy,DF,Hungary,30,1993,0.2,12,2,6,4,3,0,12,1,1,100.0,0,0.0,5,54,44,0,0,0,0,0,6,2
Jesús Navas,DF,Spain,38,1985,1.7,91,9,27,36,28,2,91,1,0,0.0,1,100.0,51,286,129,6,2,1,2,1,57,11
Dan Ndoye,"MF,DF",Switzerland,23,2000,4.5,161,4,27,49,91,21,161,22,12,54.5,6,27.3,115,857,510,20,8,11,10,3,121,31
Pedro Neto,"DF,FW",Portugal,23,2000,1.3,103,1,10,40,56,4,103,12,6,50.0,5,41.7,68,535,340,16,7,1,2,1,79,19
Manuel Neuer,GK,Germany,37,1986,5.3,154,117,149,5,0,0,154,0,0,,0,,84,411,245,0,0,0,0,0,86,0
João Neves,MF,Portugal,19,2004,0.9,84,1,7,52,25,1,84,2,1,50.0,1,50.0,54,235,140,1,1,0,0,1,61,3
Rúben Neves,MF,Portugal,26,1997,1.4,128,1,12,83,33,1,128,1,1,100.0,0,0.0,83,383,238,3,3,0,1,2,101,6
Florin Niță,GK,Romania,36,1987,4.0,157,134,156,1,0,0,157,0,0,,0,,75,570,350,0,0,0,0,0,41,0
Matheus Nunes,MF,Portugal,25,1998,0.2,21,0,1,9,11,3,21,0,0,,0,,14,68,37,2,1,1,1,0,16,1
Christian Nørgaard,MF,Denmark,29,1994,0.4,45,2,9,27,9,1,45,0,0,,0,,31,82,39,0,0,0,0,0,36,0
Adam Obert,DF,Slovakia,21,2002,0.3,29,2,8,10,11,0,29,2,2,100.0,0,0.0,19,126,75,1,2,0,1,0,19,3
Jan Oblak,GK,Slovenia,31,1993,4.3,135,120,134,1,0,0,135,0,0,,0,,62,382,167,0,0,0,0,0,42,0
Darius Olaru,MF,Romania,25,1998,0.3,17,0,1,7,9,1,17,0,0,,0,,4,9,4,0,0,0,0,1,11,1
Dani Olmo,"MF,FW",Spain,25,1998,4.8,238,5,27,99,119,21,238,20,14,70.0,5,25.0,161,961,547,21,15,6,12,5,193,32
Amadou Onana,MF,Belgium,22,2001,4.0,268,7,67,157,45,3,268,3,3,100.0,0,0.0,161,742,371,4,5,0,1,0,195,1
Loïs Openda,FW,Belgium,23,2000,0.8,13,0,2,4,7,1,13,0,0,,0,,8,10,3,0,0,0,1,0,9,1
Willi Orban,DF,Hungary,31,1992,3.0,173,36,108,54,11,6,173,1,0,0.0,1,100.0,110,468,162,0,0,0,3,0,99,2
Mikel Oyarzabal,FW,Spain,26,1997,2.2,90,1,10,29,51,8,90,3,1,33.3,2,66.7,50,201,89,4,2,3,6,2,64,22
Salih Özcan,MF,Türkiye,26,1998,1.7,93,4,18,69,6,1,93,0,0,,0,,31,156,92,1,1,0,1,0,55,2
João Palhinha,MF,Portugal,28,1995,3.3,240,7,63,137,42,4,240,2,1,50.0,1,50.0,128,508,167,0,4,0,2,2,165,2
Cole Palmer,"MF,FW",England,21,2002,1.7,102,2,6,33,64,6,102,10,1,10.0,8,80.0,61,416,202,6,3,2,2,1,76,17
Mario Pašalić,"FW,MF",Croatia,28,1995,1.3,51,3,8,23,20,7,51,2,0,0.0,2,100.0,31,191,103,2,2,0,2,0,36,7
Strahinja Pavlović,DF,Serbia,22,2001,3.0,214,11,92,100,24,2,214,4,4,100.0,0,0.0,153,817,413,8,7,0,3,0,146,4
Pedri,MF,Spain,21,2002,2.1,120,0,6,47,68,13,120,5,1,20.0,4,80.0,74,371,173,6,5,3,7,6,98,16
Peter Pekarík,DF,Slovakia,37,1986,4.2,156,13,44,69,44,2,156,4,1,25.0,2,50.0,76,355,187,7,5,1,5,1,80,9
Lorenzo Pellegrini,"FW,MF",Italy,27,1996,2.4,125,2,16,59,52,7,125,2,1,50.0,1,50.0,93,577,298,10,4,2,2,1,89,14
Patrick Pentz,GK,Austria,27,1997,4.0,157,103,152,5,0,0,157,0,0,,0,,103,411,271,0,0,0,0,0,95,0
Pepe,DF,Portugal,40,1983,4.5,455,45,192,259,8,4,455,3,2,66.7,1,33.3,309,1395,837,2,2,0,4,2,345,0
Danilo Pereira,DF,Portugal,32,1991,1.0,93,2,19,70,6,2,93,0,0,,0,,71,390,190,1,2,0,0,0,75,0
Ayoze Pérez,FW,Spain,30,1993,0.1,9,0,2,5,3,3,9,3,2,66.7,1,33.3,4,80,58,2,0,1,0,0,5,3
Ivan Perišić,"DF,FW",Croatia,34,1989,1.5,77,5,8,17,52,7,77,3,1,33.3,2,66.7,46,290,185,8,3,2,1,0,55,17
Bruno Petković,FW,Croatia,29,1994,1.0,32,1,1,11,20,8,31,2,1,50.0,1,50.0,18,47,26,2,2,1,2,1,29,2
Krzysztof Piątek,FW,Poland,28,1995,0.7,17,0,0,11,6,1,17,0,0,,0,,10,30,6,0,1,0,1,0,13,2
Jordan Pickford,GK,England,29,1994,7.7,317,222,304,13,0,0,317,0,0,,0,,207,1206,786,0,1,1,0,0,194,0
