Player,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Mert Günok,GK,Türkiye,34,1989,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joško Gvardiol,DF,Croatia,22,2002,3.0,0,2,0,0.0,0.67,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Giorgi Gwelesiani,DF,Georgia,32,1991,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Norbert Gyömbér,DF,Slovakia,31,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ianis Hagi,MF,Romania,25,1998,2.1,0,2,0,0.0,0.96,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Dávid Hancko,DF,Slovakia,26,1997,4.1,0,4,2,50.0,0.98,0.49,0.00,0.00,15.4,1,0,0,0.2,0.2,0.06,-0.2,-0.2
Grant Hanley,DF,Scotland,32,1991,2.5,0,1,0,0.0,0.40,0.00,0.00,,5.6,0,0,0,0.2,0.2,0.23,-0.2,-0.2
Lukáš Haraslín,FW,Slovakia,27,1996,2.9,0,8,4,50.0,2.73,1.36,0.00,0.00,17.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Kai Havertz,"FW,MF",Germany,24,1999,4.3,2,17,9,52.9,3.93,2.08,0.00,0.00,14.6,1,2,2,4.1,2.5,0.15,-2.1,-2.5
Jack Hendry,DF,Scotland,28,1995,2.9,0,1,0,0.0,0.34,0.00,0.00,,13.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Benjamin Henrichs,DF,Germany,26,1997,0.1,0,1,0,0.0,9.00,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Theo Hernández,DF,France,26,1997,6.3,0,4,2,50.0,0.63,0.32,0.00,0.00,16.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4
Morten Hjulmand,MF,Denmark,24,1999,2.7,1,5,2,40.0,1.84,0.73,0.20,0.50,29.3,0,0,0,0.1,0.1,0.03,+0.9,+0.9
Adam Hložek,MF,Czechia,21,2002,1.2,0,4,4,100.0,3.33,3.33,0.00,0.00,16.0,0,0,0,0.5,0.5,0.14,-0.5,-0.5
Tomáš Holeš,DF,Czechia,30,1993,3.0,0,1,0,0.0,0.33,0.00,0.00,,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Arbër Hoxha,"FW,MF",Albania,25,1998,0.6,0,2,1,50.0,3.60,1.80,0.00,0.00,18.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Robin Hranáč,DF,Czechia,24,2000,3.0,0,2,0,0.0,0.67,0.00,0.00,,9.8,0,0,0,0.3,0.3,0.16,-0.3,-0.3
Elseid Hysaj,DF,Albania,29,1994,2.0,0,2,0,0.0,1.00,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Pierre Højbjerg,MF,Denmark,28,1995,3.9,0,7,4,57.1,1.78,1.02,0.00,0.00,24.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Rasmus Højlund,FW,Denmark,20,2003,3.2,0,6,4,66.7,1.89,1.26,0.00,0.00,13.1,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Ivan Ilić,MF,Serbia,22,2001,2.2,0,2,0,0.0,0.90,0.00,0.00,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Josip Iličić,"FW,MF",Slovenia,36,1988,0.3,0,1,0,0.0,2.90,0.00,0.00,,27.4,1,0,0,0.0,0.0,0.05,0.0,0.0
Gonçalo Inácio,DF,Portugal,22,2001,1.3,0,1,0,0.0,0.76,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Luka Ivanušec,MF,Croatia,25,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Erik Janža,DF,Slovenia,30,1993,3.0,1,3,1,33.3,1.00,0.33,0.33,1.00,27.2,0,0,0,0.0,0.0,0.01,+1.0,+1.0
Jorginho,MF,Italy,32,1991,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joselu,FW,Spain,33,1990,1.0,0,3,0,0.0,3.00,0.00,0.00,,12.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Diogo Jota,"FW,MF",Portugal,27,1996,1.1,0,2,1,50.0,1.80,0.90,0.00,0.00,8.6,0,0,0,0.7,0.7,0.33,-0.7,-0.7
Luka Jović,"MF,FW",Serbia,26,1997,1.1,1,1,1,100.0,0.88,0.88,1.00,1.00,6.0,0,0,0,0.2,0.2,0.19,+0.8,+0.8
Josip Juranović,DF,Croatia,28,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David Jurásek,DF,Czechia,23,2000,1.8,0,4,2,50.0,2.25,1.13,0.00,0.00,25.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Matěj Jurásek,"DF,MF",Czechia,20,2003,0.5,0,4,2,50.0,7.83,3.91,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Ferdi Kadioglu,"DF,MF",Türkiye,24,1999,5.0,0,2,0,0.0,0.40,0.00,0.00,,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
İrfan Kahveci,FW,Türkiye,28,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Otar Kakabadze,"DF,MF",Georgia,28,1995,4.0,0,1,0,0.0,0.25,0.00,0.00,,22.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Harry Kane,FW,England,30,1993,6.7,3,17,5,29.4,2.55,0.75,0.12,0.40,15.9,0,1,1,2.8,2.1,0.12,+0.2,-0.1
N'Golo Kanté,MF,France,32,1991,5.7,0,5,2,40.0,0.88,0.35,0.00,0.00,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Žan Karničnik,DF,Slovenia,29,1994,4.3,1,3,1,33.3,0.69,0.23,0.33,1.00,21.3,0,0,0,0.5,0.5,0.18,+0.5,+0.5
Guram Kashia,DF,Georgia,36,1987,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Milos Kerkez,DF,Hungary,20,2003,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Semih Kılıçsoy,FW,Türkiye,18,2005,0.0,0,1,1,100.0,45.00,45.00,0.00,0.00,8.5,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Joshua Kimmich,DF,Germany,28,1995,5.3,0,7,2,28.6,1.31,0.37,0.00,0.00,25.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Otar Kiteishvili,MF,Georgia,27,1996,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jakub Kiwior,DF,Poland,23,2000,3.0,0,2,2,100.0,0.67,0.67,0.00,0.00,14.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
László Kleinheisler,MF,Hungary,29,1994,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giorgi Kochorashvili,MF,Georgia,24,1999,4.0,0,5,0,0.0,1.25,0.00,0.00,,25.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Orkun Kökçü,MF,Türkiye,23,2000,2.5,0,6,2,33.3,2.44,0.81,0.00,0.00,26.2,0,0,0,1.0,1.0,0.16,-1.0,-1.0
Randal Kolo Muani,FW,France,25,1998,2.2,1,3,1,33.3,1.34,0.45,0.33,1.00,10.8,0,0,0,0.8,0.8,0.25,+0.2,+0.2
Yukhym Konoplia,DF,Ukraine,24,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ezri Konsa,DF,England,26,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Filip Kostić,DF,Serbia,31,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jules Koundé,DF,France,25,1998,6.3,0,1,0,0.0,0.16,0.00,0.00,,14.9,0,0,0,0.2,0.2,0.15,-0.2,-0.2
Mateo Kovačić,MF,Croatia,29,1994,2.5,0,6,3,50.0,2.42,1.21,0.00,0.00,20.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Matej Kovar,GK,Czechia,23,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrej Kramarić,FW,Croatia,32,1991,2.7,1,4,2,50.0,1.48,0.74,0.25,0.50,16.3,0,0,0,0.7,0.7,0.19,+0.3,+0.3
Ladislav Krejčí,DF,Czechia,24,1999,3.0,0,5,1,20.0,1.67,0.33,0.00,0.00,15.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Toni Kroos,MF,Germany,34,1990,5.2,0,3,1,33.3,0.58,0.19,0.00,0.00,26.0,1,0,0,0.2,0.2,0.06,-0.2,-0.2
Jan Kuchta,FW,Czechia,27,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Juraj Kucka,MF,Slovakia,36,1987,3.9,0,8,2,25.0,2.06,0.51,0.00,0.00,17.8,1,0,0,0.4,0.4,0.05,-0.4,-0.4
Jasmin Kurtić,FW,Slovenia,35,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Khvicha Kvaratskhelia,FW,Georgia,22,2001,3.8,1,6,2,33.3,1.58,0.53,0.17,0.50,24.2,0,0,0,1.0,1.0,0.17,0.0,0.0
Nika Kvekveskiri,MF,Georgia,31,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giorgi Kvilitaia,FW,Georgia,30,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Saba Kvirkvelia,DF,Georgia,31,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Qazim Laçi,"MF,FW",Albania,28,1996,1.8,1,1,1,100.0,0.55,0.55,1.00,1.00,8.0,0,0,0,0.3,0.3,0.34,+0.7,+0.7
Konrad Laimer,"MF,FW",Austria,26,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,13.4,0,0,0,0.5,0.5,0.26,-0.5,-0.5
Ádám Lang,DF,Hungary,31,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aymeric Laporte,DF,Spain,29,1994,5.8,0,5,1,20.0,0.86,0.17,0.00,0.00,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Robin Le Normand,DF,Spain,27,1996,4.9,0,3,0,0.0,0.61,0.00,0.00,,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Rafael Leão,FW,Portugal,24,1999,3.2,0,3,0,0.0,0.94,0.00,0.00,,13.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Robert Lewandowski,FW,Poland,35,1988,1.3,1,4,0,0.0,2.98,0.00,0.00,,24.4,0,1,1,1.0,0.2,0.04,0.0,-0.2
Philipp Lienhart,DF,Austria,27,1996,2.4,0,2,0,0.0,0.84,0.00,0.00,,11.3,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Ondřej Lingr,"MF,FW",Czechia,25,1998,0.9,0,5,1,20.0,5.42,1.08,0.00,0.00,10.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Dominik Livaković,GK,Croatia,29,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Stanislav Lobotka,MF,Slovakia,29,1994,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,31.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Saba Lobzhanidze,FW,Georgia,29,1994,0.1,0,1,0,0.0,10.00,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Luka Lochoshvili,"DF,MF",Georgia,25,1998,1.9,0,1,0,0.0,0.53,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Fermin López,MF,Spain,20,2003,0.3,0,2,0,0.0,6.21,0.00,0.00,,26.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Romelu Lukaku,FW,Belgium,30,1993,4.0,0,11,8,72.7,2.76,2.01,0.00,0.00,11.3,0,0,0,1.7,1.7,0.15,-1.7,-1.7
Dodi Lukebakio,"FW,DF",Belgium,26,1997,0.7,0,3,1,33.3,4.15,1.38,0.00,0.00,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Saša Lukić,MF,Serbia,27,1996,2.3,0,1,0,0.0,0.43,0.00,0.00,,17.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Andriy Lunin,GK,Ukraine,24,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mike Maignan,GK,France,28,1995,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kobbie Mainoo,MF,England,18,2005,4.1,0,5,0,0.0,1.22,0.00,0.00,,20.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Lovro Majer,"FW,MF",Croatia,26,1998,1.6,0,2,0,0.0,1.23,0.00,0.00,,9.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Donyell Malen,FW,Netherlands,25,1999,2.1,2,6,2,33.3,2.84,0.95,0.33,1.00,11.5,0,0,0,1.9,1.9,0.31,+0.1,+0.1
Ruslan Malinovskyi,MF,Ukraine,30,1993,0.4,0,1,0,0.0,2.57,0.00,0.00,,24.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Giorgi Mamardashvili,GK,Georgia,23,2000,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dennis Man,MF,Romania,25,1998,3.0,0,6,3,50.0,2.03,1.02,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Rey Manaj,FW,Albania,26,1997,1.7,0,3,1,33.3,1.73,0.58,0.00,0.00,10.4,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Gianluca Mancini,DF,Italy,27,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Orel Mangala,MF,Belgium,25,1998,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marius Marin,MF,Romania,25,1998,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Răzvan Marin,MF,Romania,27,1996,3.9,2,5,2,40.0,1.27,0.51,0.20,0.50,31.9,1,1,1,0.9,0.1,0.03,+1.1,+0.9
Ádám Martin,"FW,DF",Hungary,29,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mykola Matviyenko,DF,Ukraine,27,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kylian Mbappé,FW,France,25,1998,5.2,1,23,8,34.8,4.46,1.55,0.00,0.00,17.4,1,1,1,2.9,2.1,0.09,-1.9,-2.1
John McGinn,"MF,FW",Scotland,29,1994,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Callum McGregor,MF,Scotland,30,1993,2.7,0,3,0,0.0,1.10,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Scott McKenna,DF,Scotland,27,1996,1.5,0,2,0,0.0,1.34,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Kenny McLean,MF,Scotland,32,1992,0.5,0,1,1,100.0,2.05,2.05,0.00,0.00,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0
Scott McTominay,MF,Scotland,27,1996,3.0,1,4,1,25.0,1.33,0.33,0.25,1.00,14.2,0,0,0,0.3,0.3,0.07,+0.7,+0.7
Anzor Mekvabishvili,MF,Georgia,22,2001,2.1,0,2,1,50.0,0.96,0.48,0.00,0.00,25.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Memphis,"FW,MF",Netherlands,29,1994,5.1,1,17,3,17.6,3.35,0.59,0.06,0.33,16.8,2,0,0,2.0,2.0,0.12,-1.0,-1.0
Nuno Mendes,DF,Portugal,21,2002,4.7,0,3,2,66.7,0.64,0.43,0.00,0.00,19.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Mikel Merino,"MF,FW",Spain,27,1996,2.0,1,3,2,66.7,1.48,0.99,0.33,0.50,10.7,0,0,0,0.6,0.6,0.20,+0.4,+0.4
Valentin Mihaila,MF,Romania,23,2000,1.3,0,4,0,0.0,3.13,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Srđan Mijailović,DF,Serbia,30,1993,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Georges Mikautadze,FW,Georgia,23,2000,3.8,3,4,1,25.0,1.04,0.26,0.25,1.00,19.9,0,2,2,2.3,0.7,0.17,+0.7,+0.3
Nikola Milenković,DF,Serbia,26,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergej Milinković-Savić,MF,Serbia,28,1995,1.3,0,3,1,33.3,2.23,0.74,0.00,0.00,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Mario Mitaj,DF,Albania,20,2003,3.0,0,1,0,0.0,0.33,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Aleksandar Mitrović,FW,Serbia,29,1994,2.7,0,10,2,20.0,3.75,0.75,0.00,0.00,10.9,0,0,0,1.2,1.2,0.12,-1.2,-1.2
Maximilian Mittelstädt,DF,Germany,26,1997,3.4,0,5,0,0.0,1.48,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Filip Mladenović,DF,Serbia,32,1991,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jan Mlakar,MF,Slovenia,25,1998,3.3,0,2,1,50.0,0.61,0.31,0.00,0.00,16.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Jakub Moder,MF,Poland,24,1999,2.0,0,4,1,25.0,2.00,0.50,0.00,0.00,19.7,0,0,0,0.6,0.6,0.16,-0.6,-0.6
Luka Modrić,MF,Croatia,38,1985,2.6,1,4,1,25.0,1.55,0.39,0.25,1.00,24.1,0,0,1,1.0,0.1,0.02,0.0,+0.9
Vasile Mogos,DF,Romania,31,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro Morata,FW,Spain,31,1992,5.0,1,14,4,28.6,2.81,0.80,0.07,0.25,16.4,0,0,0,1.5,1.5,0.11,-0.5,-0.5
Lewis Morgan,DF,Scotland,27,1996,0.0,0,1,0,0.0,45.00,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Ernest Muçi,FW,Albania,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mykhailo Mudryk,"FW,MF",Ukraine,23,2001,1.9,0,6,2,33.3,3.10,1.03,0.00,0.00,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Mert Müldür,"DF,MF",Türkiye,24,1999,3.8,1,3,2,66.7,0.78,0.52,0.33,0.50,17.4,0,0,0,0.6,0.6,0.18,+0.4,+0.4
Thomas Müller,"MF,FW",Germany,34,1989,0.6,0,1,0,0.0,1.55,0.00,0.00,,7.7,0,0,0,0.4,0.4,0.37,-0.4,-0.4
Jamal Musiala,FW,Germany,20,2003,4.7,3,10,4,40.0,2.15,0.86,0.30,0.75,18.6,0,0,0,1.0,1.0,0.10,+2.0,+2.0
Phillipp Mwene,DF,Austria,30,1994,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vitaliy Mykolenko,DF,Ukraine,24,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joakim Mæhle,"DF,MF",Denmark,26,1997,3.1,0,1,0,0.0,0.32,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Nacho,DF,Spain,34,1990,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ádám Nagy,MF,Hungary,28,1995,1.8,0,1,0,0.0,0.57,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Zsolt Nagy,DF,Hungary,30,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesús Navas,DF,Spain,38,1985,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dan Ndoye,"MF,DF",Switzerland,23,2000,4.5,1,14,2,14.3,3.10,0.44,0.07,0.50,16.1,0,0,0,1.6,1.6,0.11,-0.6,-0.6
Pedro Neto,"DF,FW",Portugal,23,2000,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Neuer,GK,Germany,37,1986,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
João Neves,MF,Portugal,19,2004,0.9,0,1,0,0.0,1.17,0.00,0.00,,21.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Rúben Neves,MF,Portugal,26,1997,1.4,0,2,0,0.0,1.44,0.00,0.00,,30.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Florin Niță,GK,Romania,36,1987,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matheus Nunes,MF,Portugal,25,1998,0.2,0,1,0,0.0,5.00,0.00,0.00,,9.5,0,0,0,0.3,0.3,0.25,-0.3,-0.3
Christian Nørgaard,MF,Denmark,29,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Adam Obert,DF,Slovakia,21,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jan Oblak,GK,Slovenia,31,1993,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Darius Olaru,MF,Romania,25,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dani Olmo,"MF,FW",Spain,25,1998,4.8,3,17,6,35.3,3.54,1.25,0.18,0.50,21.0,0,0,0,1.7,1.7,0.10,+1.3,+1.3
Amadou Onana,MF,Belgium,22,2001,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Loïs Openda,FW,Belgium,23,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Willi Orban,DF,Hungary,31,1992,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,7.8,0,0,0,0.6,0.6,0.20,-0.6,-0.6
Mikel Oyarzabal,FW,Spain,26,1997,2.2,1,6,3,50.0,2.69,1.34,0.17,0.33,18.3,0,0,0,1.0,1.0,0.17,0.0,0.0
Salih Özcan,MF,Türkiye,26,1998,1.7,0,1,0,0.0,0.58,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.03,0.0,0.0
João Palhinha,MF,Portugal,28,1995,3.3,0,5,2,40.0,1.51,0.60,0.00,0.00,21.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Cole Palmer,"MF,FW",England,21,2002,1.7,1,3,2,66.7,1.81,1.21,0.33,0.50,19.1,0,0,0,0.2,0.2,0.06,+0.8,+0.8
Mario Pašalić,"FW,MF",Croatia,28,1995,1.3,0,3,0,0.0,2.33,0.00,0.00,,7.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Strahinja Pavlović,DF,Serbia,22,2001,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pedri,MF,Spain,21,2002,2.1,0,6,4,66.7,2.90,1.94,0.00,0.00,16.1,0,0,0,1.1,1.1,0.18,-1.1,-1.1
Peter Pekarík,DF,Slovakia,37,1986,4.2,0,3,0,0.0,0.72,0.00,0.00,,17.8,0,0,0,0.7,0.7,0.23,-0.7,-0.7
Lorenzo Pellegrini,"FW,MF",Italy,27,1996,2.4,0,7,1,14.3,2.89,0.41,0.00,0.00,17.5,1,0,0,0.5,0.5,0.08,-0.5,-0.5
Patrick Pentz,GK,Austria,27,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pepe,DF,Portugal,40,1983,4.5,0,1,0,0.0,0.22,0.00,0.00,,10.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Danilo Pereira,DF,Portugal,32,1991,1.0,0,1,0,0.0,1.00,0.00,0.00,,4.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Ayoze Pérez,FW,Spain,30,1993,0.1,0,3,2,66.7,20.77,13.85,0.00,0.00,12.5,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Ivan Perišić,"DF,FW",Croatia,34,1989,1.5,0,4,2,50.0,2.59,1.29,0.00,0.00,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Bruno Petković,FW,Croatia,29,1994,1.0,0,3,0,0.0,3.10,0.00,0.00,,14.2,0,0,1,1.1,0.3,0.10,-1.1,-0.3
Krzysztof Piątek,FW,Poland,28,1995,0.7,1,2,1,50.0,3.05,1.53,0.50,1.00,16.9,0,0,0,0.5,0.5,0.27,+0.5,+0.5
Jordan Pickford,GK,England,29,1994,7.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jakub Piotrowski,MF,Poland,26,1997,0.6,0,2,0,0.0,3.10,0.00,0.00,,7.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
