Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
James Abankwah,IRL,DF,Udinese,20-272,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/4b7a9fcc/James-Abankwah
Oliver Abildgaard,DEN,MT,Como,28-126,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/8f5cdf66/Oliver-Abildgaard
Tammy Abraham,ENG,AT,Roma,27-012,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f586779e/Tammy-Abraham
Tammy Abraham,ENG,AT,Milan,27-012,1997,5,4,347,3.9,1,1,2,0,1,2,0,0,2.9,1.3,0.3,1.6,1,3,23,0.26,0.26,0.52,0.00,0.26,0.76,0.08,0.84,0.33,0.41,https://fbref.com/fr/joueurs/f586779e/Tammy-Abraham
Federico Accornero,ITA,MT,Genoa,20-252,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/83763653/Federico-Accornero
Francesco Acerbi,ITA,DF,Inter,36-247,1988,6,6,540,6.0,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,5,25,4,0.00,0.17,0.17,0.00,0.17,0.03,0.03,0.06,0.03,0.06,https://fbref.com/fr/joueurs/b96b595c/Francesco-Acerbi
Che Adams,SCO,"AT,MT",Torino,28-093,1996,7,4,386,4.3,3,1,4,3,0,0,0,0,1.5,1.5,0.7,2.2,3,4,20,0.70,0.23,0.93,0.70,0.93,0.35,0.17,0.52,0.35,0.52,https://fbref.com/fr/joueurs/f2bf1b0f/Che-Adams
Yacine Adli,FRA,MT,Fiorentina,24-077,2000,5,1,143,1.6,1,1,2,1,0,0,0,0,0.0,0.0,0.2,0.2,5,7,2,0.63,0.63,1.26,0.63,1.26,0.02,0.11,0.13,0.02,0.13,https://fbref.com/fr/joueurs/26777636/Yacine-Adli
Michel Aebischer,SUI,MT,Bologna,27-282,1997,7,5,378,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,4,19,9,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,https://fbref.com/fr/joueurs/f9c927de/Michel-Aebischer
Honest Ahanor,ITA,DF,Genoa,16-234,2008,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/42ff58c3/Honest-Ahanor
David Akpan Ankeye,NGA,AT,Genoa,22-243,2002,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/8c4b95af/David-Akpan-Ankeye
Faride Alidou,GER,"AT,MT",Hellas Verona,23-088,2001,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,https://fbref.com/fr/joueurs/00f518d8/Faride-Alidou
Pontus Almqvist,SWE,AT,Parma,25-096,1999,6,0,169,1.9,1,1,2,1,0,0,0,0,0.5,0.5,0.8,1.3,11,2,14,0.53,0.53,1.07,0.53,1.07,0.25,0.44,0.70,0.25,0.70,https://fbref.com/fr/joueurs/0917188a/Pontus-Almqvist
Giorgio Altare,ITA,DF,Venezia,26-066,1998,3,2,194,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,4,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,https://fbref.com/fr/joueurs/aa5322d5/Giorgio-Altare
Sofyan Amrabat,MAR,MT,Fiorentina,28-054,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/5a2cb25d/Sofyan-Amrabat
Angeliño,ESP,DF,Roma,27-284,1997,7,7,610,6.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,17,63,23,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.07,https://fbref.com/fr/joueurs/30941e96/Angelino
Lorenzo Anghelè,ITA,AT,Juventus,19-231,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b2f3d550/Lorenzo-Anghele
Faustino Anjorin,ENG,MT,Empoli,22-326,2001,4,3,219,2.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.5,7,8,4,0.00,0.41,0.41,0.00,0.41,0.06,0.16,0.22,0.06,0.22,https://fbref.com/fr/joueurs/b105919e/Faustino-Anjorin
Marko Arnautović,AUT,AT,Inter,35-178,1989,3,0,40,0.4,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,1,3,9,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,1.96,1.96,https://fbref.com/fr/joueurs/00459419/Marko-Arnautovic
Kristjan Asllani,ALB,MT,Inter,22-219,2002,5,1,145,1.6,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1.0,3,11,7,0.00,0.00,0.00,0.00,0.00,0.22,0.37,0.59,0.22,0.59,https://fbref.com/fr/joueurs/0fdcef0e/Kristjan-Asllani
Arthur Atta,FRA,MT,Udinese,21-274,2003,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,https://fbref.com/fr/joueurs/d3ddf88b/Arthur-Atta
Emil Audero,ITA,GB,Como,27-270,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/649b01d8/Emil-Audero
Tommaso Augello,ITA,"DF,AT",Cagliari,30-045,1994,7,6,492,5.5,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.6,14,24,23,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.12,0.01,0.12,https://fbref.com/fr/joueurs/3cd3b384/Tommaso-Augello
Carlos Augusto,BRA,DF,Inter,25-281,1999,6,1,190,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,10,11,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,https://fbref.com/fr/joueurs/8d3cd59d/Carlos-Augusto
Yann Aurel Bisseck,GER,DF,Inter,23-320,2000,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,19,14,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,https://fbref.com/fr/joueurs/3963c25b/Yann-Aurel-Bisseck
Paulo Azzi,BRA,DF,Cagliari,30-091,1994,5,4,336,3.7,0,0,0,0,0,0,1,0,0.5,0.5,0.9,1.4,14,12,19,0.00,0.00,0.00,0.00,0.00,0.14,0.24,0.38,0.14,0.38,https://fbref.com/fr/joueurs/967ac202/Paulo-Azzi
Milan Badelj,CRO,MT,Genoa,35-232,1989,6,6,399,4.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,https://fbref.com/fr/joueurs/e8c930bb/Milan-Badelj
Mitchel Bakker,NED,MT,Atalanta,24-116,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/a8567629/Mitchel-Bakker
Tommaso Baldanzi,ITA,"MT,DF",Roma,21-205,2003,7,0,156,1.7,1,1,2,1,0,0,0,0,0.6,0.6,0.1,0.7,13,4,9,0.58,0.58,1.15,0.58,1.15,0.33,0.08,0.41,0.33,0.41,https://fbref.com/fr/joueurs/102e2599/Tommaso-Baldanzi
Botond Balogh,HUN,DF,Parma,22-130,2002,7,7,579,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/348bafd4/Botond-Balogh
Lameck Banda,ZAM,"AT,MT",Lecce,23-259,2001,5,2,240,2.7,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,10,4,22,0.00,0.00,0.00,0.00,0.00,0.21,0.16,0.38,0.21,0.38,https://fbref.com/fr/joueurs/8a6de8c7/Lameck-Banda
Daniel Bandeira,POR,MT,Hellas Verona,24-186,2000,5,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/56fca564/Daniel-Bandeira
Mattia Bani,ITA,DF,Genoa,30-309,1993,5,5,359,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,2,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/0821331c/Mattia-Bani
Antonín Barák,CZE,MT,Fiorentina,29-316,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.00,0.00,0.00,0.00,0.00,0.13,0.47,0.60,0.13,0.60,https://fbref.com/fr/joueurs/01efac19/Antonin-Barak
Federico Barba,ITA,DF,Como,31-043,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c010b898/Federico-Barba
Nicolò Barella,ITA,MT,Inter,27-250,1997,4,4,312,3.5,1,1,2,1,0,0,0,0,0.2,0.2,0.7,0.9,2,22,10,0.29,0.29,0.58,0.29,0.58,0.05,0.21,0.26,0.05,0.26,https://fbref.com/fr/joueurs/6928979a/Nicolo-Barella
Davide Bartesaghi,ITA,DF,Milan,18-290,2005,1,0,5,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/7e0b6c50/Davide-Bartesaghi
Federico Baschirotto,ITA,DF,Lecce,28-024,1996,7,7,630,7.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,7,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/5a08ee41/Federico-Baschirotto
Daniele Baselli,ITA,MT,Como,32-216,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ea06dd97/Daniele-Baselli
Alessandro Bastoni,ITA,DF,Inter,25-184,1999,6,6,476,5.3,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,16,42,24,0.00,0.19,0.19,0.00,0.19,0.02,0.06,0.08,0.02,0.08,https://fbref.com/fr/joueurs/75b86fb3/Alessandro-Bastoni
Reda Belahyane,MAR,MT,Hellas Verona,20-135,2004,7,6,610,6.8,0,1,1,0,0,0,3,0,0.1,0.1,0.4,0.5,6,36,2,0.00,0.15,0.15,0.00,0.15,0.02,0.05,0.07,0.02,0.07,https://fbref.com/fr/joueurs/705a1642/Reda-Belahyane
Raoul Bellanova,ITA,DF,Torino,24-150,2000,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,0,5,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.11,0.03,0.11,https://fbref.com/fr/joueurs/e3756e72/Raoul-Bellanova
Raoul Bellanova,ITA,DF,Atalanta,24-150,2000,5,5,376,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,7,14,32,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23,https://fbref.com/fr/joueurs/e3756e72/Raoul-Bellanova
Andrea Belotti,ITA,AT,Como,30-299,1993,6,3,208,2.3,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,2,3,13,0.43,0.00,0.43,0.43,0.43,0.45,0.07,0.52,0.45,0.52,https://fbref.com/fr/joueurs/d705ba44/Andrea-Belotti
Lucas Beltrán,ARG,"MT,AT",Fiorentina,23-199,2001,3,1,89,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,7,9,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.21,0.20,0.21,https://fbref.com/fr/joueurs/482d2bc3/Lucas-Beltran
Ismaël Bennacer,ALG,MT,Milan,26-318,1997,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,https://fbref.com/fr/joueurs/db092d3b/Ismael-Bennacer
Medon Berisha,ALB,"MT,AT",Lecce,20-359,2003,3,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,5,6,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.27,0.13,0.27,https://fbref.com/fr/joueurs/9d376bef/Medon-Berisha
Adrian Bernabe,ESP,MT,Parma,23-141,2001,7,7,617,6.9,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,16,51,5,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,https://fbref.com/fr/joueurs/548672b4/Adrian-Bernabe
Sam Beukema,NED,DF,Bologna,25-332,1998,7,6,585,6.5,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.7,6,35,1,0.00,0.15,0.15,0.00,0.15,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/de13cee5/Sam-Beukema
Alessandro Bianco,ITA,MT,Monza,22-013,2002,4,3,253,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,https://fbref.com/fr/joueurs/d65cf468/Alessandro-Bianco
Alessandro Bianco,ITA,MT,Fiorentina,22-013,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d65cf468/Alessandro-Bianco
Jaka Bijol,SVN,DF,Udinese,25-252,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,14,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/6fdac234/Jaka-Bijol
Cristiano Biraghi,ITA,DF,Fiorentina,32-043,1992,6,5,419,4.7,1,0,1,1,0,0,1,0,0.1,0.1,0.2,0.4,3,14,17,0.21,0.00,0.21,0.21,0.21,0.03,0.05,0.08,0.03,0.08,https://fbref.com/fr/joueurs/9e1577aa/Cristiano-Biraghi
Samuele Birindelli,ITA,DF,Monza,25-087,1999,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,5,9,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,https://fbref.com/fr/joueurs/204ac005/Samuele-Birindelli
Emil Bohinen,NOR,MT,Genoa,25-216,1999,3,1,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,5,2,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.09,0.06,0.09,https://fbref.com/fr/joueurs/c83c203f/Emil-Bohinen
Warren Bondo,FRA,MT,Monza,21-029,2003,7,6,550,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,8,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,https://fbref.com/fr/joueurs/0def2376/Warren-Bondo
Ange-Yoan Bonny,FRA,AT,Parma,20-355,2003,7,7,530,5.9,2,1,3,1,1,1,0,0,2.6,1.8,1.1,2.9,9,15,43,0.34,0.17,0.51,0.17,0.34,0.44,0.18,0.62,0.30,0.48,https://fbref.com/fr/joueurs/64629ba4/Ange-Yoan-Bonny
Edoardo Bove,ITA,"MT,AT",Fiorentina,22-151,2002,5,4,376,4.2,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,3,11,11,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,https://fbref.com/fr/joueurs/ae94a6c5/Edoardo-Bove
Domagoj Bradarić,CRO,DF,Hellas Verona,24-309,1999,2,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,3,4,0.00,0.00,0.00,0.00,0.00,0.04,0.45,0.49,0.04,0.49,https://fbref.com/fr/joueurs/8bbe2df5/Domagoj-Bradaric
Matthias Braunöder,AUT,MT,Como,22-201,2002,3,2,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/bce728e1/Matthias-Braunoder
Iker Bravo,ESP,"MT,AT",Udinese,19-275,2005,4,0,55,0.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,2,4,0.00,0.00,0.00,0.00,0.00,0.66,0.14,0.81,0.66,0.81,https://fbref.com/fr/joueurs/db8c8860/Iker-Bravo
Gleison Bremer,BRA,DF,Juventus,27-210,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,21,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/5fd5ed86/Gleison-Bremer
Brenner,BRA,"MT,AT",Udinese,24-272,2000,7,5,373,4.1,1,2,3,1,0,0,0,0,0.6,0.6,0.5,1.1,4,4,12,0.24,0.48,0.72,0.24,0.72,0.15,0.11,0.26,0.15,0.26,https://fbref.com/fr/joueurs/279508bf/Brenner
Marco Brescianini,ITA,MT,Atalanta,24-268,2000,6,4,365,4.1,2,0,2,2,0,0,0,0,0.5,0.5,0.3,0.9,14,13,21,0.49,0.00,0.49,0.49,0.49,0.13,0.08,0.21,0.13,0.21,https://fbref.com/fr/joueurs/dfd56738/Marco-Brescianini
Alessandro Buongiorno,ITA,DF,Napoli,25-130,1999,6,6,540,6.0,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,7,25,1,0.17,0.00,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12,https://fbref.com/fr/joueurs/4ae67f27/Alessandro-Buongiorno
Gianluca Busio,USA,MT,Venezia,22-139,2002,4,4,346,3.8,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,9,11,16,0.26,0.00,0.26,0.26,0.26,0.10,0.11,0.21,0.10,0.21,https://fbref.com/fr/joueurs/4a0b7f07/Gianluca-Busio
Liberato Cacace,NZL,"DF,AT",Empoli,24-017,2000,5,0,104,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,3,9,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.20,0.11,0.20,https://fbref.com/fr/joueurs/dd86e8e4/Liberato-Cacace
Davide Calabria,ITA,DF,Milan,27-313,1996,2,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,16,10,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,https://fbref.com/fr/joueurs/2146785a/Davide-Calabria
Luca Caldirola,ITA,DF,Monza,33-256,1991,3,2,192,2.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,7,2,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,https://fbref.com/fr/joueurs/226008f1/Luca-Caldirola
Hakan Çalhanoğlu,TUR,MT,Inter,30-249,1994,6,6,457,5.1,1,0,1,0,1,1,1,0,0.9,0.1,0.8,0.9,9,44,18,0.20,0.00,0.20,0.00,0.00,0.18,0.16,0.34,0.02,0.18,https://fbref.com/fr/joueurs/cd0fa27b/Hakan-Calhanoglu
Drissa Camara,CIV,AT,Parma,22-239,2002,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,https://fbref.com/fr/joueurs/543d9d2b/Drissa-Camara
Nicolò Cambiaghi,ITA,AT,Bologna,23-291,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37,https://fbref.com/fr/joueurs/91ff775f/Nicolo-Cambiaghi
Andrea Cambiaso,ITA,"DF,AT",Juventus,24-237,2000,7,6,551,6.1,1,0,1,1,0,0,2,0,0.2,0.2,0.6,0.8,18,20,27,0.16,0.00,0.16,0.16,0.16,0.03,0.11,0.13,0.03,0.13,https://fbref.com/fr/joueurs/247ed022/Andrea-Cambiaso
Matteo Cancellieri,ITA,"AT,MT",Parma,22-245,2002,6,2,210,2.3,1,0,1,1,0,0,0,1,0.8,0.8,0.2,1.0,7,7,15,0.43,0.00,0.43,0.43,0.43,0.36,0.07,0.43,0.36,0.43,https://fbref.com/fr/joueurs/b6a1cdf9/Matteo-Cancellieri
Antonio Candela,ITA,DF,Venezia,24-170,2000,6,6,529,5.9,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,5,6,12,0.00,0.17,0.17,0.00,0.17,0.03,0.10,0.13,0.03,0.13,https://fbref.com/fr/joueurs/d4307c52/Antonio-Candela
Gianluca Caprari,ITA,MT,Monza,31-076,1993,7,2,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,5,16,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,https://fbref.com/fr/joueurs/54e53b7e/Gianluca-Caprari
Elia Caprile,ITA,GB,Napoli,23-050,2001,3,2,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/97d7afbd/Elia-Caprile
Francesco Caputo,ITA,AT,Empoli,37-069,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5bd72174/Francesco-Caputo
