Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Amin Sarr,SWE,AT,Hellas Verona,23-217,2001,3,1,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d5326924/Amin-Sarr
Nicolò Savona,ITA,DF,Juventus,21-209,2003,6,4,387,4.3,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,11,16,14,0.23,0.00,0.23,0.23,0.23,0.07,0.12,0.20,0.07,0.20,https://fbref.com/fr/joueurs/e041497d/Nicolo-Savona
Saba Sazonov,GEO,DF,Torino,22-256,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/645dffbf/Saba-Sazonov
Joël Schingtienne,BEL,DF,Venezia,22-063,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/35a4790e/Joel-Schingtienne
Simone Scuffet,ITA,GB,Cagliari,28-136,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/41bd99ea/Simone-Scuffet
Suat Serdar,GER,MT,Hellas Verona,27-186,1997,1,1,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b3325a30/Suat-Serdar
Stephan El Shaarawy,ITA,DF,Roma,31-353,1992,5,4,253,2.8,0,1,1,0,0,0,0,0,0.6,0.6,0.3,0.9,9,11,23,0.00,0.36,0.36,0.00,0.36,0.22,0.10,0.31,0.22,0.31,https://fbref.com/fr/joueurs/d3aaad90/Stephan-El-Shaarawy
Eldor Shomurodov,UZB,"AT,DF",Roma,29-107,1995,4,0,38,0.4,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,1,1,5,2.37,0.00,2.37,2.37,2.37,1.37,0.08,1.45,1.37,1.45,https://fbref.com/fr/joueurs/57469b2d/Eldor-Shomurodov
Giovanni Simeone,ARG,AT,Napoli,29-101,1995,6,1,137,1.5,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.9,3,2,9,0.66,0.00,0.66,0.66,0.66,0.55,0.03,0.57,0.55,0.57,https://fbref.com/fr/joueurs/343c0d52/Giovanni-Simeone
Łukasz Skorupski,POL,GB,Bologna,33-162,1991,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ab4449d6/Lukasz-Skorupski
Simon Sohm,SUI,MT,Parma,23-186,2001,7,6,448,5.0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,8,16,6,0.00,0.00,0.00,0.00,0.00,0.19,0.02,0.20,0.19,0.20,https://fbref.com/fr/joueurs/a5f458d9/Simon-Sohm
Ola Solbakken,NOR,"MT,AT",Empoli,26-037,1998,6,3,278,3.1,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.9,4,7,9,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.28,0.23,0.28,https://fbref.com/fr/joueurs/78f13530/Ola-Solbakken
Yann Sommer,SUI,GB,Inter,35-302,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/420c18a1/Yann-Sommer
Borna Sosa,CRO,DF,Torino,26-267,1998,5,3,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,8,11,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/fr/joueurs/af0d79a9/Borna-Sosa
Riccardo Sottil,ITA,"MT,AT",Fiorentina,25-133,1999,4,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,0,8,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,https://fbref.com/fr/joueurs/94816803/Riccardo-Sottil
Matìas Soulé,ARG,"MT,AT",Roma,21-182,2003,6,5,387,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,25,20,50,0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.19,0.05,0.19,https://fbref.com/fr/joueurs/c13ddd3e/Matias-Soule
Leonardo Spinazzola,ITA,DF,Napoli,31-203,1993,6,2,176,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,6,7,12,0.00,0.51,0.51,0.00,0.51,0.02,0.21,0.23,0.02,0.23,https://fbref.com/fr/joueurs/3626daea/Leonardo-Spinazzola
Petar Stojanović,SVN,MT,Empoli,29-007,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/13b44b02/Petar-Stojanovic
Gabriel Strefezza,BRA,"AT,MT",Como,27-179,1997,7,7,596,6.6,2,1,3,2,0,0,1,0,0.5,0.5,0.7,1.2,12,30,34,0.30,0.15,0.45,0.30,0.45,0.08,0.11,0.19,0.08,0.19,https://fbref.com/fr/joueurs/ac4a4508/Gabriel-Strefezza
Ibrahim Sulemana,GHA,MT,Atalanta,21-145,2003,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/230c3f3a/Ibrahim-Sulemana
Tomáš Suslov,SVK,"AT,MT",Hellas Verona,22-129,2002,4,3,246,2.7,0,0,0,0,0,0,3,1,0.2,0.2,0.3,0.4,3,8,9,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.15,0.05,0.15,https://fbref.com/fr/joueurs/83fe71b8/Tomas-Suslov
Zion Suzuki,JPN,GB,Parma,22-054,2002,6,6,524,5.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/51e1f4f5/Zion-Suzuki
Marin Šverko,CRO,DF,Venezia,26-253,1998,5,4,352,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,16,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/06dba850/Marin-Sverko
Mile Svilar,SRB,GB,Roma,25-048,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/fr/joueurs/bcf5058a/Mile-Svilar
Michael Svoboda,AUT,DF,Venezia,25-365,1998,7,6,563,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,2,12,1,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,https://fbref.com/fr/joueurs/8abd174d/Michael-Svoboda
Adrien Tameze,CMR,"MT,DF",Torino,30-253,1994,6,3,240,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,5,12,12,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,https://fbref.com/fr/joueurs/8da74c05/Adrien-Tameze
Mehdi Taremi,IRN,AT,Inter,32-088,1992,6,1,192,2.1,0,1,1,0,0,0,0,0,0.9,0.9,0.5,1.4,2,5,14,0.00,0.47,0.47,0.00,0.47,0.43,0.25,0.68,0.43,0.68,https://fbref.com/fr/joueurs/4c2a5d34/Mehdi-Taremi
Nuno Tavares,POR,DF,Lazio,24-262,2000,5,5,421,4.7,0,5,5,0,0,0,1,0,0.5,0.5,2.1,2.6,21,27,23,0.00,1.07,1.07,0.00,1.07,0.10,0.44,0.55,0.10,0.55,https://fbref.com/fr/joueurs/a65c844b/Nuno-Tavares
Loum Tchaouna,FRA,"AT,MT",Lazio,21-036,2003,6,1,146,1.6,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.0,7,4,14,0.00,0.00,0.00,0.00,0.00,0.48,0.16,0.63,0.48,0.63,https://fbref.com/fr/joueurs/a3c8b4d3/Loum-Tchaouna
Jackson Tchatchoua,CMR,"MT,DF",Hellas Verona,23-030,2001,7,7,626,7.0,1,1,2,1,0,0,3,0,0.2,0.2,0.7,0.9,21,13,38,0.14,0.14,0.29,0.14,0.29,0.03,0.10,0.13,0.03,0.13,https://fbref.com/fr/joueurs/aeca7743/Jackson-Tchatchoua
Casper Tengstedt,DEN,"AT,MT",Hellas Verona,24-135,2000,7,6,488,5.4,3,0,3,2,1,1,2,0,2.7,1.9,0.1,2.0,8,3,23,0.55,0.00,0.55,0.37,0.37,0.50,0.01,0.51,0.35,0.36,https://fbref.com/fr/joueurs/ff2fb007/Casper-Tengstedt
Filippo Terracciano,ITA,DF,Milan,21-249,2003,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,https://fbref.com/fr/joueurs/5cbb5ad6/Filippo-Terracciano
Pietro Terracciano,ITA,GB,Fiorentina,34-220,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/e1b0a70d/Pietro-Terracciano
Florian Thauvin,FRA,"MT,AT",Udinese,31-262,1993,6,6,450,5.0,3,1,4,3,0,1,0,0,2.8,2.0,0.7,2.7,17,24,26,0.60,0.20,0.80,0.60,0.80,0.55,0.15,0.70,0.39,0.54,https://fbref.com/fr/joueurs/2b9fdeea/Florian-Thauvin
Malick Thiaw,GER,DF,Milan,23-067,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,https://fbref.com/fr/joueurs/ff5ea0bf/Malick-Thiaw
Morten Thorsby,NOR,"MT,DF",Genoa,28-162,1996,6,2,226,2.5,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.7,1,7,10,0.00,0.00,0.00,0.00,0.00,0.19,0.10,0.30,0.19,0.30,https://fbref.com/fr/joueurs/d1b49282/Morten-Thorsby
Khéphren Thuram,FRA,MT,Juventus,23-202,2001,5,2,180,2.0,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.4,4,11,0,0.00,0.50,0.50,0.00,0.50,0.07,0.11,0.18,0.07,0.18,https://fbref.com/fr/joueurs/7d9397f8/Khephren-Thuram
Marcus Thuram,FRA,AT,Inter,27-069,1997,7,7,547,6.1,7,1,8,7,0,0,0,0,2.6,2.6,0.8,3.4,11,15,37,1.15,0.16,1.32,1.15,1.32,0.42,0.14,0.56,0.42,0.56,https://fbref.com/fr/joueurs/6f8cd6d0/Marcus-Thuram
Rafael Tolói,ITA,DF,Atalanta,34-004,1990,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,https://fbref.com/fr/joueurs/c56dc39e/Rafael-Toloi
Fikayo Tomori,ENG,DF,Milan,26-300,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,21,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,https://fbref.com/fr/joueurs/7edfbb8a/Fikayo-Tomori
Souleymane Touré,FRA,DF,Udinese,21-200,2003,3,2,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/01fd01e8/Souleymane-Toure
Stefano Turati,ITA,GB,Monza,23-039,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/bf168004/Stefano-Turati
Kacper Urbanski,POL,MT,Bologna,20-037,2004,4,1,160,1.8,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.7,5,10,15,0.56,0.00,0.56,0.56,0.56,0.16,0.25,0.40,0.16,0.40,https://fbref.com/fr/joueurs/2d9d9e42/Kacper-Urbanski
Emanuele Valeri,ITA,DF,Parma,25-312,1998,5,5,322,3.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,7,6,9,0.00,0.28,0.28,0.00,0.28,0.02,0.14,0.16,0.02,0.16,https://fbref.com/fr/joueurs/ec52b661/Emanuele-Valeri
Ignace Van Der Brempt,BEL,DF,Como,22-196,2002,4,3,307,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,10,14,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,https://fbref.com/fr/joueurs/2bf50b37/Ignace-Van-Der-Brempt
Devis Vásquez,COL,GB,Empoli,26-155,1998,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/fac1f795/Devis-Vasquez
Johan Vásquez,MEX,DF,Genoa,25-358,1998,7,6,571,6.3,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,8,14,7,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.12,0.10,0.12,https://fbref.com/fr/joueurs/5eaed77a/Johan-Vasquez
Matías Vecino,URU,MT,Lazio,33-051,1991,4,1,149,1.7,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.8,0,4,0,0.00,0.60,0.60,0.00,0.60,0.12,0.39,0.51,0.12,0.51,https://fbref.com/fr/joueurs/44ac04e9/Matias-Vecino
Simone Verdi,ITA,"MT,AT",Como,32-094,1992,2,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,https://fbref.com/fr/joueurs/0375723e/Simone-Verdi
Samuele Vignato,ITA,MT,Monza,20-233,2004,3,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,10,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/a14d0ab0/Samuele-Vignato
Nicolas Viola,ITA,"MT,AT",Cagliari,35-002,1989,4,2,173,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,11,15,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,https://fbref.com/fr/joueurs/45392b06/Nicolas-Viola
Mattia Viti,ITA,DF,Empoli,22-264,2002,7,7,630,7.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,4,14,2,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,https://fbref.com/fr/joueurs/75438a9a/Mattia-Viti
Vitinha,POR,AT,Genoa,24-213,2000,7,6,499,5.5,0,1,1,0,0,0,0,0,0.6,0.6,0.8,1.4,10,7,33,0.00,0.18,0.18,0.00,0.18,0.10,0.14,0.24,0.10,0.24,https://fbref.com/fr/joueurs/74d4cec6/Vitinha
Dušan Vlahović,SRB,AT,Juventus,24-260,2000,7,7,577,6.4,5,0,5,2,3,3,0,0,5.5,3.2,0.3,3.5,5,4,27,0.78,0.00,0.78,0.31,0.31,0.86,0.04,0.90,0.50,0.54,https://fbref.com/fr/joueurs/79443529/Dusan-Vlahovic
Vanja Vlahović,SRB,"MT,AT",Atalanta,20-205,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/2af3f55c/Vanja-Vlahovic
Nikola Vlašić,CRO,"AT,MT",Torino,27-010,1997,2,0,35,0.4,1,1,2,0,1,1,0,0,0.8,0.0,0.1,0.1,0,0,2,2.57,2.57,5.14,0.00,2.57,2.03,0.30,2.33,0.00,0.30,https://fbref.com/fr/joueurs/aa8e289e/Nikola-Vlasic
Alessandro Vogliacco,ITA,DF,Genoa,26-030,1998,5,3,285,3.2,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,3,13,1,0.32,0.00,0.32,0.32,0.32,0.27,0.01,0.28,0.27,0.28,https://fbref.com/fr/joueurs/6841f107/Alessandro-Vogliacco
Mërgim Vojvoda,KVX,DF,Torino,29-256,1995,6,5,368,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,17,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,https://fbref.com/fr/joueurs/be2706c0/Mergim-Vojvoda
Stefan de Vrij,NED,DF,Inter,32-252,1992,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d0d8dd44/Stefan-de-Vrij
Sebastian Walukiewicz,POL,DF,Torino,24-192,2000,4,2,243,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,22,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/217875a4/Sebastian-Walukiewicz
Sebastian Walukiewicz,POL,DF,Empoli,24-192,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/fr/joueurs/217875a4/Sebastian-Walukiewicz
Timothy Weah,USA,AT,Juventus,24-235,2000,3,1,114,1.3,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,9,4,10,0.79,0.00,0.79,0.79,0.79,0.11,0.03,0.14,0.11,0.14,https://fbref.com/fr/joueurs/8eec784d/Timothy-Weah
Mateusz Wieteska,POL,DF,Cagliari,27-246,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,https://fbref.com/fr/joueurs/3ecc8c5f/Mateusz-Wieteska
John Yeboah,ECU,"AT,MT",Venezia,24-113,2000,3,0,68,0.8,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,8,3,7,0.00,1.32,1.32,0.00,1.32,0.06,0.49,0.55,0.06,0.55,https://fbref.com/fr/joueurs/8dfdc6c3/John-Yeboah
Kenan Yıldız,TUR,"AT,MT",Juventus,19-163,2005,7,6,512,5.7,0,2,2,0,0,0,0,0,0.3,0.3,0.9,1.2,32,24,41,0.00,0.35,0.35,0.00,0.35,0.06,0.15,0.21,0.06,0.21,https://fbref.com/fr/joueurs/d8cda243/Kenan-Yildiz
Mattia Zaccagni,ITA,"AT,MT",Lazio,29-120,1995,7,7,602,6.7,2,2,4,1,1,1,2,0,2.2,1.4,1.0,2.4,17,30,44,0.30,0.30,0.60,0.15,0.45,0.32,0.15,0.48,0.20,0.36,https://fbref.com/fr/joueurs/d85c238b/Mattia-Zaccagni
Nicola Zalewski,POL,"DF,AT",Roma,22-265,2002,4,1,213,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.8,20,7,28,0.00,0.00,0.00,0.00,0.00,0.03,0.32,0.35,0.03,0.35,https://fbref.com/fr/joueurs/45191c29/Nicola-Zalewski
Andre-Frank Zambo Anguissa,CMR,MT,Napoli,28-333,1995,7,7,630,7.0,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.9,7,39,15,0.14,0.00,0.14,0.14,0.14,0.06,0.06,0.13,0.06,0.13,https://fbref.com/fr/joueurs/6bb2c084/Andre-Frank-Zambo-Anguissa
Francesco Zampano,ITA,DF,Venezia,31-014,1993,7,6,568,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,21,15,23,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/8e45910b/Francesco-Zampano
Nicolò Zaniolo,ITA,"MT,AT",Atalanta,25-104,1999,3,0,56,0.6,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.6,2,4,9,0.00,1.61,1.61,0.00,1.61,0.53,0.37,0.90,0.53,0.90,https://fbref.com/fr/joueurs/9907b1c8/Nicolo-Zaniolo
Alessandro Zanoli,ITA,DF,Genoa,24-011,2000,5,3,305,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,12,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/3b12b11f/Alessandro-Zanoli
Duván Zapata,COL,AT,Torino,33-196,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.46,0.00,0.46,0.46,0.46,0.52,0.08,0.59,0.52,0.59,https://fbref.com/fr/joueurs/d3de9af0/Duvan-Zapata
Gabriele Zappa,ITA,DF,Cagliari,24-297,1999,7,7,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,4,27,14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/ca3db240/Gabriele-Zappa
Davide Zappacosta,ITA,DF,Atalanta,32-125,1992,6,5,401,4.5,1,1,2,1,0,0,1,0,0.4,0.4,0.5,0.9,16,19,35,0.22,0.22,0.45,0.22,0.45,0.09,0.12,0.21,0.09,0.21,https://fbref.com/fr/joueurs/7fe90ccd/Davide-Zappacosta
Oier Zarraga,ESP,MT,Udinese,25-284,1999,4,2,202,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,11,9,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,https://fbref.com/fr/joueurs/968a1c2f/Oier-Zarraga
Jordan Zemura,ZIM,DF,Udinese,24-335,1999,5,3,305,3.4,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.7,5,14,23,0.30,0.30,0.59,0.30,0.59,0.13,0.09,0.22,0.13,0.22,https://fbref.com/fr/joueurs/e8271ad9/Jordan-Zemura
Kevin Zeroli,ITA,MT,Milan,19-277,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/7d6d4395/Kevin-Zeroli
Piotr Zieliński,POL,MT,Inter,30-147,1994,4,0,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,12,8,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.25,0.16,0.25,https://fbref.com/fr/joueurs/a5296e55/Piotr-Zielinski
Nadir Zortea,ITA,"DF,AT",Cagliari,25-117,1999,4,3,287,3.2,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.9,10,5,11,0.31,0.00,0.31,0.31,0.31,0.17,0.10,0.27,0.17,0.27,https://fbref.com/fr/joueurs/82598b71/Nadir-Zortea
Milan Đurić,BIH,AT,Monza,34-145,1990,6,5,442,4.9,2,0,2,2,0,0,1,0,0.8,0.8,0.1,0.9,1,9,6,0.41,0.00,0.41,0.41,0.41,0.16,0.02,0.18,0.16,0.18,https://fbref.com/fr/joueurs/405f6586/Milan-Djuric
